task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,loss_dec_normalized,loss_dec_normalized_pred_obj,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_mgda_lambda_decision_regret,mo_mgda_lambda_pred_fairness,mo_mgda_lambda_pred_loss,mo_mgda_min_norm,mo_method,method_label,alpha_fair,hidden_dim,config_name
medical_resource_allocation,mgda,44,0,0.0,0,1.0,0.0,0.0005,1729.7584821014152,396.6919959966566,125.29029639863116,1170.443510828402,20.59587006702206,7.972960530998301,397.20059538902706,0.19860029769451354,0.6825349549590195,0.8729818321006909,0.8802764143705033,2,22.154371000056017,0,0,0,cuda,0.29323516702276087,0.2267454323082137,1170.443510828402,7.972960530998301,20.59587006702206,0.8729818321006909,0.6825349549590195,0.8802764143705033,0.9998819870854933,7.972960530998301,0.33333333333299997,0.33333333333299997,0.33333333333299997,397.20059538902706,mgda,FDFL-MGDA,2.0,64,MGDA
medical_resource_allocation,mgda,44,0,0.0,5,0.4082482904638631,0.0,0.0004987531172069826,1205.5173645746027,379.5934965948998,114.44393164423039,599.9159301260298,54.509821523636184,35.24471829233771,35.24471829475998,0.017578413114593495,0.6814776463021662,0.7213351110271274,0.9244562638477061,2,29.738670000028833,0,0,0,cuda,0.2043638400433908,0.16968613075931274,599.9159301260298,35.24471829233771,54.509821523636184,0.7213351110271274,0.6814776463021662,0.9244562638477061,0.7213351110776061,35.24471829233771,6.182498957185702e-12,0.9999999999928173,0.0,35.24471829475998,mgda,FDFL-MGDA,2.0,64,MGDA
medical_resource_allocation,mgda,44,0,0.0,10,0.30151134457776363,0.0,0.0004975124378109454,1015.1170882885335,359.6174246962711,101.57700719488138,407.0022338298083,84.16004287256995,54.24112077046566,54.24112077041141,0.026985632224085288,0.3853048757196958,0.3312290206006411,0.9279517169807979,2,28.769663999923978,0,0,0,cuda,0.17208646872499894,0.1468206257104865,407.0022338298083,54.24112077046566,84.16004287256995,0.3312290206006411,0.3853048757196958,0.9279517169807979,0.3312290206006411,54.24112077046566,0.0,0.9999999999989999,0.0,54.24112077041141,mgda,FDFL-MGDA,2.0,64,MGDA
medical_resource_allocation,mgda,44,0,0.0,15,0.25,0.0,0.0004962779156327543,1004.5866055473061,347.68245122818695,93.29955883001301,402.8770328607684,95.90994109273038,61.978172829183734,61.25444591372826,0.030399228741304345,0.07939196074385467,-0.0006227034930081512,0.9297417984377702,2,26.563592000002245,0,0,0,cuda,0.17030130166416005,0.14551919358031373,402.8770328607684,61.978172829183734,95.90994109273038,-0.0006227034930081512,0.07939196074385467,0.9297417984377702,0.14658870920865055,61.978172829183734,0.022380205143220127,0.9775584078244389,6.138703134092545e-05,61.25444591372826,mgda,FDFL-MGDA,2.0,64,MGDA
medical_resource_allocation,mgda,44,0,0.0,20,0.2182178902359924,0.0,0.0004950495049504951,996.7211079986664,333.30003531564194,83.58132162747265,443.5923542176433,106.9580673822739,68.39015589503789,62.97486498848285,0.03117567573687268,-0.15156052715983004,-0.2553256051200329,0.9284917718465879,2,27.118404000020746,0,0,0,cuda,0.1689679129215938,0.14454452603347634,443.5923542176433,68.39015589503789,106.9580673822739,-0.2553256051200329,-0.15156052715983004,0.9284917718465879,0.14196522688699736,63.31931489258575,0.057264410852972965,0.9427301297415215,5.459404505592808e-06,62.97486498848285,mgda,FDFL-MGDA,2.0,64,MGDA
medical_resource_allocation,mgda,44,0,0.0,25,0.19611613513818404,0.0,0.0004938271604938272,938.9151578904793,320.8015087664241,76.95360352341054,362.12522594328635,114.6318892302798,71.27958766607658,63.32605662533263,0.03127212672855933,-0.13557464828327093,-0.29660175698633906,0.9205250464123464,2,25.556511999980103,0,0,0,cuda,0.15916843073360024,0.13731259971673632,362.12522594328635,71.27958766607658,114.6318892302798,-0.29660175698633906,-0.13557464828327093,0.9205250464123464,0.17487336448437152,63.51652450426025,0.0840555066554616,0.9159444933435383,0.0,63.32605662533263,mgda,FDFL-MGDA,2.0,64,MGDA
medical_resource_allocation,mgda,44,0,0.0,30,0.1796053020267749,0.0,0.0004926108374384237,898.0020371359797,306.7117803861474,70.04102311721067,315.97161249632006,121.72798253648436,73.0534811193293,61.7945992105829,0.030440689266296984,-0.16017479111745342,-0.3576419426273691,0.9099244791893061,2,27.743446999920707,0,0,0,cuda,0.15223268454590516,0.13211974160054318,315.97161249632006,73.0534811193293,121.72798253648436,-0.3576419426273691,-0.16017479111745342,0.9099244791893061,0.1955700979665097,62.74317881031907,0.11169927198841323,0.8883007280082036,2.3830834105687388e-12,61.7945992105829,mgda,FDFL-MGDA,2.0,64,MGDA
medical_resource_allocation,mgda,44,0,0.0,35,0.16666666666666666,0.0,0.0004914004914004914,867.5008554611704,291.8452281262139,63.183586802831044,281.22972454556344,127.3199274416445,73.35439768947526,58.520081190111426,0.028756796653617397,-0.20110951210122763,-0.42375529783880955,0.8977951960650303,2,27.357062999953996,0,0,0,cuda,0.14706200945146164,0.12820754958294572,281.22972454556344,73.35439768947526,127.3199274416445,-0.42375529783880955,-0.20110951210122763,0.8977951960650303,0.20808589889271864,58.53646949966786,0.1385192878739478,0.8614807053242339,6.800818264269898e-09,58.520081190111426,mgda,FDFL-MGDA,2.0,64,MGDA
medical_resource_allocation,mgda,44,0,0.0,40,0.15617376188860607,0.0,0.0004901960784313725,851.1285938753545,277.23204498446006,56.214482774401816,263.6296160561936,130.35212315769718,71.69087906491099,54.75252434377287,0.02683947271753572,-0.22554929334629248,-0.4728421156736094,0.8857563105325577,2,27.219189999982518,0,0,0,cuda,0.14428652205808598,0.12609300142640475,263.6296160561936,71.69087906491099,130.35212315769718,-0.4728421156736094,-0.22554929334629248,0.8857563105325577,0.2076873044951934,54.82548448036251,0.15215327128850642,0.8478467287102255,2.6800449576435007e-13,54.75252434377287,mgda,FDFL-MGDA,2.0,64,MGDA
medical_resource_allocation,mgda,44,0,0.0,45,0.14744195615489714,0.0,0.000488997555012225,844.3729482966655,263.391338939088,49.346116466627194,271.155985324997,130.60994839057318,67.62409626937371,50.680188329194905,0.024782488180535404,-0.23904931960533848,-0.5103321313953153,0.8719143839076665,2,25.518446999967637,0,0,0,cuda,0.14314127959787454,0.12521748812030276,271.155985324997,67.62409626937371,130.60994839057318,-0.5103321313953153,-0.23904931960533848,0.8719143839076665,0.18690418457290964,50.68121180172191,0.1438922967109441,0.8561077032878183,2.375311100198843e-13,50.680188329194905,mgda,FDFL-MGDA,2.0,64,MGDA
