task,method,seed,stage_idx,lambda,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,solver_calls_fd_train,decision_ms_fd_train,nan_or_inf_steps,nan_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,cumulative_wallclock_sec,config_name,alpha_fair
medical_resource_allocation,dfl,33,0,0.0,52.01781393968531,142.265283508631,386.27229226969786,77.75624719639484,106.75174288765724,395.9476741351371,4.049094017999778,140,4.0,1509.3251290063563,14.633779999712715,0,0.0,0,0,0,0.009016525017114146,0.00901487466498556,0.009016477892908088,0.009018281777234025,0.0,0.0,0.0,6.570181608662655,cuda,0.0753959077809082,0.07527682056316219,0.08154399100695585,0.08140470817332193,4.049094017999778,DFL,0.5
medical_resource_allocation,plg,11,0,0.0,41.412175134942004,84.86181993081993,279.84237417599076,62.058880921076934,60.41719845286293,284.21136184022504,6.172593268000128,140,4.0,1686.8232550023095,15.513357000600081,0,0.0,0,0,0,49.0921646478417,20.078910410195018,37.23389558865504,118.63083959559249,0.5322157813763537,0.0,0.0,6.907665038298752,cuda,0.06002383224141687,0.060079998866806886,0.06385675967141431,0.06392033236272535,6.172593268000128,PCGrad-nf,0.5
medical_resource_allocation,plg,22,0,0.0,39.21312452172208,91.81742283488475,287.54748395176426,59.03195021350575,64.0395055336544,292.56067777150747,5.154759277999801,140,4.0,1526.4033899957212,14.573144999303622,0,0.0,0,0,0,47.80986419772809,20.31657379184305,36.44900061004245,116.67162153067375,0.5021563793893289,0.0,0.0,6.961638917841957,cuda,0.05683647382162392,0.05714958841174153,0.06026152649469049,0.060613632564970106,5.154759277999801,PCGrad-nf,0.5
medical_resource_allocation,plg,33,0,0.0,41.525989183012825,62.6717198850751,242.61462920067123,62.41036552794708,44.256594698370186,245.4154221477486,4.594729073000053,140,4.0,1456.1336800024947,14.022085999386036,0,0.0,0,0,0,57.272904676392436,22.142642170297737,43.728904843737226,122.210659991537,0.506731780452192,0.0,0.0,7.003304701309415,cuda,0.060188797141373436,0.06042027562444475,0.06404349826677634,0.06430564012500384,4.594729073000053,PCGrad-nf,0.5
medical_resource_allocation,plg,11,0,0.0,52.2332412933124,142.4562998385326,387.84396268268245,78.34334928501607,106.92768076522626,397.5718359772667,6.57597144600004,140,4.0,1717.3716870001954,14.389894999112585,0,0.0,0,0,0,9.999999999999997e-07,1e-06,1e-06,1e-06,0.6037160814913713,0.0,0.0,6.582968129809419,cuda,0.07570815352246102,0.07584520162797583,0.08190935991806435,0.08206980233353056,6.57597144600004,MGDA-nf,0.5
medical_resource_allocation,plg,22,0,0.0,52.140469572757866,142.69418851113747,388.1759106518143,78.27530050337896,107.12561016716785,397.95859893135633,5.0320576879994405,140,4.0,1459.7264740032188,13.884834000236879,0,0.0,0,0,0,9.999999999999997e-07,1e-06,1e-06,1e-06,0.5374374443351003,0.0,0.0,6.654704960932375,cuda,0.07557368789313418,0.07577932272937234,0.08175198704685689,0.08199267187265369,5.0320576879994405,MGDA-nf,0.5
medical_resource_allocation,plg,33,0,0.0,52.02469536647993,142.26759063135955,386.27626599975355,77.76664531013239,106.75369349344565,395.9518504151196,5.222248673000649,140,4.0,1450.3043269987757,14.398911999705888,0,0.0,0,0,0,9.999999999999997e-07,1e-06,1e-06,1e-06,0.6140047952259092,0.0,0.0,6.570182506684126,cuda,0.07540588189132756,0.07528688711048462,0.08155565822284921,0.08141648048574811,5.222248673000649,MGDA-nf,0.5
medical_resource_allocation,saa,11,0,0.0,65.75282619256112,73.33157861100281,240.42746975568969,1641.0766836587636,49.86278284228911,248.6879241134157,1.1459997040219605e-06,0,4.0,0.0,11.611885000093025,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.582968129809419,cuda,0.27927868747106666,0.27892701007355325,0.218309497536582,0.21809454947511953,1.1459997040219605e-06,SAA,2.0
medical_resource_allocation,saa,22,0,0.0,65.75282619256112,73.33157861100281,240.42746975568969,1641.0766836587636,49.86278284228911,248.6879241134157,8.390006769332103e-07,0,4.0,0.0,11.18719200076157,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.654704960932375,cuda,0.27927868747106666,0.27892701007355325,0.218309497536582,0.21809454947511953,8.390006769332103e-07,SAA,2.0
medical_resource_allocation,saa,33,0,0.0,65.75282619256112,73.33157861100281,240.42746975568969,1641.0766836587636,49.86278284228911,248.6879241134157,8.199995136237703e-07,0,4.0,0.0,10.591571999611915,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.570182506684126,cuda,0.27927868747106666,0.27892701007355325,0.218309497536582,0.21809454947511953,8.199995136237703e-07,SAA,2.0
