task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,guided_norm_dec,guided_norm_pred,guided_scale,guided_ratio_pred_over_dec,guided_dir_norm,loss_dec_normalized,loss_dec_normalized_pred_obj,method_label,alpha_fair,hidden_dim,config_name
medical_resource_allocation,wdro,44,0,0.0,0,1.0,0.0,0.0002,2234.6070569461936,453.9676348805858,116.6910885292841,1e-06,142.91020351026413,1e-06,142.91020351026413,0.023406810069612684,0.0,0.0,0.0,2,11.487427000020034,0,0,0,cuda,,,,,,0.4674681491823107,0.31855420469792756,WDRO,2.0,64,WDRO
medical_resource_allocation,wdro,44,0,0.0,5,1.0,0.0,0.001,1529.8591245410744,432.6494795762648,106.45085500651098,1e-06,175.29364050951796,1e-06,175.29364050951796,0.11130115670410276,0.0,0.0,0.0,2,19.51958100016782,0,0,0,cuda,,,,,,0.3200385549825579,0.24244636929319588,WDRO,2.0,64,WDRO
medical_resource_allocation,wdro,44,0,0.0,10,1.0,0.0,0.0009975062344139652,1189.389635644331,391.17422779194055,88.96304020914073,1e-06,196.07462304109626,1e-06,196.07462304109626,0.10943571284705648,0.0,0.0,0.0,2,9.613849999823287,0,0,0,cuda,,,,,,0.2488141124870108,0.19924031126738148,WDRO,2.0,64,WDRO
medical_resource_allocation,wdro,44,0,0.0,15,1.0,0.0,0.0009950248756218907,1096.3057637257543,350.87629110008373,72.54035583629408,1e-06,199.35835191770786,1e-06,199.35835191770786,0.1078321446693911,0.0,0.0,0.0,2,9.591600000021572,0,0,0,cuda,,,,,,0.22934145164973319,0.18655634798774984,WDRO,2.0,64,WDRO
medical_resource_allocation,wdro,44,0,0.0,20,1.0,0.0,0.0009925558312655087,1050.0069798717514,310.22573586982094,58.23505975576523,1e-06,194.87806699762083,1e-06,194.87806699762083,0.10614334529662031,0.0,0.0,0.0,2,9.544927999968422,0,0,0,cuda,,,,,,0.21965598738417225,0.1800966745182583,WDRO,2.0,64,WDRO
medical_resource_allocation,wdro,44,0,0.0,25,1.0,0.0,0.0009900990099009901,1029.50390046147,274.6640300623378,46.08550004738627,1e-06,166.71592620838373,1e-06,166.71592620838373,0.10317169605380276,0.0,0.0,0.0,2,9.391843000003064,0,0,0,cuda,,,,,,0.21536685003688386,0.1772031630041151,WDRO,2.0,64,WDRO
medical_resource_allocation,wdro,44,0,0.0,30,1.0,0.0,0.0009876543209876543,1006.6698609284349,250.81197074804746,37.83274527010809,1e-06,107.37830760437778,1e-06,107.37830760437778,0.09652046907783769,0.0,0.0,0.0,2,10.66186299999572,0,0,0,cuda,,,,,,0.2105900879812538,0.1739565605831351,WDRO,2.0,64,WDRO
medical_resource_allocation,wdro,44,0,0.0,35,1.0,0.0,0.0009852216748768474,990.4575447785201,232.54255347773852,34.71683789674492,1e-06,60.455938447193546,1e-06,60.455938447193546,0.08766563553453147,0.0,0.0,0.0,2,9.353099000009024,0,0,0,cuda,,,,,,0.20719855594388692,0.17163585470153422,WDRO,2.0,64,WDRO
medical_resource_allocation,wdro,44,0,0.0,40,1.0,0.0,0.0009828009828009828,966.2907699562938,221.70817391860072,32.585872013356756,1e-06,62.774055374640625,1e-06,62.774055374640625,0.0808969643895595,0.0,0.0,0.0,2,10.052577000124074,0,0,0,cuda,,,,,,0.2021429926121885,0.16815220306940626,WDRO,2.0,64,WDRO
medical_resource_allocation,wdro,44,0,0.0,45,1.0,0.0,0.000980392156862745,954.2563110168803,211.76840663049492,28.252066258980797,1e-06,56.42616557213046,1e-06,56.42616557213046,0.07707543918577554,0.0,0.0,0.0,2,9.815658999968946,0,0,0,cuda,,,,,,0.19962544652759576,0.16640647887674134,WDRO,2.0,64,WDRO
medical_resource_allocation,wdro,44,0,0.0,50,1.0,0.0,0.00097799511002445,936.659381679533,202.35401263583316,25.97350149240091,1e-06,38.025556823929534,1e-06,38.025556823929534,0.07160395626474941,0.0,0.0,0.0,2,10.193494999839459,0,0,0,cuda,,,,,,0.19594426062824427,0.16384062960033968,WDRO,2.0,64,WDRO
medical_resource_allocation,wdro,44,0,0.0,55,1.0,0.0,0.0009756097560975611,922.2878351160207,198.0014730682312,23.07803594147193,1e-06,33.82644054999477,1e-06,33.82644054999477,0.06437587187635968,0.0,0.0,0.0,2,10.211168000068938,0,0,0,cuda,,,,,,0.1929378079939661,0.1617333332057005,WDRO,2.0,64,WDRO
medical_resource_allocation,wdro,44,0,0.0,60,1.0,0.0,0.00097323600973236,895.1965884074116,191.8549930468908,22.25755526260919,1e-06,36.653068794383756,1e-06,36.653068794383756,0.05819803771784794,0.0,0.0,0.0,2,12.997857999835105,0,0,0,cuda,,,,,,0.18727046038645345,0.15773192935794714,WDRO,2.0,64,WDRO
medical_resource_allocation,wdro,44,0,0.0,65,1.0,0.0,0.000970873786407767,869.109285589634,188.3013865410241,21.313156853650593,1e-06,33.96624715234099,1e-06,33.96624715234099,0.053306539172399504,0.0,0.0,0.0,2,10.26878100014983,0,0,0,cuda,,,,,,0.181813132608186,0.15384253871585946,WDRO,2.0,64,WDRO
