task,method,seed,stage_idx,lambda,train_regret,train_fairness,train_pred_mse,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,nan_or_inf_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,train_regret_normalized,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,train_regret_normalized_pred_obj,train_decision_ms_eval,val_decision_ms_eval,test_decision_ms_eval,cumulative_wallclock_sec
medical_resource_allocation,fpto,11,0,0.0,74.97865438190797,84.93343552415422,286.5595828828698,4.904966896162961,70.5446211383236,321.7715420034518,120.23098515614936,73.26559670160206,301.54918568705483,0.38269349999609403,140,6.0,63.09019997570431,1.6044999938458204,0,0,43.166709740865734,19.07364736041736,33.85442379032179,102.20925291172419,0.0,0.0,0.8174254857924351,6.844988662088387,cpu,0.20687233770458,0.1971639995445198,0.19123028185322524,0.17141194742937138,0.16469255642462854,0.16053175004561146,0.6129000030341558,0.283199995465111,0.7083999953465536,0.38269349999609403
medical_resource_allocation,fpto,11,1,0.1,74.02854286165541,66.12470552653528,263.3335648139188,4.830518664810818,67.04408486039443,300.22212355128636,118.62779189204241,65.7944599822244,278.58416742309964,0.3664924999975483,140,6.0,56.045799974526744,3.046699996048119,0,0,49.25380639767757,19.793434256431745,37.21994743462058,118.88994911735604,0.0,0.0,0.8203386297258882,6.909944333666898,cpu,0.2037324022098395,0.19453496015352056,0.18880705759950037,0.1692505758221868,0.16285413708487786,0.15882060624770278,1.1229000010644086,0.6337999948300421,1.2900000001536682,0.7491859999936423
medical_resource_allocation,fpto,11,2,0.3,74.32465692181188,23.25280153699606,212.70838557483535,4.822204754454333,53.091134471496865,253.20090959706928,119.21206211896174,49.43391176209655,227.93564043306043,0.37924029999703635,140,6.0,59.869900018384214,2.9945999922347255,0,0,62.747387351528985,21.269363493907147,45.71584159337518,138.66422771983238,0.0,0.0,0.8234073378855153,7.070517296361564,cpu,0.20338175395729824,0.19549309132581852,0.18956228554605697,0.16900850730741193,0.16352506990150312,0.1593546532614223,1.1039999953936785,0.6360999977914616,1.2544999990495853,1.1284262999906787
medical_resource_allocation,fpto,11,3,1.0,69.02712151358537,0.5651546173688998,172.07049055803134,4.441059214380093,23.16801985737813,213.37202885836038,112.66606419253571,41.447128241259634,189.31634231980465,0.39402619999600574,140,6.0,62.71460000425577,3.014200003235601,0,0,86.16191975432575,26.70899585403636,74.25637817343747,199.3515716266278,0.0,0.0,0.6294092870536825,7.273388303243831,cpu,0.18730652438897763,0.18475846139237764,0.17605111763308573,0.15775751294331597,0.1559460999124174,0.149696824392638,1.0825000063050538,0.6858999986434355,1.2457999982871115,1.5224524999866844
medical_resource_allocation,fpto,11,4,3.0,60.794847283892466,2.241848444956059,148.7667124314339,3.8868628480057765,20.122067142280777,185.85011772755104,101.88624339716398,37.15765161380781,170.5976381316269,0.3781483999991906,140,6.0,59.30320001789369,2.9856999972253107,0,0,155.86401878368952,43.334495517246026,150.36287808447423,381.9094500415217,0.0,0.0,0.3367802650703572,7.351763752717496,cpu,0.1639326871569822,0.16708088368952229,0.15505500701714114,0.14084378672911368,0.14316135755846268,0.1342403661082438,1.0743999955593608,0.6457000054069795,1.2655999962589704,1.900600899985875
medical_resource_allocation,fpto,22,0,0.0,73.01139731140762,92.77367114991678,296.819336711293,4.751999611079707,70.5082746689645,329.61014166720025,118.12828252833617,73.64280068810457,310.0304027538708,0.39553390000219224,140,6.0,63.72030002967222,3.0954000030760653,0,0,40.99994484302365,19.24080348796955,32.5980764351924,96.20315777170677,0.0,0.0,0.789320540293914,6.892249096082271,cpu,0.20042077533374109,0.1937158263517776,0.1862128655342641,0.16695876933487766,0.16227968338478846,0.1569809862502164,1.1603000020841137,0.6261000016820617,1.30899999930989,0.39553390000219224
medical_resource_allocation,fpto,22,1,0.1,69.94542554221835,75.90494700335674,275.6092479410652,4.54295517175451,67.15853942087264,309.29620332170737,113.2443034939547,66.23566079144496,289.0588236318131,0.3704723000046215,140,6.0,59.00820001261309,2.0589999985531904,0,0,46.72517935965185,19.938926497785534,35.678840771608265,115.42534740989866,0.0,0.0,0.7941338397069917,6.9506079895515995,cpu,0.19160409771636985,0.18570670259004834,0.17839321805713398,0.160795098039329,0.15662111227371162,0.15138683363373248,0.5942999996477738,0.6418999982997775,0.8228000006056391,0.7660062000068137
medical_resource_allocation,fpto,22,2,0.3,66.57515571552688,30.205793960091455,219.7084193090133,4.304679054698699,52.7345776466127,256.0685850687969,107.96370935462346,47.02267903227801,234.3072581078794,0.38844439999957103,140,6.0,61.26200001017423,1.6436000005342066,0,0,60.75547151516491,21.372482521448717,43.374157150436545,142.89149769456773,0.0,0.0,0.8023077182833168,7.111370596445582,cpu,0.181554542154014,0.17704717893123678,0.16979746965123643,0.1536573519687326,0.1504163827077826,0.14515116851967536,0.5992000005790032,0.34389999927952886,0.7005000006756745,1.1544506000063848
medical_resource_allocation,fpto,22,3,1.0,63.06686375864092,1.1399089875592299,164.86745311293387,4.037005069733759,18.512018598685206,202.4568462456697,104.0807935452558,34.69765421858511,184.4862046162557,0.38341550000041025,140,6.0,62.13150000985479,1.8601999981910922,0,0,86.96831803167177,26.67388961357261,75.7001157606669,202.59714050516808,0.0,0.0,0.6220546967358679,7.359121874718956,cpu,0.17026509939432571,0.17067967549711544,0.16084970091266343,0.14549276012968937,0.1457953691940866,0.13856203846734244,0.45590000081574544,0.625900000159163,0.7783999972161837,1.537866100006795
medical_resource_allocation,fpto,22,4,3.0,58.82853167354085,2.560541140398886,142.0771732910503,3.7587796555893114,19.069536472830627,175.0855635581686,99.584835947069,30.70000733652521,166.10980104121103,0.38660730000265175,140,6.0,63.89310000668047,1.6415999925811775,0,0,158.517466786147,42.963238284526035,153.24386515694118,384.7318961019119,0.0,0.0,0.3371641439231707,7.446251958183716,cpu,0.15853063858116254,0.16330685907471132,0.150039991857431,0.13683767463872423,0.1403815835871584,0.13046502114687442,0.5884999991394579,0.3622999938670546,0.690799999574665,1.9244734000094468
