task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,loss_dec_normalized,loss_dec_normalized_pred_obj,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_mgda_lambda_decision_regret,mo_mgda_lambda_pred_fairness,mo_mgda_lambda_pred_loss,mo_mgda_min_norm,mo_method,method_label,alpha_fair,hidden_dim,config_name
medical_resource_allocation,mgda,55,0,0.0,0,1.0,0.0,0.0002,81.69293033013196,367.1215618098679,111.01515182100853,0.022798811506977806,142.92970741392378,67.32122623743787,0.022798811506991423,0.023330255607015828,0.7910215874799628,0.8733910821194464,0.921919159676545,2,18.39229000006526,0,0,0,cuda,0.08129529828538912,0.088489041292229,0.022798811506977806,67.32122623743787,142.92970741392378,0.8733910821194464,0.7910215874799628,0.921919159676545,0.9999999961522609,0.022798811506977806,0.9999999999989997,0.0,3.2212239467575195e-16,0.022798811506991423,mgda,FDFL-MGDA,0.5,64,MGDA
medical_resource_allocation,mgda,55,0,0.0,5,1.0,0.0,0.001,71.34180400402568,354.6089375854461,104.53413639379896,0.012687174205840548,153.9203829308105,74.84359142230504,0.012687174205830687,0.09657267688715321,0.7242206355055996,0.8145599889153439,0.922348652208473,2,23.652320000110194,0,0,0,cuda,0.07099455501580693,0.07641995577002769,0.012687174205840548,74.84359142230504,153.9203829308105,0.8145599889153439,0.7242206355055996,0.922348652208473,0.9999999875748916,0.012687174205840548,0.9999999999989999,4.637335979623206e-17,0.0,0.012687174205830687,mgda,FDFL-MGDA,0.5,64,MGDA
medical_resource_allocation,mgda,55,0,0.0,10,1.0,0.0,0.0009975062344139652,64.07142634709612,335.9329382650409,91.86368227068306,0.005345869586481843,159.9382461498738,78.32251805601666,0.005345869586481048,0.0786391673719211,0.45097474853491326,0.5283428353777239,0.9269044239496501,2,24.223783000024923,0,0,0,cuda,0.06375956518401836,0.06810169996188033,0.005345869586481843,78.32251805601666,159.9382461498738,0.5283428353777239,0.45097474853491326,0.9269044239496501,0.9999999300168866,0.005345869586481843,0.9999999999989998,1.1001641880483599e-16,0.0,0.005345869586481048,mgda,FDFL-MGDA,0.5,64,MGDA
medical_resource_allocation,mgda,55,0,0.0,15,1.0,0.0,0.0009950248756218907,61.0157088628049,324.4595453282332,83.83136975903224,0.0035548979868931666,161.79276167772252,79.81000642482327,0.0035548979868906647,0.06768435212376996,0.221237808290847,0.2963956628453735,0.9283873274298446,2,24.69902000007096,0,0,0,cuda,0.060718721094359024,0.06464381060069946,0.0035548979868931666,79.81000642482327,161.79276167772252,0.2963956628453735,0.221237808290847,0.9283873274298446,0.9999998417383547,0.0035548979868931666,0.9999999999989999,3.778248971427375e-17,4.472333961498233e-18,0.0035548979868906647,mgda,FDFL-MGDA,0.5,64,MGDA
medical_resource_allocation,mgda,55,0,0.0,20,1.0,0.0,0.0009925558312655087,59.25084502526954,318.76267079339243,79.81304028789124,0.002837750310076693,163.6800274709178,81.52404392779955,0.002837750310074825,0.060230082963209586,0.18903246620333344,0.2524066187714207,0.9290093722524244,2,24.243264000006093,0,0,0,cuda,0.05896244755238016,0.06265684870813074,0.002837750310076693,81.52404392779955,163.6800274709178,0.2524066187714207,0.18903246620333344,0.9290093722524244,0.9999997516400396,0.002837750310076693,0.9999999999989999,4.7128913185182136e-17,0.0,0.002837750310074825,mgda,FDFL-MGDA,0.5,64,MGDA
medical_resource_allocation,mgda,55,0,0.0,25,1.0,0.0,0.0009900990099009901,57.836149807708466,313.8524124067888,76.37961398462407,0.002404262117125356,165.37029863010622,82.38528689986289,0.0024042621171241675,0.053753911693618726,0.21562658763185533,0.2800267868777303,0.9250796298293765,2,23.876158999883046,0,0,0,cuda,0.05755463822016771,0.06106946944008965,0.002404262117125356,82.38528689986289,165.37029863010622,0.2800267868777303,0.21562658763185533,0.9250796298293765,0.9999996540078118,0.002404262117125356,0.9999999999989999,4.44324764862997e-17,5.332919435907742e-18,0.0024042621171241675,mgda,FDFL-MGDA,0.5,64,MGDA
medical_resource_allocation,mgda,55,0,0.0,30,1.0,0.0,0.0009876543209876543,56.62553515882553,310.49388333049393,73.99684492221765,0.0021517256522258555,166.16035938493866,83.18877437742206,0.002151725652224951,0.049846192536805,0.14369914626913194,0.23070033191805345,0.9251864032166024,2,24.82637100001739,0,0,0,cuda,0.05634991611518405,0.059714842479749355,0.0021517256522258555,83.18877437742206,166.16035938493866,0.23070033191805345,0.14369914626913194,0.9251864032166024,0.9999995680274928,0.0021517256522258555,0.9999999999989999,2.6251245101279022e-17,3.1132151518041976e-17,0.002151725652224951,mgda,FDFL-MGDA,0.5,64,MGDA
medical_resource_allocation,mgda,55,0,0.0,35,1.0,0.0,0.0009852216748768474,55.94308448774757,308.41632580795977,73.15174494211647,0.0019265173696242366,167.25869654737613,83.98167635799236,0.00192651736962231,0.04689927305986053,0.20365415820658408,0.27313585525506023,0.9312340424794004,2,24.41360300008455,0,0,0,cuda,0.055670787203463724,0.05895273221358923,0.0019265173696242366,83.98167635799236,167.25869654737613,0.27313585525506023,0.20365415820658408,0.9312340424794004,0.9999994611299825,0.0019265173696242366,0.9999999999989999,0.0,0.0,0.00192651736962231,mgda,FDFL-MGDA,0.5,64,MGDA
medical_resource_allocation,mgda,55,0,0.0,40,1.0,0.0,0.0009828009828009828,55.588312398911285,306.1348006898166,70.1855688867292,0.0017452948297371482,168.20897853581758,84.83935692479045,0.0017452948297358025,0.0446947612743436,0.06313544059030197,0.1292612580623757,0.9290399865134993,2,24.29227099992204,0,0,0,cuda,0.05531774193175264,0.058556981947422454,0.0017452948297371482,84.83935692479045,168.20897853581758,0.1292612580623757,0.06313544059030197,0.9290399865134993,0.9999993434130469,0.0017452948297371482,0.9999999999989999,0.0,3.761778107587637e-17,0.0017452948297358025,mgda,FDFL-MGDA,0.5,64,MGDA
medical_resource_allocation,mgda,55,0,0.0,45,1.0,0.0,0.000980392156862745,54.85137367870914,304.1976178381993,68.0180390654142,0.0016718917772789292,170.06376143920176,87.1072949602277,0.0016718917772783025,0.043043532947337856,0.07964788580810209,0.1488225050171277,0.9274146865081172,2,24.857150999878286,0,0,0,cuda,0.0545843901859555,0.05773586729405896,0.0016718917772789292,87.1072949602277,170.06376143920176,0.1488225050171277,0.07964788580810209,0.9274146865081172,0.9999992844936103,0.0016718917772789292,0.9999999999989999,1.019150042135355e-17,6.742211109527673e-17,0.0016718917772783025,mgda,FDFL-MGDA,0.5,64,MGDA
