task,method,seed,stage_idx,lambda,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,nan_or_inf_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,val_regret_normalized_true,test_regret_normalized_true,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,cumulative_wallclock_sec,method_label,alpha_fair,hidden_dim,config_name
medical_resource_allocation,cagrad,22,0,0.0,,,,757.795333886882,27.428583784775284,141.8758036102263,5.971698465000031,140,2.0,2033.7388659997941,11.602589000062835,0,0,128.33302735492043,31.361223043860466,86.68708588215961,581.0082393673961,-0.0637826343700275,-0.2823556153792001,0.4901031844882218,7.594655385036634,cuda,,0.12879933572483138,,,,0.11410295138252007,5.971698465000031,FDFL-CAGrad,2.0,64,CAGrad
