task,method,seed,stage_idx,lambda,early_stop_enabled,early_stop_applied,early_stop_step,early_stop_metric,train_regret,train_fairness,train_pred_mse,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,nan_or_inf_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,train_regret_normalized,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,train_regret_normalized_pred_obj,train_decision_ms_eval,val_decision_ms_eval,test_decision_ms_eval,cumulative_wallclock_sec
medical_resource_allocation,fpto,44,0,0.0,1,1,150,val_regret,43.09703107615917,0.004224318700486784,121.21857972533101,30.90489235337941,0.005634600604171869,127.07647578452206,46.389432922038054,0.006396650789330827,124.06879590389386,4.591038100000333,300,6.0,464.99560000029305,8.2855999999083,0,0,39.225145025673655,12.945731894473015,29.362784915906126,120.14646841901379,0.0,0.0,0.14756020958223223,7.679113956063732,cpu,0.04640845995016846,0.046760506491805236,0.04581635138162428,0.04866702146680465,0.04905431091583623,0.0480162822408084,2.153399999770045,2.002799999900162,4.129400000238093,4.591038100000333
medical_resource_allocation,fpto,44,1,0.5,1,1,150,val_regret,43.09710222081537,0.004223213676724846,121.21867550244625,30.905071597518486,0.005634343515201867,127.07678766045058,46.38963964137304,0.006396410017914356,124.06881637109959,4.566856800000096,300,6.0,431.77609998838307,9.063999999852967,0,0,39.22512551020585,12.94441941827624,29.36265115685987,120.1481823776454,0.0,0.0,0.14745128618279493,7.67911587909574,cpu,0.0464087291128743,0.04676071486470822,0.04581642701533932,0.04866731746579462,0.04905454023338069,0.048016365312207966,3.3205999998244806,1.280399999814108,4.463000000214379,9.157894900000429
medical_resource_allocation,fpto,44,2,1.0,1,1,150,val_regret,43.09719031538896,0.004222080798145567,121.21879823885695,30.90522096008351,0.005634011484892065,127.07702632736267,46.389877041450745,0.006396102098453205,124.06875356196011,4.593916300000274,300,6.0,457.5647000065146,11.551800000233925,0,0,39.225180451218776,12.94517752944739,29.363023414878644,120.15000952202486,0.0,0.0,0.1473397283678557,7.679123229852865,cpu,0.04640895340379037,0.046760954163772156,0.04581652066847127,0.048667564119277924,0.04905480358575866,0.04801646817503999,2.320499999768799,1.985400000194204,7.245900000270922,13.751811200000702
medical_resource_allocation,fpto,44,3,2.0,1,1,150,val_regret,43.097339206844595,0.0042199514178576925,121.21886659346282,30.905507829479916,0.005633816108244538,127.07761780270039,46.39031584198551,0.006395477423583595,124.06874152149008,4.582773499999348,300,6.0,448.9179000056538,8.036999998694228,0,0,39.22526090097357,12.946632829699611,29.36313702960858,120.15347341705477,0.0,0.0,0.14710558134648166,7.679131930445294,cpu,0.04640938418241085,0.046761396474314924,0.04581667895462414,0.04866803784831753,0.04905529035580537,0.04801664202684732,2.072500000394939,1.3784999991912628,4.585999999108026,18.33458470000005
medical_resource_allocation,fdfl-scal,44,0,0.0,1,1,150,val_regret,70.8817057760308,0.011821023602268999,398.4224118943995,50.692237049240816,0.01680564737966095,391.4740458089636,75.27003838094447,0.01626888747881361,393.92720982838586,5.139702500000567,300,6.0,963.5726999995313,9.126700000706478,0,0,0.7223062343030914,0.7112092739516854,0.7221013309707434,0.7345547882483269,0.686085209565495,0.8374371237654122,0.3294025439760432,6.591741611625729,cpu,0.0761222082893581,0.07587213071273628,0.07535417306646074,0.08239423977105356,0.08210133384598918,0.08149517455387484,2.3390000005747424,1.2964999996256665,5.491200000506069,5.139702500000567
medical_resource_allocation,fdfl-scal,44,1,0.5,1,1,150,val_regret,70.88058092741574,0.011820982862450369,398.42205534531763,50.69146056599243,0.01680562246144046,391.4736945262205,75.26892341464236,0.01626884699409792,393.92686038398415,5.2769859,300,6.0,1028.0535999972926,7.342099999732454,0,0,0.7224853959681933,0.7113403060454281,0.7222809779337419,0.7347862419036025,0.6860846272912476,0.8374499941835498,0.32943693497239424,6.591741482019686,cpu,0.07612104228006344,0.07587100682771067,0.07535297724256958,0.08239287370276775,0.08210001784195263,0.08149377588201837,2.3117000000638654,0.981099999989965,4.049299999678624,10.416688400000567
medical_resource_allocation,fdfl-scal,44,2,1.0,1,1,150,val_regret,70.87945275751531,0.011820942133516477,398.42169662792855,50.69068093402245,0.01680559749211652,391.4733411644267,75.26780391609532,0.016268806461556595,393.92650872648966,5.261590000000069,300,6.0,999.1990000007718,7.828299998436705,0,0,0.7226657679087638,0.7114714987468095,0.722459619960028,0.7350018676616097,0.6860863197608793,0.837466926202604,0.329481399033608,6.5917413558085185,cpu,0.07611987154247792,0.07586987837418625,0.07535177788782783,0.08239150209839992,0.08209869649169,0.08149237308400584,2.360799999223673,0.8773999998084037,4.590099999404629,15.678278400000636
medical_resource_allocation,fdfl-scal,44,3,2.0,1,1,150,val_regret,70.87720235446193,0.01182086082475109,398.4209806016801,50.689126294428206,0.016805547640815877,391.47263603296415,75.26557122859299,0.01626872554994796,393.925806760683,5.239661100000376,300,6.0,1010.9271000028457,12.60790000014822,0,0,0.7230264470857714,0.711734365617125,0.7228221169897147,0.735465237017227,0.6860900281670973,0.8374946431932505,0.3295653238012322,6.59174110276157,cpu,0.07611753701147482,0.07586762782720022,0.07534938548968649,0.08238876703563991,0.082096061248046,0.08148957488076816,4.326299999775074,1.0749000002761022,7.206700000097044,20.91793950000101
medical_resource_allocation,fplg,44,0,0.0,1,1,150,val_regret,71.84635166036082,0.011832280117089256,399.52344003301204,51.378999214026635,0.01680533162900577,392.5606579293959,76.2063662051462,0.016275672816845832,395.01385290616366,5.230685800000174,300,6.0,1029.3987999957608,9.00290000026871,0,0,0.3047530871823554,0.2549872536630403,0.2801142229756052,0.7112092739516854,0.6837791714008145,0.8243014728788223,0.2957133207749545,6.591648463188633,cpu,0.0771534875462253,0.07681594831394785,0.07637968581505819,0.08360381331569469,0.08320762059705805,0.08269597868520272,2.493999999387597,1.9940000001952285,4.514900000685884,5.230685800000174
medical_resource_allocation,fplg,44,1,0.5,1,1,150,val_regret,70.81684829963694,0.011812482876953356,398.8423872664569,50.65970448819951,0.01679609189324749,391.8881364606671,75.19305685525637,0.01625765779634669,394.34236892529657,5.162881500000367,300,6.0,982.0071999984066,10.673900000256253,0,0,0.3043829569717733,0.253349198918177,0.2792272796464664,0.7180026035079032,0.6870056704045332,0.8519985221101601,0.3636240107037847,6.591333337715656,cpu,0.07607335563396302,0.07579453340436357,0.07528522323734292,0.08233700813570718,0.08201047942678488,0.08141453465349574,2.437099999951897,1.0910000000876607,7.1458000002166955,10.39356730000054
