task,method,seed,stage_idx,lambda,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,nan_or_inf_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,val_decision_ms_eval,test_decision_ms_eval,cumulative_wallclock_sec,method_label,alpha_fair,hidden_dim,config_name
medical_resource_allocation,fpto,44,0,0.0,29.924147879603197,24.78148557953528,154.3506152116213,54.088491331849355,25.321866680059156,158.69518816832434,4.883748788000048,140,4.0,1311.118270000179,13.29429399993387,0,0,86.26125143266283,25.9534647976063,51.873605382180074,167.4849963455218,0.0,0.0,0.6618280613610531,16.617243757353815,cuda,0.05141257165229545,0.05236376244130976,0.0541990860471853,0.0552572393983263,1.4880530000027647,11.806240999931106,4.883748788000048,FPTO,0.5,64,FPTO
medical_resource_allocation,fpto,44,1,0.5,30.43062312160191,24.50269997331109,155.92892585435743,54.99411936857052,24.103384256113323,160.87312354309984,3.221513939000033,140,4.0,770.8526989990787,14.07534800000576,0,0,104.1347609969748,29.785862430574177,66.98242414485588,205.9307484016363,0.0,0.0,0.5850830985482526,16.623700989269,cuda,0.05228274495761859,0.0532405125633294,0.0551670286464084,0.05623446426449536,1.5935690000787872,12.481778999926973,8.105262727000081,FPTO,0.5,64,FPTO
medical_resource_allocation,fpto,44,2,1.0,30.996010294840858,24.16484494313924,158.11737609657365,56.06629297184361,23.02999592095958,163.9690194537329,3.1138086379999095,140,4.0,741.3978560005035,12.586509000129809,0,0,123.60563261242571,32.53801281032114,86.13549493611461,247.64599071283354,0.0,0.0,0.5051920673507643,16.637387380630496,cuda,0.053254134641708785,0.054278497585192556,0.056249661699399156,0.057393743767692414,1.373412000020835,11.213097000108974,11.21907136499999,FPTO,0.5,64,FPTO
medical_resource_allocation,fpto,44,3,5.0,33.366649237907154,32.51203483343449,171.62396310764285,61.72788891271739,52.65390429764195,199.18616884544807,3.086907594999957,140,4.0,718.8124669992249,12.20257699992544,0,0,365.7819441177145,161.86036036379113,401.669751285733,579.7142163762119,0.0,0.0,0.3486285036459133,16.584946069585712,cuda,0.0573271209473671,0.05975956125671763,0.06081337675162532,0.06355774416232488,1.4758469999378576,10.726729999987583,14.305978959999948,FPTO,0.5,64,FPTO
medical_resource_allocation,fpto,55,0,0.0,30.137744461439638,26.16700405036614,156.41997226030705,54.01463913809903,24.231795687222714,160.41879160865847,4.322469517000172,140,4.0,1078.4724899986031,14.290810000147758,0,0,80.81488093444143,23.348988629108238,45.62640665344954,162.64596071121667,0.0,0.0,0.6109912265335482,16.76632261233132,cuda,0.05177955117707706,0.05229226518497874,0.054607081339949806,0.05517762835942815,1.3543820000450069,12.936428000102751,4.322469517000172,FPTO,0.5,64,FPTO
medical_resource_allocation,fpto,55,1,0.5,30.531797403563587,25.77949731159491,157.69343097505202,54.86470231244857,23.346471804485418,163.15850105533613,3.0705874140001015,140,4.0,720.0345640014802,14.175517000239779,0,0,98.13019986981206,25.110352419085466,58.6495978051304,199.0334938675732,0.0,0.0,0.5623736230033206,16.78293125279162,cuda,0.05245657213029707,0.05311522225081086,0.05536059940622626,0.05609470497251992,1.6930720000800648,12.482445000159714,7.393056931000274,FPTO,0.5,64,FPTO
medical_resource_allocation,fpto,55,2,1.0,31.06314290113528,26.004264326745744,159.79614388860514,55.8157746047591,22.590772902131114,166.1804098972084,3.070169907000036,140,4.0,721.9456570010152,12.257510999916121,0,0,116.78690695507717,29.807565534906082,73.78052134419315,240.27473051652188,0.0,0.0,0.5233417077250658,16.80480057384591,cuda,0.053369474932941266,0.05403596753973955,0.056378358313726055,0.05712264492678751,1.37157499989371,10.885936000022411,10.46322683800031,FPTO,0.5,64,FPTO
medical_resource_allocation,fpto,55,3,5.0,32.97484580284549,34.53061330776528,171.72175508656613,60.626413399709236,52.67108942679571,198.25240783341448,3.1057683799999722,140,4.0,742.4117039990961,12.431943999899886,0,0,321.8936236813329,128.4741205261182,264.98790081216555,559.6727398360428,0.0,0.0,0.3720210970657642,16.756270204656044,cuda,0.05665396486420079,0.058693208680081495,0.06005639792194088,0.06235290047974768,1.5533680000316963,10.87857599986819,13.568995218000282,FPTO,0.5,64,FPTO
medical_resource_allocation,fpto,11,0,0.0,10.19638165329554,24.912538197045503,161.9125989978987,1027.7354160528857,24.16566180655321,166.70831055923185,4.171729254999946,140,4.0,1074.6616469996297,14.077083000074708,0,0,82.43710360267322,24.865902524183443,62.21422133435415,165.5013588725203,0.0,0.0,0.6441992277400538,16.769455824716545,cuda,0.17355254377908366,0.1746799339731146,0.14788647061358523,0.14870428013722467,1.477370999964478,12.59971200011023,4.171729254999946,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,11,1,0.5,10.577823614303192,24.489075893806934,163.54327362719718,1066.1205779630845,22.821735420862076,169.17416854570354,3.125172107000026,140,4.0,754.1606489994592,15.637432999938028,0,0,99.02471905137621,29.68864742802402,69.88831190371474,200.5811712996747,0.0,0.0,0.6011130226001676,16.794216955835108,cuda,0.18004506484076477,0.18120410103332207,0.15257473651233824,0.15340625796575205,1.8108189999566093,13.826613999981419,7.296901361999971,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,11,2,1.0,10.89640904484883,24.94670318872287,165.4471915826092,1097.5742546022739,21.978598245886033,171.89353833434637,3.1317552440000327,140,4.0,733.6099479996392,12.02951500022209,0,0,116.74628880491203,34.89466856955184,83.49923799948036,241.18880264600597,0.0,0.0,0.5377461241501227,16.814707624749833,cuda,0.1854677053187504,0.18655015223748,0.1564510821227994,0.15722062138351423,1.4755460001651954,10.553969000056895,10.428656606000004,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,11,3,5.0,12.11369177933576,32.33946556608138,176.86209718756456,1225.1773082303007,25.443776875407213,204.15314076108206,3.16262493499994,140,4.0,748.6981680001463,27.65897200015388,0,0,287.22453063249617,122.4455816665016,211.3369692046325,544.8485924962927,0.0,0.0,0.3747690887398706,16.816809344390972,cuda,0.20618706658356573,0.2082383150022869,0.17094120165587176,0.1723487100323356,1.4402740000605263,26.218698000093354,13.591281540999944,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,22,0,0.0,10.006791880760197,28.354911131729516,157.98374630809442,1006.2088689012689,24.120372887660302,162.37563638708644,4.19946400799995,140,4.0,1072.9350109986626,12.050518000023658,0,0,85.17398818897074,24.20058559071458,61.32409031742661,162.67989331906205,0.0,0.0,0.6080657773929761,16.78174178530074,cuda,0.1703255375314927,0.17102115587091085,0.14553688872820086,0.14604446300008914,1.3669410000147764,10.683577000008881,4.19946400799995,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,22,1,0.5,10.316084128031058,28.198518353822028,159.39910015494257,1038.3684837649243,22.657846493540234,164.94986579643623,3.0551936990000286,140,4.0,712.5986990006368,13.136803999941549,0,0,103.76368648642809,27.205412609505867,66.86557924319794,200.4722739962091,0.0,0.0,0.557145650469617,16.806480129840633,cuda,0.17558999879924625,0.17648719247258718,0.14936329756002925,0.15001199639213195,1.543490999893038,11.59331300004851,7.2546577069999785,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,22,2,1.0,10.563192862604957,28.71092442123709,160.91693234848515,1064.233479594489,22.006617481390602,167.87776103935144,3.06460840800014,140,4.0,710.7553579994601,12.325163000014072,0,0,124.44859446075824,31.203513354219616,83.04671520539972,240.59348393525622,0.0,0.0,0.5331799677678666,16.82663233383886,cuda,0.17979603491417231,0.18088335873595815,0.15239586300800892,0.1531763127982254,1.3597079998817208,10.965455000132351,10.319266115000119,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,22,3,5.0,11.572575995128553,39.09611735804116,171.7822872832508,1170.8195695645481,47.495632814080274,208.68136334658206,3.2302697390000503,140,4.0,747.5036969999564,29.746712000132902,0,0,322.40008430527314,126.83254570632964,242.61737578889148,577.589864647267,0.0,0.0,0.397231813367991,16.823506041726237,cuda,0.19697673844742525,0.19899935519536627,0.16456187670189804,0.16597119450739078,3.6899080000694084,26.056804000063494,13.549535854000169,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,33,0,0.0,10.439886423650186,27.618768268687216,159.44316509276942,1057.009393397535,25.362928432163816,164.34806137742385,3.99255725099988,140,4.0,1004.8182069999712,12.046137999959683,0,0,87.2046132337892,25.28455560353026,69.97260160808585,166.69977573996582,0.0,0.0,0.7229922946139237,16.98143664835834,cuda,0.17769723684318955,0.17965551071185631,0.15088533052816355,0.1522948937893269,1.3613850001092942,10.684752999850389,3.99255725099988,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,33,1,0.5,10.752999193757923,27.2549751630727,160.8727367477711,1088.5220196826458,23.959167521541474,166.56751854496974,3.0776014880000275,140,4.0,716.2421179980356,12.18058600011318,0,0,105.64166622790236,29.288080923276286,82.26366630720608,206.81356773535134,0.0,0.0,0.6723738636207851,16.988238698941988,cuda,0.18302672720454236,0.18501158134328755,0.15471055978340334,0.15612639087760213,1.3996350000979874,10.780951000015193,7.070158738999908,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,33,2,1.0,11.099597674822824,27.392861322425087,162.97183938396697,1121.7369420855139,22.863371298153396,169.485658758317,3.052440786999796,140,4.0,712.8845679999358,12.214457000027323,0,0,126.50306064814488,35.348344667214654,94.33809440197118,245.2611768062465,0.0,0.0,0.6454156521143027,17.002185105918084,cuda,0.18892617762765773,0.1906569841985654,0.15890488508263356,0.16012754868010717,1.4354200000070705,10.779037000020253,10.122599525999703,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,33,3,5.0,12.344717045585874,30.523552297867653,174.24126867088165,1245.2398343406285,32.73599121068516,200.5980940487039,3.346582862999867,140,4.0,780.6101440003204,22.749384000235295,0,0,325.38906406621567,131.56709257290385,257.0144941158611,570.7944475005037,0.0,0.0,0.4825355661156539,17.026974188594263,cuda,0.21011934609195274,0.21164825950896293,0.17363522595562778,0.17467797097710214,1.4821080001183873,21.267276000116908,13.46918238899957,FPTO,2.0,64,FPTO
