task,method,seed,stage_idx,lambda,train_regret,train_fairness,train_pred_mse,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,nan_or_inf_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,train_regret_normalized,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,train_regret_normalized_pred_obj,train_decision_ms_eval,val_decision_ms_eval,test_decision_ms_eval,cumulative_wallclock_sec
medical_resource_allocation,fpto,11,0,0.0,17.337531682546,84.93343552415422,286.5595828828698,12.859265464813006,70.5446211383236,321.7715420034518,20.564714504218102,73.26559670160206,301.54918568705483,0.3982135000042035,140,6.0,52.96730002010008,1.5643000006093644,0,0,43.166709740865734,19.07364736041736,33.85442379032179,102.20925291172419,0.0,0.0,0.8174254857924351,6.844988662088387,cpu,0.0597957043588408,0.06203846071655966,0.05596385278564123,0.06359862918735545,0.06614179592476063,0.05928147237876234,0.4502000010688789,0.5718000029446557,0.5422999965958297,0.3982135000042035
medical_resource_allocation,fpto,11,1,0.1,17.173419991813716,66.12470552653528,263.3335648139188,12.902515480459215,67.04408486039443,300.22212355128636,20.712293513310044,65.7944599822244,278.58416742309964,0.3773019000000204,140,6.0,52.33099997712998,1.0452999922563322,0,0,49.25380639767757,19.793434256431745,37.21994743462058,118.88994911735604,0.0,0.0,0.8203386297258882,6.909944333666898,cpu,0.05999681733501914,0.062483668674893404,0.055434116334760496,0.06382618531665347,0.06664808557156289,0.058687400522721735,0.3738999948836863,0.24729999859118834,0.42409999878145754,0.7755154000042239
medical_resource_allocation,fpto,11,2,0.3,17.437971446328902,23.25280153699606,212.70838557483535,13.38509390092662,53.091134471496865,253.20090959706928,21.558829307124483,49.43391176209655,227.93564043306043,0.3787400000001071,140,6.0,50.014899992675055,2.514200001314748,0,0,62.747387351528985,21.269363493907147,45.71584159337518,138.66422771983238,0.0,0.0,0.8234073378855153,7.070517296361564,cpu,0.06224081149154268,0.06503744969524002,0.05628806249767478,0.06637184924899443,0.06956155588696085,0.0596453856953951,0.8687000008649193,0.6184000012581237,1.0270999991917051,1.154255400004331
medical_resource_allocation,fpto,11,3,1.0,16.491134735219248,0.5651546173688998,172.07049055803134,13.058815973741105,23.16801985737813,213.37202885836038,21.080657521099113,41.447128241259634,189.31634231980465,0.3896210000020801,140,6.0,52.254700029152445,1.0615999999572523,0,0,86.16191975432575,26.70899585403636,74.25637817343747,199.3515716266278,0.0,0.0,0.6294092870536825,7.273388303243831,cpu,0.06072361608670513,0.06359492825605263,0.05323176640646556,0.06464935893917946,0.06791390838754681,0.05622470686877626,0.36220000038156286,0.27349999436410144,0.425900005211588,1.5438764000064111
medical_resource_allocation,fpto,11,4,3.0,14.651425743281095,2.241848444956059,148.7667124314339,11.601401269552639,20.122067142280777,185.85011772755104,19.002853991012557,37.15765161380781,170.5976381316269,0.36206269999820506,140,6.0,46.864799995091744,2.5650999959907494,0,0,155.86401878368952,43.334495517246026,150.36287808447423,381.9094500415217,0.0,0.0,0.3367802650703572,7.351763752717496,cpu,0.053946624117891445,0.05732672878012197,0.04729336611521211,0.057022812341419045,0.060812935436195835,0.04964105888752671,0.941999998758547,0.6076999998185784,1.015399997413624,1.9059391000046162
medical_resource_allocation,fpto,22,0,0.0,16.999548522884993,92.77367114991678,296.819336711293,12.600871797855746,70.5082746689645,329.61014166720025,19.730845688712918,73.64280068810457,310.0304027538708,0.3691638999953284,140,6.0,51.71970005176263,2.456700000038836,0,0,40.99994484302365,19.24080348796955,32.5980764351924,96.20315777170677,0.0,0.0,0.789320540293914,6.892249096082271,cpu,0.05859417139726913,0.05952289271570696,0.05487287627654931,0.06224113938643948,0.06329010270923482,0.058058725539872895,0.8670000024721958,0.5702999987988733,1.019399998767767,0.3691638999953284
medical_resource_allocation,fpto,22,1,0.1,16.447053663343695,75.90494700335674,275.6092479410652,12.308332783021399,67.15853942087264,309.29620332170737,19.437109864343654,66.23566079144496,289.0588236318131,0.3750261000022874,140,6.0,51.91699999704724,2.053200005320832,0,0,46.72517935965185,19.938926497785534,35.678840771608265,115.42534740989866,0.0,0.0,0.7941338397069917,6.9506079895515995,cpu,0.0572338622495712,0.058636767192425755,0.05308947702743243,0.060708440786958216,0.062289204792441474,0.056065991178102535,0.3882000019075349,0.5713999998988584,1.0936000035144389,0.7441899999976158
medical_resource_allocation,fpto,22,2,0.3,16.13130967869779,30.205793960091455,219.7084193090133,12.325024595870559,52.7345776466127,256.0685850687969,19.648699795143102,47.02267903227801,234.3072581078794,0.36786299999948824,140,6.0,48.347200005082414,1.99090000387514,0,0,60.75547151516491,21.372482521448717,43.374157150436545,142.89149769456773,0.0,0.0,0.8023077182833168,7.111370596445582,cpu,0.05731147933501613,0.059275079657557656,0.05207028639532739,0.060795775145949506,0.0630100025796918,0.05493053508927449,0.4676000025938265,0.6119000026956201,0.9113999985856935,1.112052999997104
medical_resource_allocation,fpto,22,3,1.0,15.533375220563755,1.1399089875592299,164.86745311293387,12.221302620885012,18.512018598685206,202.4568462456697,19.69325621860986,34.69765421858511,184.4862046162557,0.3756087000001571,140,6.0,50.38880002393853,1.3884999934816733,0,0,86.96831803167177,26.67388961357261,75.7001157606669,202.59714050516808,0.0,0.0,0.6220546967358679,7.359121874718956,cpu,0.05682917118384515,0.059409494940898734,0.05014021257610186,0.06025331726509794,0.06316191224699401,0.05278696207583063,0.46379999548662454,0.2673999988473952,0.6572999991476536,1.4876616999972612
medical_resource_allocation,fpto,22,4,3.0,14.260153477055326,2.560541140398886,142.0771732910503,11.112521042366097,19.069536472830627,175.0855635581686,18.33490853405533,30.70000733652521,166.10980104121103,0.37368070000229636,140,6.0,47.18830000638263,1.0480000128154643,0,0,158.517466786147,42.963238284526035,153.24386515694118,384.7318961019119,0.0,0.0,0.3371641439231707,7.446251958183716,cpu,0.05167332650134252,0.055311708927366615,0.046030377593714124,0.054488951903782626,0.05855022175046088,0.04825140812933586,0.36860000545857474,0.26110000180779025,0.4183000055490993,1.8613423999995575
