task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,guided_norm_dec,guided_norm_pred,guided_scale,guided_ratio_pred_over_dec,guided_dir_norm,loss_dec_normalized,loss_dec_normalized_true,method_label,alpha_fair,unfairness_level,group_bias,group_ratio,config_name
md_knapsack,fplg,11,0,0.0,0,1.0,0.0,0.001,0.0,8.090502159231693,1.0704845386255113,1e-06,0.6370509202228625,0.588982900745498,0.6370509202228625,0.0006370509202220874,0.0,0.0,0.24056423543261926,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FDFL-Scal,2.0,mild,0.1,0.5,FPLG
md_knapsack,fplg,11,0,0.0,5,1.0,0.0,0.0009975062344139652,0.0,6.769775677390641,0.09334891348839675,1e-06,0.5647721227577833,0.5543671750817812,0.5647721227577833,0.000563363713473212,0.0,0.0,0.27779844956459765,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FDFL-Scal,2.0,mild,0.1,0.5,FPLG
md_knapsack,fplg,11,0,0.0,10,0.30151134457776363,0.0,0.0009950248756218907,0.0,2.0425267421987208,0.46444905023803246,31.839743178245932,0.2780004049832779,0.2683123066861742,2.37816834555824,0.0023663366622467953,0.14456500433417793,0.17639473997360228,0.472395774168917,96,747.3554939999758,0,0,0,cpu,13.847624657241605,0.05750489633964746,0.8923599164378826,0.00415269028176434,1.0862514338431222,0.0,0.0,FDFL-Scal,2.0,mild,0.1,0.5,FPLG
md_knapsack,fplg,11,0,0.0,15,0.25,0.0,0.0009925558312655087,0.0,4.846666029899231,1.3343819591968384,57.355865875307764,0.5353772695971946,0.5024890318764056,4.425695660007022,0.00439275003474631,0.23536473164329666,0.1334060272476544,0.47600039372588826,96,1314.7954549999668,0,0,0,cpu,20.771006485374194,0.08739285489565929,1.3473075208775112,0.004207444398864184,1.0528702615608092,0.0,0.0,FDFL-Scal,2.0,mild,0.1,0.5,FPLG
md_knapsack,fplg,11,0,0.0,20,0.2182178902359924,0.0,0.0009900990099009901,0.0,4.158164097764901,0.24962231580180858,81.19411342748322,0.43443768808645805,0.4183710075637764,4.94107526971572,0.004892153732391703,0.1285849564712546,0.11121165828913691,-0.1167329494557898,96,467.1158630000036,0,0,0,cpu,24.411970564795993,0.0828611081163087,1.422252766670435,0.0033942818297430285,1.051703596372756,0.0,0.0,FDFL-Scal,2.0,mild,0.1,0.5,FPLG
md_knapsack,fplg,11,0,0.0,25,0.19611613513818404,0.0,0.0009876543209876543,0.0,8.681397436026295,0.1864577973265686,76.47921842225705,0.6454679899051748,0.6196433413991898,5.982246987516304,0.005908392086435771,0.22432663589613394,-0.22596050516924862,-0.19248268370036745,96,465.30485900001395,0,0,0,cpu,21.98523098173389,0.11873746301738573,1.6156950673386086,0.005400783058228364,1.042583910975897,0.0,0.0,FDFL-Scal,2.0,mild,0.1,0.5,FPLG
md_knapsack,fplg,11,0,0.0,30,0.1796053020267749,0.0,0.0009852216748768474,0.0,4.029762794499161,0.14485011318638746,66.15456806574426,0.42110848398361317,0.4010245703113612,4.035324715742115,0.003975689375115264,0.15501616000002197,-0.023023321629752187,0.28050131125456856,96,727.7454789999638,0,0,0,cpu,24.148703990518754,0.08225093949720326,1.4093450928924502,0.003406018787985333,1.0553668117260309,0.0,0.0,FDFL-Scal,2.0,mild,0.1,0.5,FPLG
md_knapsack,fplg,11,0,0.0,35,0.16666666666666666,0.0,0.0009828009828009828,0.0,2.7386596726292662,0.30687104650197644,45.880791336493495,0.3391433500846953,0.32853940713300445,3.059478037217679,0.0030068580218353966,0.09204395985962183,-0.07403290915227878,-0.019572032713310743,96,463.9320719999773,0,0,0,cpu,16.72127070292385,0.0690468367461694,1.0745002784612427,0.004129281677982524,1.030674703702677,0.0,0.0,FDFL-Scal,2.0,mild,0.1,0.5,FPLG
md_knapsack,fplg,11,1,0.5,0,1.0,0.5,0.001,0.0,9.287118924274662,0.7617036310197752,1e-06,0.6982237824059395,0.6578966837385061,0.8583452012843708,0.0008583452012837939,0.0,0.0,0.3070212808878638,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FDFL-Scal,2.0,mild,0.1,0.5,FPLG
md_knapsack,fplg,11,1,0.5,5,1.0,0.5,0.0009975062344139652,0.0,5.797216919466586,0.9340217307914483,1e-06,0.5430482236493667,0.5137733260288198,0.6060089789502529,0.0006044977346128958,0.0,0.0,0.02277658649697773,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FDFL-Scal,2.0,mild,0.1,0.5,FPLG
