task,method,seed,stage_idx,lambda,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,nan_or_inf_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,val_regret_normalized_true,test_regret_normalized_true,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,cumulative_wallclock_sec,method_label,alpha_fair,hidden_dim,config_name
medical_resource_allocation,mgda,33,0,0.0,,,,77.75169472424602,106.75024685399161,395.9483331989056,5.025804947000097,140,2.0,1895.1501829997142,11.59017899999526,0,0,0.00755618307877814,0.007555561288101761,0.007556156825178999,0.007556914407253006,0.6096422697408471,0.8648388425153036,0.8632280997580006,6.570181616943612,cuda,,0.07527241325646439,,,,0.08139955413414142,5.025804947000097,FDFL-MGDA,0.5,64,MGDA
