task,method,seed,stage_idx,lambda,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,nan_or_inf_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,val_regret_normalized_true,test_regret_normalized_true,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,cumulative_wallclock_sec,method_label,alpha_fair,unfairness_level,group_bias,group_ratio,config_name
md_knapsack,pcgrad,22,0,0.0,,,,3.5691877000755325,0.5003530713135079,4.694914140303041,21.680357278999963,3840,160.0,20193.484141001136,685.7428889998118,0,0,1.1385625476062824,0.6964970774363869,1.1421955860331021,1.7123327547940714,0.1256540768878424,0.04057000308679949,0.23003735435011116,10.994735056292802,cpu,,0.07256966792207961,,0.13347551530032248,,,21.680357278999963,FDFL-PCGrad,0.5,mild,0.1,0.5,PCGrad
