task,method,seed,stage_idx,lambda,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,nan_or_inf_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,val_regret_normalized_true,test_regret_normalized_true,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,val_decision_ms_eval,test_decision_ms_eval,test_decision_ms,test_decision_alloc_gap,test_decision_selection_gap,test_decision_welfare_gap,cumulative_wallclock_sec,method_label,alpha_fair,unfairness_level,group_bias,group_ratio,config_name
md_knapsack,wdro,11,0,0.0,,,,18.958538580816956,0.1376461063476777,0.5733895800593988,0.26668241599986686,0,400.0,0.0,1078.7627450001764,0,0,1.7971318502560336,0.9984151844136929,1.6762003410429127,5.0240869600143565,0.0,0.0,0.0,16.31806170302525,cpu,,0.07698592265763424,,0.1869288328722697,,,0.0,1078.7627450001764,1078.7627450001764,0.0726105155035911,0.07833333333333334,0.022230667820354377,0.26668241599986686,WDRO,2.0,medium,0.4,0.6,WDRO
