task,method,seed,stage_idx,lambda,early_stop_enabled,early_stop_applied,early_stop_step,early_stop_metric,train_regret,train_fairness,train_pred_mse,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,nan_or_inf_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,train_regret_normalized,val_regret_normalized_true,test_regret_normalized_true,train_regret_normalized_true,train_decision_ms_eval,train_decision_ms,train_decision_alloc_gap,train_decision_selection_gap,train_decision_welfare_gap,train_group_0_benefit_mean_r0,train_group_0_benefit_std_r0,train_group_0_cost_mean_r0,train_group_0_cost_std_r0,train_group_0_benefit_mean_r1,train_group_0_benefit_std_r1,train_group_0_cost_mean_r1,train_group_0_cost_std_r1,train_group_0_decision_mean_r0,train_group_0_decision_mean_r1,train_group_1_benefit_mean_r0,train_group_1_benefit_std_r0,train_group_1_cost_mean_r0,train_group_1_cost_std_r0,train_group_1_benefit_mean_r1,train_group_1_benefit_std_r1,train_group_1_cost_mean_r1,train_group_1_cost_std_r1,train_group_1_decision_mean_r0,train_group_1_decision_mean_r1,val_decision_ms_eval,val_decision_ms,val_decision_alloc_gap,val_decision_selection_gap,val_decision_welfare_gap,val_group_0_benefit_mean_r0,val_group_0_benefit_std_r0,val_group_0_cost_mean_r0,val_group_0_cost_std_r0,val_group_0_benefit_mean_r1,val_group_0_benefit_std_r1,val_group_0_cost_mean_r1,val_group_0_cost_std_r1,val_group_0_decision_mean_r0,val_group_0_decision_mean_r1,val_group_1_benefit_mean_r0,val_group_1_benefit_std_r0,val_group_1_cost_mean_r0,val_group_1_cost_std_r0,val_group_1_benefit_mean_r1,val_group_1_benefit_std_r1,val_group_1_cost_mean_r1,val_group_1_cost_std_r1,val_group_1_decision_mean_r0,val_group_1_decision_mean_r1,test_decision_ms_eval,test_decision_ms,test_decision_alloc_gap,test_decision_selection_gap,test_decision_welfare_gap,test_group_0_benefit_mean_r0,test_group_0_benefit_std_r0,test_group_0_cost_mean_r0,test_group_0_cost_std_r0,test_group_0_benefit_mean_r1,test_group_0_benefit_std_r1,test_group_0_cost_mean_r1,test_group_0_cost_std_r1,test_group_0_decision_mean_r0,test_group_0_decision_mean_r1,test_group_1_benefit_mean_r0,test_group_1_benefit_std_r0,test_group_1_cost_mean_r0,test_group_1_cost_std_r0,test_group_1_benefit_mean_r1,test_group_1_benefit_std_r1,test_group_1_cost_mean_r1,test_group_1_cost_std_r1,test_group_1_decision_mean_r0,test_group_1_decision_mean_r1,cumulative_wallclock_sec
md_knapsack,pcgrad,77,0,0.0,0,0,30,,1908.5279165381335,0.22021585706369137,2.012011731068739,71.05581427694096,2.289102719825765,3.9225681000304973,298.3140577228414,0.8426138470757597,3.2114568321306862,69.32522720000088,510,6.0,69219.82779999598,349.6547000013379,0,0,2860.036571939792,345.33493677111045,1710.6098995402776,23718.983122744576,0.08952374504934148,0.0018530143604770085,-0.009328064400449358,7.174872756480879,cpu,0.06799324547702003,0.16327359224863616,0.14396604534447247,0.14590719465873067,0.3902675730971347,0.3363559227099397,304.8311999991711,304.8311999991711,0.005956780289578079,0.023333333333333317,0.11381008133608572,1.518719278024647,1.8162782628275898,1.007034543105429,0.21588838062044266,1.5824997221010217,1.7888717023012572,0.9813440468746001,0.19261141715740732,0.36526514861777076,0.3456219613265174,1.5697829675773418,2.3244797511991675,0.9976968361541384,0.19397453450769755,0.9473715990580008,1.466934910292863,1.0091270066032751,0.19765030600043262,0.34958733024091365,0.37321334028253084,19.344400001500617,19.344400001500617,0.021204628327828268,0.1,0.3483144867446656,3.8535335194652847,3.367549689592585,1.0472025299260168,0.17032334625236514,1.398962311387416,2.323739703576465,1.0751176899533141,0.10191632769166978,0.37357871694496014,0.32510656488484424,2.8427190215485822,2.6909414316214693,0.9831718205331196,0.16313337378069784,0.13333514954454903,0.12912119594429408,0.9851443104054669,0.28435406119489304,0.3378399238155292,0.40325461466993184,25.47910000066622,25.47910000066622,0.003403152902323292,0.05000000000000002,0.12038563755574083,1.5007359641064044,2.130339290161463,1.005832986080987,0.24067390877891268,2.069127292078624,2.713986971269821,1.0112963397431336,0.1867508774573924,0.35617702014913855,0.3740223960015382,1.0841467190940066,1.9657598574154087,1.0745673108288627,0.1985592613737706,1.5111513475042602,1.8873285334122039,1.000532585381814,0.19340195174663227,0.3715975492435859,0.36540817271173737,69.32522720000088
