task,method,seed,stage_idx,lambda,train_regret,train_fairness,train_pred_mse,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,nan_or_inf_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,train_regret_normalized,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,train_regret_normalized_pred_obj,train_decision_ms_eval,val_decision_ms_eval,test_decision_ms_eval,cumulative_wallclock_sec
medical_resource_allocation,fpto,11,0,0.0,74.97865438190797,0.539444409762521,286.5595828828698,4.904966896162961,0.26827853835159793,321.7715420034518,120.23098515614936,0.2763187356586887,301.54918568705483,0.38375449999875855,140,6.0,59.91860002541216,1.6603999974904582,0,0,43.166709740865734,19.07364736041736,33.85442379032179,102.20925291172419,0.0,0.0,-0.6047689327800262,6.844988662088387,cpu,0.20687233770458,0.1971639995445198,0.19123028185322524,0.17141194742937138,0.16469255642462854,0.16053175004561146,0.5945000011706725,0.3572999994503334,0.7085999968694523,0.38375449999875855
medical_resource_allocation,fpto,11,1,0.1,74.99701430773422,0.5367512751041417,286.7650626676026,4.90628941358273,0.2671469960180351,321.96270317822837,120.26130083990836,0.2749851183615357,301.7509145852023,0.36577289999695495,140,6.0,56.146400012949016,2.861499997379724,0,0,43.11228087207711,19.07033799940385,33.82849665807633,101.97737629013697,0.0,0.0,-0.6045746226075703,6.844439333963702,cpu,0.20692811632165828,0.19721371353007092,0.19127710816425336,0.17145024092429867,0.16472724234720973,0.16056474757498662,1.007999999274034,0.6102999977883883,1.2432000003173016,0.7495273999957135
medical_resource_allocation,fpto,11,2,0.3,75.0321998230774,0.5314527420889286,287.16994868399263,4.908800715514932,0.2649483748387693,322.33874314704036,120.31984762095783,0.27236044536780635,302.14803798924527,0.35910499999590684,140,6.0,54.854800007888116,2.9603999864775687,0,0,43.00508259466194,19.063725921527347,33.77289459548137,101.60181698729238,0.0,0.0,-0.6042060864352228,6.8433501452214935,cpu,0.20703403322433975,0.19730972303624922,0.19136684751836283,0.17152294593657105,0.16479422094384474,0.16062797778617324,1.076299995474983,0.6280999950831756,1.2559999959194101,1.1086323999916203
medical_resource_allocation,fpto,11,3,1.0,75.15696116096001,0.5133978035723497,288.5658212648205,4.917692081046386,0.25731881813497826,323.6346586926402,120.52712686091434,0.2634116260957658,303.51698521858714,0.3643690999961109,140,6.0,59.45799994515255,2.9267999925650656,0,0,42.63491885629732,19.040653533549158,33.59284849030956,100.29128620447743,0.0,0.0,-0.602913707153349,6.839579437067092,cpu,0.20740903627977664,0.19764963544667566,0.1916850466912388,0.17178025842744854,0.16503126590353798,0.16085210368583544,1.068899997335393,0.6017999985488132,1.2560999966808595,1.4730014999877312
medical_resource_allocation,fpto,11,4,3.0,75.53898346347131,0.46518897161756995,292.3824686273427,4.944895721665581,0.2369803976656878,327.18000977598814,121.16462948194658,0.23947110960183707,307.2629803435827,0.3553241000045091,140,6.0,53.52889999630861,3.0360000018845312,0,0,41.61497498317404,18.97533444410185,33.08811105637137,96.49874651808237,0.0,0.0,-0.5992670358075485,6.829312159397982,cpu,0.20855637954388112,0.19869506118546995,0.19265938042909633,0.17256652902084055,0.16575947262931665,0.1615376389860625,1.1219000007258728,0.6554999999934807,1.2586000011651777,1.8283255999922403
medical_resource_allocation,fpto,22,0,0.0,73.01139731140762,0.4311370605298831,296.819336711293,4.751999611079707,0.2919458386698935,329.61014166720025,118.12828252833617,0.2750335293168885,310.0304027538708,0.37248940000426956,140,6.0,57.57549998088507,1.2571999977808446,0,0,40.99994484302365,19.24080348796955,32.5980764351924,96.20315777170677,0.0,0.0,-0.4450121541558474,6.892249096082271,cpu,0.20042077533374109,0.1937158263517776,0.1862128655342641,0.16695876933487766,0.16227968338478846,0.1569809862502164,0.44749999506166205,0.280100000964012,0.5296000017551705,0.37248940000426956
medical_resource_allocation,fpto,22,1,0.1,73.0478111837154,0.4291048225993744,296.9700071559752,4.7543837444360975,0.2910109590258051,329.7530307859327,118.18688621223077,0.27391843779426767,310.1792976041754,0.38649729999451665,140,6.0,60.68689998210175,3.09209999977611,0,0,40.9583217156118,19.24422452015703,32.57836514643214,96.01732197774602,0.0,0.0,-0.44479166635071926,6.8918539555377665,cpu,0.20052132876280127,0.19381192917160975,0.18630573776733078,0.1670285433158016,0.16234712054359896,0.15704698361989275,1.0729999994509853,0.6444000027840957,1.374699997541029,0.7589866999987862
medical_resource_allocation,fpto,22,2,0.3,73.12005206991364,0.42502700157680967,297.26567316801845,4.759107769149374,0.2890714427062837,330.0343050478854,118.3030567064568,0.27168687246811235,310.4714379165773,0.39392550000047777,140,6.0,62.38130004203413,1.3655000002472661,0,0,40.876579612966516,19.251077338054408,32.542856166980194,95.66435861077744,0.0,0.0,-0.4443499364306568,6.891076448899916,cpu,0.20072056966625654,0.19400243446640475,0.18648998547279974,0.16716676197364333,0.1624807696084001,0.15717788414243217,0.4776999994646758,0.2673999988473952,0.6204000019351952,1.152912199999264
medical_resource_allocation,fpto,22,3,1.0,73.37837031401097,0.4108153410120944,298.3143014242782,4.776094587642728,0.28229815254035134,331.02968395602915,118.7197642356474,0.263906070867035,311.5048156563697,0.36271400000259746,140,6.0,59.33839995850576,2.9233999957796186,0,0,40.58639833476002,19.27517491165022,32.40986619120787,94.38711286788045,0.0,0.0,-0.4426843038042493,6.88833832580245,cpu,0.20143700729494524,0.1946857834632447,0.18714881658991941,0.16766339481125514,0.16295982270658227,0.15764562452035602,1.0700999991968274,0.6124999999883585,1.2407999965944327,1.5156262000018614
medical_resource_allocation,fpto,22,4,3.0,74.1244854967141,0.3731579796044008,301.1281061474262,4.82519575407521,0.26398971068500543,333.7011498031581,119.92839341989054,0.2432403470652646,314.2844666577899,0.3812024999933783,140,6.0,64.02279998292215,2.856499995687045,0,0,39.80274462350654,19.3449862068274,32.06070657220174,90.95660356362738,0.0,0.0,-0.438065406884797,6.880954132179818,cpu,0.20350790263408716,0.19666778638555393,0.1890517557378607,0.16909560974936233,0.16434618581952,0.1589937148030579,1.0718999983510002,0.5220999955781735,1.2625000017578714,1.8968286999952397
