task,method,seed,stage_idx,lambda,train_regret,train_fairness,train_pred_mse,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,nan_or_inf_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,train_regret_normalized,val_regret_normalized_true,test_regret_normalized_true,train_regret_normalized_true,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,train_regret_normalized_pred_obj,train_decision_ms_eval,val_decision_ms_eval,test_decision_ms_eval,cumulative_wallclock_sec
medical_resource_allocation,fpto,11,0,0.0,1177.6350763261435,1.9538794215012931,287.53228091079495,,,,1159.5520050220393,1.706726556218518,286.99345602906965,2.3343349999995553,140,4.0,432.83969996264204,13.52549999137409,0,0,48.39591643312566,20.013496820611348,36.88494939877047,116.58876091014149,0.0,0.0,0.6427260577205172,6.900089806804138,cpu,,0.19708425389635456,0.19963712961756255,,,,,0.1646369111070259,0.1664145971217194,8.28709999768762,0.0,5.238399993686471,2.3343349999995553
medical_resource_allocation,fpto,11,1,0.5,1177.1506372510385,1.94211039974367,286.46120717261783,,,,1159.1234946977092,1.694698534706876,285.92194257780545,2.3577946000004886,140,4.0,438.8392000255408,11.333000002196059,0,0,48.646728412236804,20.029528721198083,37.0017356403727,117.40308508311485,0.0,0.0,0.643435661371872,6.9027938099126125,cpu,,0.1970114217705062,0.19955500568259088,,,,,0.1645860834636862,0.1663575281977476,3.6551000011968426,0.0,7.677900000999216,4.692129600000044
medical_resource_allocation,fpto,11,2,1.0,1176.7076276538592,1.9300639429866198,285.37519974331775,,,,1158.7366526201076,1.6823976780037768,284.8358598588894,2.3508751999979722,140,4.0,453.11500001116656,11.184499999217223,0,0,48.900822886158835,20.045604181864146,37.121667449377526,118.21313538091515,0.0,0.0,0.6441533622226798,6.905540605509198,cpu,,0.19694567182405306,0.19947990502861765,,,,,0.16454019297628023,0.1663053329966861,4.891500000667293,0.0,6.292999998549931,7.043004799998016
medical_resource_allocation,fpto,11,3,5.0,1174.5846630851702,1.8236633050311433,276.2550372512161,,,,1157.096966612985,1.5739708222304936,275.730911865384,2.3478455000004033,140,4.0,445.6540999963181,8.363500004634261,0,0,51.03302617847254,20.175763476137583,38.1126465343701,124.7249969486494,0.0,0.0,0.6498033237601833,6.9288441172326936,cpu,,0.19666698118151313,0.1991200120861494,,,,,0.16434562353123222,0.16605511548400698,3.6602000036509708,0.0,4.70330000098329,9.39085029999842
medical_resource_allocation,fpto,22,0,0.0,1113.5296043764838,2.0154708106946533,295.68427790815934,,,,1100.5750176127567,1.7860283012363405,296.20649965899366,2.3200496999997995,140,4.0,406.0732999932952,18.2792999985395,0,0,46.90110348270571,20.240701887503654,35.98343483875708,113.85844260149166,0.0,0.0,0.6033253975038507,6.952142934388434,cpu,,0.1870601795035961,0.1887697287816988,,,,,0.15758272641393867,0.158794192189902,7.866100000683218,0.0,10.413199997856282,2.3200496999997995
medical_resource_allocation,fpto,22,1,0.5,1111.741740314208,2.004741656039288,294.6828328679017,,,,1098.8090525162352,1.775276677133312,295.2067049324495,2.3085371000051964,140,4.0,412.8224999658414,10.46160000259988,0,0,47.13744408050132,20.255170696961347,36.085950087613554,114.72648723024479,0.0,0.0,0.6042254085620334,6.954592091443236,cpu,,0.18676002572701034,0.1884666433380717,,,,,0.15736966335093816,0.15857966598769774,4.353600001195446,0.0,6.108000001404434,4.628586800004996
medical_resource_allocation,fpto,22,2,1.0,1109.9598623397706,1.9936196869690455,293.6549453208839,,,,1097.0485447652563,1.76413239824075,294.1809895267162,2.316482399997767,140,4.0,420.568599984108,14.644499999121763,0,0,47.37957849687537,20.269682519012353,36.189200583168585,115.62160183462828,0.0,0.0,0.6051177557245634,6.957088667339482,cpu,,0.18646079951285377,0.18816457267858078,,,,,0.1571571514115024,0.15836574916081309,3.7511999980779365,0.0,10.893300001043826,6.945069200002763
medical_resource_allocation,fpto,22,3,5.0,1097.3821948411587,1.8958043653290548,284.9503665367328,,,,1084.6347542295407,1.6661369774829944,285.49255903538466,2.3227266000030795,140,4.0,422.147600002063,18.8237999973353,0,0,49.41606527329855,20.38731446962094,37.04940044813668,123.001902126616,0.0,0.0,0.6121891444790953,6.978412687138105,cpu,,0.1843508789270059,0.18603235915404784,,,,,0.15565562723609702,0.1568526842612774,7.8390999988187104,0.0,10.98469999851659,9.267795800005842
medical_resource_allocation,fpto,33,0,0.0,1165.7872239934677,1.4924082006039394,248.8598105481965,,,,1146.9584373889084,1.2756037397618725,249.76366454914233,2.322320799998124,140,4.0,418.34260001633083,8.342000000993721,0,0,56.14007797925653,22.03033246087981,42.88814641790771,120.99518107140136,0.0,0.0,0.7054168003355132,6.989155539504016,cpu,,0.19494377734151325,0.1976286371062771,,,,,0.16314054354525384,0.16501662617536392,3.6741000003530644,0.0,4.667900000640657,2.322320799998124
medical_resource_allocation,fpto,33,1,0.5,1166.4296534523337,1.4708026772509066,247.507926404707,,,,1147.6188446437354,1.2542473452825982,248.4232468259107,2.3782251000011456,140,4.0,447.2059999679914,11.72769999539014,0,0,56.466182788186345,22.056337296160713,43.08440557394245,121.57988522984849,0.0,0.0,0.7060038656910784,6.993074894719216,cpu,,0.1950560240286145,0.1977375441656268,,,,,0.1632191463050138,0.16509254897188316,3.675599997222889,0.0,8.05209999816725,4.70054589999927
