task,method,seed,stage_idx,lambda,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,solver_calls_fd_train,decision_ms_fd_train,nan_or_inf_steps,nan_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,cumulative_wallclock_sec,config_name,alpha_fair,predictor_family,nce_pool_size,lancer_surrogate_loss,ffo_backward_ms
medical_resource_allocation,fpto,33,2,0.2,42.81478210045009,44.021870768132366,211.0451617478705,64.45171316401036,34.19417202622411,213.27081268319895,2.657004489999963,140,4.0,716.321781000147,15.18944500003272,0.0,0.0,0,0,0,66.69750514660865,23.611004964395992,53.24912959263841,133.87700592576502,0.0,0.0,0.8751165543809183,7.124652576340432,cuda,0.06205680551374479,0.06239653046244953,0.06616264809910531,0.06654895431778325,7.012863756999991,FPTO,0.5,,,,
medical_resource_allocation,fpto,33,3,0.5,42.43724556660891,38.28711896760514,195.78784572453048,64.02204042604683,33.025422047135315,198.16393404388634,2.672553877000041,140,4.0,723.9329789997555,16.782050000074378,0.0,0.0,0,0,0,74.26611494382854,25.87225191152378,64.71541204644654,151.85965163202286,0.0,0.0,0.7852939791729262,7.205840522562253,cuda,0.061509594711644994,0.06198055877190654,0.06554099473477933,0.06607598525970747,9.685417634000032,FPTO,0.5,,,,
medical_resource_allocation,fdfl,11,0,0.0,52.228504158645706,142.45473653270398,387.84098914755333,78.3356700479078,106.92626113065675,397.56866268594473,3.0523239159999775,140,4.0,1549.0117550000377,15.221141999973042,0.0,0.0,0,0,0,0.007444936168819646,0.007443620311888676,0.0074451618044569495,0.007446238396411663,0.0,0.8502587859765012,0.0,6.5829661909655135,cuda,0.07570128740215673,0.07583776726000277,0.08190132299263939,0.08206109768753002,3.0523239159999775,FDFL,0.5,,,,
medical_resource_allocation,fdfl,11,1,0.05,52.05264684857207,142.3688706264898,387.64251049810827,78.04865111640208,106.85103264549551,397.3614787870003,3.0446227959999987,140,4.0,1549.0017170001238,15.241625000044223,0.0,0.0,0,0,0,0.3414985130193893,0.3380776193219583,0.34153729806250366,0.3450138373126585,0.0,0.8497114671307162,0.0,6.5829551621366615,cuda,0.07544639546170948,0.07555990054981272,0.08160305156063544,0.0817358535125771,6.096946711999976,FDFL,0.5,,,,
medical_resource_allocation,fdfl,11,2,0.2,51.51555002813075,142.08514976426346,387.00459165264215,77.17552302886611,106.60283539403919,396.6935836528819,3.057751352000082,140,4.0,1550.6414630004883,17.044454000028963,0.0,0.0,0,0,0,1.3920493538799632,1.3332310929663407,1.3914779862073947,1.4573331911151899,0.0,0.8485002651353821,0.0,6.583267689558947,cuda,0.07466791402859184,0.0747146140455902,0.08069309944030083,0.08074764302964092,9.154698064000058,FDFL,0.5,,,,
medical_resource_allocation,fdfl,11,3,0.5,50.3366959859967,141.3358081480279,385.45105449757517,75.28203229120095,105.95446234737044,395.0559470480781,4.246263502999909,140,4.0,1915.078360999928,15.63488600004348,0.0,0.0,0,0,0,3.7880205273043237,3.3235684986826497,3.745732386935412,4.430123162608791,0.0,0.8491366509542037,0.0,6.585887662248737,cuda,0.07295925378479637,0.0728815013680041,0.07870123733251697,0.07861077249083473,13.400961566999968,FDFL,0.5,,,,
medical_resource_allocation,fdfl,22,0,0.0,52.13626917161878,142.69296349119946,388.1734523084678,78.26870321263345,107.12449003651653,397.9559753840251,3.177385911999977,140,4.0,1610.5456970004752,15.157265000084408,0.0,0.0,0,0,0,0.006933380020427547,0.006932411643911303,0.006933383374388103,0.006933993262925739,0.0,0.7917954614096779,0.0,6.654702767391696,cuda,0.07556759972769737,0.07577293580755501,0.08174486279952763,0.08198519470295165,3.177385911999977,FDFL,0.5,,,,
medical_resource_allocation,fdfl,22,1,0.05,51.99904386010519,142.6223005004205,387.9899864342323,78.04648137982349,107.06156882054712,397.7649823445669,3.1098773319999964,140,4.0,1607.9178600007253,15.176453999970363,0.0,0.0,0,0,0,0.3124228631661004,0.3099008862483504,0.31246914074991883,0.3148735041155145,0.0,0.7909161687219627,0.0,6.6546043519409,cuda,0.07536870196271092,0.07555779999999215,0.08151216828015204,0.08173339555462907,6.287263243999973,FDFL,0.5,,,,
medical_resource_allocation,fdfl,22,2,0.2,51.58112170489221,142.3938283775483,387.4095870918935,77.37398699282835,106.85850878299851,397.1593295023467,3.0906750300000567,140,4.0,1594.3238099997643,15.08900999999696,0.0,0.0,0,0,0,1.2653734673658281,1.2230237920482772,1.2652230563530504,1.3116916908532579,0.0,0.7882524024383563,0.0,6.654574129967249,cuda,0.07476295524081732,0.07490674955549599,0.08080410924346024,0.08097210688706631,9.37793827400003,FDFL,0.5,,,,
medical_resource_allocation,fdfl,22,3,0.5,50.676834563396824,141.83334751663133,386.06177014475844,75.94322896383778,106.35921424491484,395.7471465977552,3.5246904260000065,140,4.0,1697.648443000503,15.515294999886464,0.0,0.0,0,0,0,3.3721044448985067,3.0493084243751962,3.343010054970482,3.814754370654556,0.0,0.7855055623079832,0.0,6.655970894273242,cuda,0.07345225906264455,0.07352161435027456,0.07927520171635787,0.07935599522779471,12.902628700000037,FDFL,0.5,,,,
medical_resource_allocation,fdfl,33,0,0.0,52.01781393968531,142.265283508631,386.27229226969786,77.75624719639484,106.75174288765724,395.9476741351371,3.652373558000022,140,4.0,1757.3228420003488,15.330068000025676,0.0,0.0,0,0,0,0.009016525017114146,0.009014874664985562,0.009016477892908088,0.009018281777234028,0.0,0.8669763028410238,0.0,6.570181608662655,cuda,0.0753959077809082,0.07527682056316219,0.08154399100695585,0.08140470817332193,3.652373558000022,FDFL,0.5,,,,
medical_resource_allocation,fdfl,33,1,0.05,51.74845597361036,142.13635504747054,386.00166578153716,77.34515238569611,106.6439028469403,395.6666525332461,3.038974025000016,140,4.0,1563.542567999889,16.174363999994057,0.0,0.0,0,0,0,0.43622250725413964,0.4311541182965139,0.43619275298020943,0.441795712114375,0.0,0.8659757231683246,0.0,6.570244803044391,cuda,0.07500549367404498,0.07487883440236855,0.08108750177551227,0.08093948899547289,6.691347583000038,FDFL,0.5,,,,
medical_resource_allocation,fdfl,33,2,0.2,50.92838910556031,141.7043452545191,385.11659982872817,76.09375850571882,106.28242555674998,394.7445282947843,3.1098678350000455,140,4.0,1597.2190169992473,15.285004000020308,0.0,0.0,0,0,0,1.797799228352603,1.7010721394353034,1.7960684201131882,1.9104768554836629,0.0,0.8633180991183578,0.0,6.571049275835162,cuda,0.07381686844597654,0.07366734393114044,0.07970007866815794,0.07952579826319361,9.801215418000083,FDFL,0.5,,,,
medical_resource_allocation,fdfl,33,3,0.5,49.112821306033766,140.49138339394764,382.8294397538854,73.33274661319183,105.27461820262927,392.3376471701991,3.0339010779999853,140,4.0,1523.7036960006662,15.177525000012793,0.0,0.0,0,0,0,5.025131837336216,4.2409395950927555,4.924929121227256,6.180402010211796,0.0,0.8607612697534159,0.0,6.576416059402376,cuda,0.07118533951356486,0.07099437289279346,0.07664105934361969,0.07641974474779017,12.835116496000069,FDFL,0.5,,,,
medical_resource_allocation,ffo,11,0,0.0,52.692720842861945,125.42913186962522,368.5675909675396,77.26849336929172,91.23568244924957,376.13316610357094,20.763747780000017,140,4.0,1276.568266999675,12.288720000015019,,,0,0,0,34.100172942025324,14.878158569335938,36.268232345581055,45.51200866699219,0.41913171592501125,0.5210070113451886,0.8802700195993696,0.7384130582815308,cuda,0.07637413456090332,0.07480461982501314,0.0826894713744235,0.08085278139938937,20.763747780000017,FFO,0.5,linear,0.0,0.0,257.43897022857715
medical_resource_allocation,ffo,11,1,0.05,59.27096268502396,117.61375436900701,358.54384680474914,87.32874126086494,84.483520319382,365.1129992873056,24.99828124599992,140,4.0,1320.5510850003748,12.19994799998858,,,0,0,0,19.08753250667027,12.097055435180664,19.57183265686035,30.41391944885254,-0.3865609435098512,-0.21850768976977894,0.8728954213006156,0.8642612095203018,cuda,0.0859088012015899,0.08454407488695961,0.09398274626702306,0.09235187906672855,45.76202902599994,FFO,0.5,linear,0.0,0.0,317.4441731428666
medical_resource_allocation,ffo,11,2,0.2,80.53244751695865,102.24139018979706,336.83636484138924,118.95113761268408,71.35743591130418,341.6794415666932,27.665502083000092,140,4.0,1309.6652900001118,12.19440600004873,,,0,0,0,40.930503490992955,23.626266479492188,29.863316535949707,62.408042907714844,-0.5244134630475725,-0.3463913611003331,0.8574674751077379,1.2393285324030132,cuda,0.11672572387220502,0.11515812252663855,0.13215116417056932,0.1301454253673764,73.42753110900003,FFO,0.5,linear,0.0,0.0,356.0813207000008
medical_resource_allocation,ffo,11,3,0.5,93.31255539007975,89.31370480210092,318.3982194410302,138.1353507246854,60.7510803308004,322.1170691665019,28.362852792000012,140,4.0,1309.2062669999223,11.602354000046944,,,0,0,0,40.33590777260917,25.658615112304688,37.10128402709961,66.63203430175781,-0.4841189303568431,-0.29326675065926144,0.8320660855088915,1.6092043942176348,cuda,0.13524952873161633,0.1337306053836114,0.15640295463873802,0.15437530889895001,101.79038390100004,FFO,0.5,linear,0.0,0.0,366.04199219999765
medical_resource_allocation,ffo,22,0,0.0,51.18684795232002,130.30505123793816,371.0435103120235,75.48132296385643,95.43859300009652,378.6099855502363,20.835095998000043,140,4.0,1290.2802060001477,11.744474000010996,,,0,0,0,25.914902550833567,16.27899742126465,25.881352424621582,36.8980598449707,0.5007887271898134,0.6577635582004274,0.8635474622249604,0.7353352972969966,cuda,0.07419148509938012,0.0730744372252029,0.08013696558768867,0.07883528101916944,20.835095998000043,FFO,0.5,linear,0.0,0.0,258.32160007142556
medical_resource_allocation,ffo,22,1,0.05,57.52808580768442,120.36377351963272,358.5191813172744,85.4345156088375,86.9032552017672,364.8874247043413,24.51904598400006,140,4.0,1272.0372270002827,11.611682000079782,,,0,0,0,19.870769786834718,11.26193618774414,19.61616611480713,55.16596221923828,-0.25712540146534074,-0.029538031022197434,0.8684526307242257,0.8845874773340746,cuda,0.08338263229203645,0.08271025072935007,0.0909677638997152,0.09016807480418718,45.3541419820001,FFO,0.5,linear,0.0,0.0,311.25703738571093
medical_resource_allocation,ffo,22,2,0.2,79.36035573163758,103.58795854101702,335.08366206064784,117.80109173051915,72.6450377287111,339.76126234679333,27.77648608000004,140,4.0,1276.1415270000498,12.123710999958348,,,0,0,0,38.306878907339915,18.640853881835938,29.06569766998291,61.51728820800781,-0.48020298608711787,-0.25668103184018815,0.8527758283274515,1.2801125183059892,cuda,0.1150268650109062,0.11404474835243912,0.12997780436840464,0.1287251789978744,73.13062806200014,FFO,0.5,linear,0.0,0.0,357.67756515714865
medical_resource_allocation,ffo,22,3,0.5,91.9092182407029,90.0564182472799,316.1208066731981,136.62513079388987,61.60408892786889,319.77107205805754,28.41036126000006,140,4.0,1276.8154969995749,11.828703999981371,,,0,0,0,39.96243057250977,25.3277530670166,34.43752479553223,68.19819641113281,-0.45500010890620096,-0.23205711309398924,0.8297857318605696,1.6543547823970848,cuda,0.13321549711270553,0.13226854209171585,0.15368929263151254,0.15243027193062317,101.5409893220002,FFO,0.5,linear,0.0,0.0,366.637796171431
medical_resource_allocation,ffo,33,0,0.0,50.04691732920912,131.79655159344023,372.0961707475457,74.00761668044811,96.53491567772038,380.1180810854777,22.33455762599999,140,4.0,1284.0511470001275,11.703371999942647,,,0,0,0,28.525959614345005,18.319904327392578,28.30891704559326,39.12659454345703,0.5858207640903337,0.6757859717522349,0.8574614294937679,0.7168075846322199,cuda,0.0725392414230819,0.07164772326383163,0.0782127338027595,0.07717730118110482,22.33455762599999,FFO,0.5,linear,0.0,0.0,280.488318100002
medical_resource_allocation,ffo,33,1,0.05,57.36623360808608,121.644693811231,359.1402690970165,85.78769034091056,88.01133675657273,366.0625139706915,23.87450477599998,140,4.0,1269.713200000183,12.189315999989958,,,0,0,0,20.0465822492327,11.514986991882324,19.974828720092773,30.728759765625,-0.2705251860299281,-0.10017564740431095,0.8709776103496552,0.8954800014638903,cuda,0.08314803970555823,0.08305216371888204,0.09068862074402471,0.09057457843590995,46.20906240199997,FFO,0.5,linear,0.0,0.0,302.70810654285305
medical_resource_allocation,ffo,33,2,0.2,78.1485095335845,105.16118046762324,336.53209567431713,116.70271586134811,74.23805790784348,341.7659529811308,27.490750589000072,140,4.0,1244.1545729997188,11.554785000043921,,,0,0,0,37.634842027936664,24.35544204711914,29.057764053344727,61.98426818847656,-0.48928475975990293,-0.3041665460382189,0.855956528867994,1.2854321167047367,cuda,0.11327038511924839,0.11298139658077172,0.12773948587978662,0.1273720710538173,73.69981299100004,FFO,0.5,linear,0.0,0.0,354.8199473285601
medical_resource_allocation,ffo,33,3,0.5,92.94003791328475,90.16670675501898,315.33658824978045,138.51649133313958,62.16597248513877,319.27854881442033,27.76767156599999,140,4.0,1295.911511000213,12.64559100002316,,,0,0,0,43.73365312303815,25.01444435119629,38.16950225830078,67.1557388305664,-0.4576054483652115,-0.25908227882214957,0.8307772849287306,1.720489021538162,cuda,0.13470959267509966,0.1340995924968844,0.15568136608790434,0.1548672241459846,101.46748455700003,FFO,0.5,linear,0.0,0.0,358.1673053571405
medical_resource_allocation,fplg,11,0,0.0,47.46837382895842,137.93385810081278,377.77994655810727,70.81171872093125,103.1319666700684,387.00573417088617,3.8039278130000866,140,4.0,1635.1135630004592,15.266237999981058,0.0,0.0,0,0,0,11.530996370091986,8.695668289119824,11.022094888188533,16.429170015671215,0.6086031247177678,0.8485442447164513,0.8768225554174327,6.606759519167383,cuda,0.06880183661442572,0.0685537334442216,0.07388527954595789,0.07359923583967294,3.8039278130000866,WS-equal,0.5,,,,
medical_resource_allocation,fplg,11,1,0.05,42.159010984505585,81.81573759172085,288.0913882456043,63.393231097385296,57.81269928774129,292.5562409375153,3.51341753600002,140,4.0,1562.8238670002474,15.321196999934728,0.0,0.0,0,0,0,34.991234965324864,16.673075844324128,32.07458479130295,60.654282844828096,0.45591513438733156,0.6592613197170182,0.8916803474194129,6.874417790107851,cuda,0.061106314617674774,0.06137180039288472,0.0650833162146487,0.06538456911754124,7.317345349000107,WS-equal,0.5,,,,
medical_resource_allocation,fplg,11,2,0.2,41.33605640151052,36.77954041207305,187.56499971573953,62.37086592813398,32.36505034088994,190.35391465644307,3.4866340009999703,140,4.0,1561.7414579996876,15.343497999879219,0.0,0.0,0,0,0,34.5634456168694,21.528375679256623,26.387213924609487,61.258710968371815,0.11875613536162398,0.20195546142491622,0.3512050914547738,7.254864696183506,cuda,0.0599135038640488,0.06038203555506567,0.06373190563880238,0.0642623255832869,10.803979350000077,WS-equal,0.5,,,,
medical_resource_allocation,fplg,11,3,0.5,35.94979701212003,28.415023848034995,155.02494309267036,54.46393574087472,27.81049300330495,158.11054644853408,4.984350790000008,140,4.0,1805.4058659994325,15.70640700003878,0.0,0.0,0,0,0,19.733752854505166,17.531397462742266,19.88134265988218,21.47742675960498,0.3851548995064863,0.08639934312959717,-0.007335810839352722,7.430874942234794,cuda,0.0521065261106697,0.05272723499083058,0.05497086702883378,0.05566214604546368,15.788330140000085,WS-equal,0.5,,,,
medical_resource_allocation,fplg,22,0,0.0,48.20146583668429,139.07715597913824,378.8321330138349,72.0826625113557,103.89025756280435,388.1471056607063,3.645656231999965,140,4.0,1606.76384899989,15.502596000033009,0.0,0.0,0,0,0,11.052211237054763,8.614030401999662,10.626371914364517,15.219933237994168,0.5238037634019214,0.7829018057550309,0.8725010385831129,6.674764716584703,cuda,0.0698643983259484,0.06978415043458892,0.07511205699492306,0.07501930919279809,3.645656231999965,WS-equal,0.5,,,,
medical_resource_allocation,fplg,22,1,0.05,39.67962546763215,94.22710956252814,304.24034538704495,59.93204506584971,66.0048312621987,309.7476996086718,3.580901125999958,140,4.0,1624.4303889993716,15.1514969999198,0.0,0.0,0,0,0,31.83889060312531,15.426702119278005,28.741869571720265,58.25665685909117,0.5176051392601226,0.7367222113165223,0.8819279317024006,6.902229787855312,cuda,0.057512631845840864,0.05802098178697201,0.06102217789770285,0.06159477086553387,7.226557357999923,WS-equal,0.5,,,,
