task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,guided_norm_dec,guided_norm_pred,guided_scale,guided_ratio_pred_over_dec,guided_dir_norm,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,solver_calls_fd,decision_ms_fd,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,loss_dec_normalized,loss_dec_normalized_pred_obj,config_name,alpha_fair,predictor_family,nce_pool_size,lancer_surrogate_loss,ffo_backward_ms,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_ws_weight_decision_regret,mo_ws_weight_pred_fairness,mo_ws_weight_pred_loss,mo_method,grad_backend,mo_mgda_lambda_decision_regret,mo_mgda_lambda_pred_fairness,mo_mgda_lambda_pred_loss,mo_mgda_min_norm,mo_pcgrad_n_projections,mo_pcgrad_conflict_fraction
medical_resource_allocation,fpto,11,0,0.0,50,1.0,0.0,0.00048780487804878054,62.093546619343556,368.89299123528946,108.96092800253709,1e-06,62.26916033080911,31.709912516142793,62.26916033080911,0.030375200161370294,,,,,,0.0,0.0,0.8791540473800742,2,10.231070999907388,0.0,0.0,0,0,0,cuda,0.06361092810898296,0.0679321555734542,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,55,1.0,0.0,0.00048661800486618,60.42543618971149,357.61954230413596,103.83168581867136,1e-06,75.32231984185492,39.57477463094609,75.32231984185492,0.03665319700333571,,,,,,0.0,0.0,0.8821454038880148,2,10.181936999970276,0.0,0.0,0,0,0,cuda,0.06190205402472966,0.06598677066750713,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,60,1.0,0.0,0.0004854368932038835,59.03757899208654,341.16068337749283,96.04144030953265,1e-06,90.9683833808324,49.69661489722819,90.9683833808324,0.04415940940817106,,,,,,0.0,0.0,0.8836545776168455,2,10.012632999973903,0.0,0.0,0,0,0,cuda,0.06048028172744309,0.0643736161691687,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,65,1.0,0.0,0.00048426150121065375,58.20315603065558,317.5717542064619,84.48389177201042,1e-06,107.66604810241815,60.432158124296244,107.66604810241815,0.05213852208349548,,,,,,0.0,0.0,0.8861257736595564,2,7.221126999979788,0.0,0.0,0,0,0,cuda,0.05962546795206865,0.0634060854691772,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.05,0,1.0,0.05,0.0005,74.10444422798014,398.71754303455754,120.55933273401082,1e-06,20.074414216546376,6.634469515789496,20.36554923713776,0.010182774618568868,,,,,,0.0,0.0,0.8757455020274743,2,10.148271000048226,0.0,0.0,0,0,0,cuda,0.0759153363108705,0.08215192751690241,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.05,5,1.0,0.05,0.0004987531172069826,73.20269561117027,397.64161249611163,120.24260454526896,1e-06,21.28771592225746,7.20456008903344,21.60458335912383,0.010775353296321103,,,,,,0.0,0.0,0.8777159220429607,2,10.14367699997365,0.0,0.0,0,0,0,cuda,0.07499155164146012,0.0810712072679285,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.05,10,1.0,0.05,0.0004975124378109454,72.28283212444865,396.425375928757,119.87423092147397,1e-06,22.76576600147789,7.962927211060556,23.115956694249086,0.011500475967288093,,,,,,0.0,0.0,0.877573044142527,2,10.413685999992595,0.0,0.0,0,0,0,cuda,0.07404920942862703,0.07997099865634734,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.05,15,1.0,0.05,0.0004962779156327543,71.3271314560634,395.02447951697275,119.43383579821561,1e-06,24.585738580404335,8.967758116794421,24.97978432949171,0.012396915299995879,,,,,,0.0,0.0,0.8767291073089047,2,10.101432000055866,0.0,0.0,0,0,0,cuda,0.07307015428006151,0.07883029618418269,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.05,20,1.0,0.05,0.0004950495049504951,70.31553519295619,393.3774150163022,118.89297678070962,1e-06,26.85731405629493,10.287032057114548,27.308727800914678,0.013519172178670625,,,,,,0.0,0.0,0.8754364663360332,2,10.133386999996219,0.0,0.0,0,0,0,cuda,0.07203383761478374,0.07762550029801747,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.05,25,1.0,0.05,0.0004938271604938272,69.22054150608994,391.3896774137403,118.20623663955061,1e-06,29.757876773401758,12.003061124459121,30.284463768698505,0.014955290749974563,,,,,,0.0,0.0,0.8751005302048819,2,5.902526999989277,0.0,0.0,0,0,0,cuda,0.0709120855409001,0.07632440852724252,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.05,30,1.0,0.05,0.0004926108374384237,68.01087832086989,388.9162412646155,117.30555521174719,1e-06,33.52359897732045,14.269618113116115,34.149494197618495,0.016822410934787427,,,,,,0.0,0.0,0.8747894298905936,2,10.08177699998214,0.0,0.0,0,0,0,cuda,0.0696728617873781,0.07489071201473937,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.05,35,1.0,0.05,0.0004914004914004914,66.65063746121598,385.72618387410097,116.07638917148049,1e-06,38.48117909842215,17.37308354312533,39.24319888034499,0.019284127213928737,,,,,,0.0,0.0,0.8746408393038013,2,10.154959000033159,0.0,0.0,0,0,0,cuda,0.06827938068917665,0.07328310576584819,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.05,40,1.0,0.05,0.0004901960784313725,65.11801877394748,381.4540016077562,114.33323804576864,1e-06,44.99285112547431,21.384394372069547,45.932357961969856,0.022515861746063664,,,,,,0.0,0.0,0.8759764476148755,2,10.09640400002354,0.0,0.0,0,0,0,cuda,0.0667093093622483,0.07147752573923498,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.05,45,1.0,0.05,0.000488997555012225,63.430148223469246,375.5154929248937,111.78541712669302,1e-06,53.60477103716472,26.624160216126903,54.7772044891126,0.026785919065580734,,,,,,0.0,0.0,0.8779436528404115,2,10.183179999899039,0.0,0.0,0,0,0,cuda,0.06498019227860126,0.0694960595935984,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.05,50,1.0,0.05,0.00048780487804878054,61.662872910227065,366.9724376424249,107.96115419660252,1e-06,64.79147605889644,33.307420708804464,66.26412606164314,0.03232396393250886,,,,,,0.0,0.0,0.8814750461540319,2,10.119154999983948,0.0,0.0,0,0,0,cuda,0.06316973001609606,0.06742921534461242,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.05,55,1.0,0.05,0.00048661800486618,59.991345085695,354.41436967748353,102.12163899752008,1e-06,78.79993177646725,42.10050684656583,80.66523995273786,0.03925315812785296,,,,,,0.0,0.0,0.8832525983255591,2,10.085577000040757,0.0,0.0,0,0,0,cuda,0.06145735502598154,0.06548168626656582,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.05,60,1.0,0.05,0.0004854368932038835,58.69924236109489,335.89544070874757,93.1537549902097,1e-06,95.42411415946502,52.69221883498062,97.76664135538242,0.047459534638535125,,,,,,0.0,0.0,0.8862446807245841,2,10.139487000060399,0.0,0.0,0,0,0,cuda,0.06013367715607623,0.06398109570956736,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.05,65,1.0,0.05,0.00048426150121065375,58.08824820562802,309.4108787240504,79.91398089803965,1e-06,112.18496346630837,63.518733700606866,115.01363423855258,0.055696675176054505,,,,,,0.0,0.0,0.8877309251902366,2,10.244077000038487,0.0,0.0,0,0,0,cuda,0.059507752121761896,0.0632729852436446,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,2,0.2,0,1.0,0.2,0.0005,74.10444422798014,398.71754303455754,120.55933273401082,1e-06,20.074414216546376,6.634469515789496,21.246094937220107,0.01062304746861004,,,,,,0.0,0.0,0.8757455020274743,2,8.433885000044938,0.0,0.0,0,0,0,cuda,0.0759153363108705,0.08215192751690241,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,2,0.2,5,1.0,0.2,0.0004987531172069826,73.14502821319991,397.59218200806845,120.22363132387113,1e-06,21.351307978305105,7.2525108441671815,22.63484209429599,0.011289198052017939,,,,,,0.0,0.0,0.877519529912405,2,6.605892000038693,0.0,0.0,0,0,0,cuda,0.07493247502390095,0.08100216795075255,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,2,0.2,10,1.0,0.2,0.0004975124378109454,72.1628744747037,396.3095282896868,119.82867012142918,1e-06,22.927078809938664,8.066103599860412,24.355093104770738,0.01211696174366702,,,,,,0.0,0.0,0.877580253435771,2,10.066992000020036,0.0,0.0,0,0,0,cuda,0.07392632037091501,0.07982768757721771,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,2,0.2,15,1.0,0.2,0.0004962779156327543,71.13532656728228,394.8154819855561,119.34881998623881,1e-06,24.89293189442482,9.173991513060807,26.516058405276414,0.013159334196166944,,,,,,0.0,0.0,0.8766220470662047,2,10.175708000019767,0.0,0.0,0,0,0,cuda,0.0728736622506079,0.07860165252937308,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,2,0.2,20,1.0,0.2,0.0004950495049504951,70.03594666931997,393.03210395308554,118.74677636693133,1e-06,27.402534436814527,10.673930032834885,29.290152608271743,0.014500075548649372,,,,,,0.0,0.0,0.8757211940307109,2,10.148099999923943,0.0,0.0,0,0,0,cuda,0.07174741677968234,0.07729298908145708,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,2,0.2,25,1.0,0.2,0.0004938271604938272,68.82946622952409,390.8356050757258,117.96119726900575,1e-06,30.675011228303394,12.647437560717485,32.91196365010713,0.016252821555608456,,,,,,0.0,0.0,0.8753649159619326,2,10.059863999913432,0.0,0.0,0,0,0,cuda,0.07051145354841086,0.07586048673498455,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,2,0.2,30,1.0,0.2,0.0004926108374384237,67.4729315274634,388.0273054926771,116.89453614349944,1e-06,35.03479035451001,15.389548138861509,37.75680618933882,0.018599411915930446,,,,,,0.0,0.0,0.8748005883215201,2,10.105932999977085,0.0,0.0,0,0,0,cuda,0.06912176917526472,0.07425436204907761,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,2,0.2,35,1.0,0.2,0.0004914004914004914,65.92355037008645,384.27926729624363,115.37411344564812,1e-06,40.90202284201978,19.112792235119894,44.28970953390919,0.021763985028947996,,,,,,0.0,0.0,0.8762081594034653,2,5.6514899999910995,0.0,0.0,0,0,0,cuda,0.06753452575334339,0.07242576547716671,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,2,0.2,40,1.0,0.2,0.0004901960784313725,64.1693742456597,379.05088602289334,113.11907887645785,1e-06,48.823942885293896,24.097852476671132,53.10902030277971,0.02603383348175474,,,,,,0.0,0.0,0.8787591158153238,2,10.188499000037154,0.0,0.0,0,0,0,cuda,0.06573748278484523,0.0703629671249096,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,2,0.2,45,1.0,0.2,0.000488997555012225,62.267255240963664,371.43400279969273,109.6575668258369,1e-06,59.47816323255505,30.61096831555653,64.94346684659017,0.03175719650200008,,,,,,0.0,0.0,0.8822517653127588,2,6.756902999995873,0.0,0.0,0,0,0,cuda,0.06378888165236044,0.0681351464453277,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,2,0.2,50,1.0,0.2,0.00048780487804878054,60.38624791572943,359.9606518083985,104.21380923918763,1e-06,73.3825398596364,39.278668721616064,80.42396042523548,0.03923120020743194,,,,,,0.0,0.0,0.8858198657626061,2,10.157113999980538,0.0,0.0,0,0,0,cuda,0.06186190810595537,0.06594115369631766,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,2,0.2,55,1.0,0.2,0.00048661800486618,58.858304003074295,342.4213286110657,95.51783964090004,1e-06,90.55962489282007,50.34601788269028,99.61649070678892,0.048475177959507995,,,,,,0.0,0.0,0.8888452366527907,2,10.049554000033822,0.0,0.0,0,0,0,cuda,0.06029662579121985,0.06416559463989255,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,2,0.2,60,1.0,0.2,0.0004854368932038835,58.11276766484889,316.15682537565715,82.03398679972912,1e-06,109.04780368829377,62.120420662609234,120.2532517520444,0.05837536492817687,,,,,,0.0,0.0,0.8912862327774091,2,10.023545999956696,0.0,0.0,0,0,0,cuda,0.05953287076359647,0.06330138386860282,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,2,0.2,65,1.0,0.2,0.00048426150121065375,58.411143123220086,280.4081178892335,63.48441224547921,1e-06,121.45784036757433,68.55831689096047,133.7813567140865,0.0647851606363615,,,,,,0.0,0.0,0.8879110725072463,2,10.121022000021185,0.0,0.0,0,0,0,cuda,0.05983853763020805,0.06364708619238411,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,3,0.5,0,1.0,0.5,0.0005,74.10444422798014,398.7175430345575,120.5593327340108,1e-06,20.074414216546376,6.634469515789496,23.035204445817197,0.01151760222290859,,,,,,0.0,0.0,0.8757455020274741,2,10.08471800003008,0.0,0.0,0,0,0,cuda,0.0759153363108705,0.08215192751690241,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,3,0.5,5,1.0,0.5,0.0004987531172069826,73.0293346879057,397.4922104948068,120.18511427630584,1e-06,21.478653566907774,7.323202705493257,24.755110777282386,0.012346688666973752,,,,,,0.0,0.0,0.8778269549621852,2,10.193819000051008,0.0,0.0,0,0,0,cuda,0.07481395429315126,0.08086368643400027,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,3,0.5,10,1.0,0.5,0.0004975124378109454,71.92022910347953,396.07121764809574,119.73416211062414,1e-06,23.26073521718844,8.29266580643404,26.971849706033385,0.01341883069951909,,,,,,0.0,0.0,0.8773068768314519,2,10.129862999974648,0.0,0.0,0,0,0,cuda,0.07367774546892818,0.07953792010127808,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,3,0.5,15,1.0,0.5,0.0004962779156327543,70.74175949294079,394.37562946332224,119.16717918255199,1e-06,25.555733091012154,9.637510426474744,29.86912041502784,0.01482338482135376,,,,,,0.0,0.0,0.8763866380464851,2,10.146938999923805,0.0,0.0,0,0,0,cuda,0.07247047756822095,0.07813279881185803,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,3,0.5,20,1.0,0.5,0.0004950495049504951,69.45001002481797,392.28107506425744,118.42063667436902,1e-06,28.61299077593384,11.536947673572508,33.77941241993174,0.0167224813960058,,,,,,0.0,0.0,0.8756874043308064,2,6.2373939999815775,0.0,0.0,0,0,0,cuda,0.07114716158732995,0.0765968069914222,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,3,0.5,25,1.0,0.5,0.0004938271604938272,67.98615946314055,389.57664404122187,117.3850207981872,1e-06,32.81856014929158,14.229895402578402,39.1980318648551,0.019357052772767943,,,,,,0.0,0.0,0.8753773786591137,2,10.20550100008677,0.0,0.0,0,0,0,cuda,0.06964753887432891,0.07486145496950644,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,3,0.5,30,1.0,0.5,0.0004926108374384237,66.27888443946688,385.8904018783854,115.85743243041706,1e-06,38.69957789396984,18.113289968185853,46.84588651001098,0.02307679138424186,,,,,,0.0,0.0,0.8771432151538822,2,10.180559999980687,0.0,0.0,0,0,0,cuda,0.06789854312990905,0.07284458427723735,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,3,0.5,35,1.0,0.5,0.0004914004914004914,64.2876695144181,380.5581491140853,113.46944167211132,1e-06,47.039321513898564,23.57892404626055,57.687994535663684,0.028347908862733997,,,,,,0.0,0.0,0.8801580795382117,2,10.093531999928018,0.0,0.0,0,0,0,cuda,0.06585866883792661,0.07050182519597792,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,3,0.5,40,1.0,0.5,0.0004901960784313725,62.08000169655861,372.37933947292765,109.56186257490769,1e-06,58.81539286543994,30.975617533776493,72.89413836921463,0.03573242076922285,,,,,,0.0,0.0,0.8861535537425883,2,10.113866999972743,0.0,0.0,0,0,0,cuda,0.0635970521885947,0.0679163306109149,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,3,0.5,45,1.0,0.5,0.000488997555012225,59.929673491693734,359.22672402780546,102.94158232949115,1e-06,74.91478050423645,41.29809083507472,93.77938048992175,0.045857887770132895,,,,,,0.0,0.0,0.8907917337140242,2,10.10600400002204,0.0,0.0,0,0,0,cuda,0.06139417636175689,0.06540996743849248,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,3,0.5,50,1.0,0.5,0.00048780487804878054,58.42058213208804,337.6475463562373,91.55078471000327,1e-06,95.34175787338891,54.46676423875937,120.33135977180794,0.05869822427893072,,,,,,0.0,0.0,0.8950446162647168,2,10.228106999988995,0.0,0.0,0,0,0,cuda,0.05984820730036235,0.06365802603908113,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,3,0.5,55,1.0,0.5,0.00048661800486618,58.28629231144771,303.84214250016186,73.20943007538254,1e-06,115.47690307901215,66.68275624950888,146.10123232647464,0.07109549018319933,,,,,,0.0,0.0,0.8959379710877943,2,10.160213999938605,0.0,0.0,0,0,0,cuda,0.05971063583615065,0.06350240480412987,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,3,0.5,60,1.0,0.5,0.0004854368932038835,59.61645657810084,260.29988174350456,50.3076770050654,1e-06,119.88340966827903,63.803466111515824,148.73118708687474,0.07219960538197802,,,,,,0.0,0.0,0.8800148658370983,2,10.32437799995023,0.0,0.0,0,0,0,cuda,0.06107330535892601,0.06504587174643348,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,3,0.5,65,1.0,0.5,0.00048426150121065375,61.03305020074379,224.18196135898063,34.71463267213466,1e-06,95.62232015337636,37.78874058300619,110.76453588335919,0.053639000427776834,,,,,,0.0,0.0,0.7660710204842607,2,10.21905200002493,0.0,0.0,0,0,0,cuda,0.06252451631393872,0.0666945615133299,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,22,0,0.0,0,1.0,0.0,0.0005,74.02247463279912,399.09143602082656,120.72162861209776,1e-06,20.312846362724436,6.087630079414693,20.312846362724436,0.010156423181362206,,,,,,0.0,0.0,0.8811642411095744,2,10.618177000083051,0.0,0.0,0,0,0,cuda,0.0758313636227239,0.08205360000094943,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,22,0,0.0,5,1.0,0.0,0.0004987531172069826,73.31341370258849,398.00708803314006,120.43378757743052,1e-06,21.506182527528928,6.553462193445873,21.506182527528928,0.010726275574827382,,,,,,0.0,0.0,0.8776398241983361,2,10.155076000046392,0.0,0.0,0,0,0,cuda,0.07510497535353675,0.08120378351288597,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,22,0,0.0,10,1.0,0.0,0.0004975124378109454,72.59542698250505,396.789349207211,120.10452515747431,1e-06,22.87816066586589,7.157847991361395,22.87816066586589,0.011382169485505408,,,,,,0.0,0.0,0.8757327912687866,2,10.127873999977055,0.0,0.0,0,0,0,cuda,0.07436944317473534,0.08034462845501587,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,22,0,0.0,15,1.0,0.0,0.0004962779156327543,71.84986516759545,395.4056791678241,119.71838665834055,1e-06,24.524216683808806,8.003654533857944,24.524216683808806,0.01217082713836664,,,,,,0.0,0.0,0.872334071707653,2,10.16246400001819,0.0,0.0,0,0,0,cuda,0.07360566204785343,0.07945392046605489,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,22,0,0.0,20,1.0,0.0,0.0004950495049504951,71.05211565753723,393.8038315310348,119.25215545982985,1e-06,26.582174206714974,9.120616017630974,26.582174206714974,0.01315949218154206,,,,,,0.0,0.0,0.868299283414561,2,10.251639999978579,0.0,0.0,0,0,0,cuda,0.07278841791386347,0.07850248996037835,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,22,0,0.0,25,1.0,0.0,0.0004938271604938272,70.16954206625314,391.9041299130007,118.67066847649033,1e-06,29.19355544225555,10.618728111410737,29.19355544225555,0.01441657058876817,,,,,,0.0,0.0,0.8640508208989425,2,20.346349999954327,0.0,0.0,0,0,0,cuda,0.07188427685053807,0.07745184685225075,FPTO,0.5,,,,,,,,,,,,,,,,,,,,,,,
