task,method,seed,stage_idx,lambda,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,nan_or_inf_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,val_regret_normalized_true,test_regret_normalized_true,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,cumulative_wallclock_sec,method_label,alpha_fair,unfairness_level,group_bias,group_ratio,config_name
md_knapsack,pcgrad,33,0,0.0,,,,3.5763507825361174,1.6825425333695376,5.132442833756804,19.9013701089998,3840,160.0,19509.0774890009,711.4295169999423,0,0,2.7198176618653256,1.794545948991242,2.714528275311837,4.401620509030547,0.21233150539016163,0.1112641310376484,0.42937274844332435,7.241747736203504,cpu,,0.07011088980922961,,0.12933644956928497,,,19.9013701089998,FDFL-PCGrad,0.5,high,0.35,0.8,PCGrad
