task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,guided_norm_dec,guided_norm_pred,guided_scale,guided_ratio_pred_over_dec,guided_dir_norm,loss_dec_normalized,loss_dec_normalized_pred_obj,method_label,alpha_fair,hidden_dim,config_name
medical_resource_allocation,fpto,44,0,0.0,0,1.0,0.0,0.0002,2234.6070569461936,376.79622364488756,116.6910885292841,1e-06,118.14858444363318,58.89903390733997,118.14858444363318,0.023406803809225756,0.0,0.0,0.8800025915901252,2,10.684827999966728,0,0,0,cuda,,,,,,0.4674681491823107,0.31855420469792756,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,0,0.0,5,1.0,0.0,0.001,1538.5030581082847,359.43341235362766,106.51930832978985,1e-06,144.65018657819138,76.17787684441666,144.65018657819138,0.11146555966696563,0.0,0.0,0.9039301957407752,2,26.906546999953207,0,0,0,cuda,,,,,,0.3218468208312484,0.243482690852828,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,0,0.0,10,1.0,0.0,0.0009975062344139652,1201.1276351495817,325.38819768254183,89.1464377606677,1e-06,162.47354163783305,81.97632321407636,162.47354163783305,0.10973743585659432,0.0,0.0,0.9168815390135314,2,19.515562000151476,0,0,0,cuda,,,,,,0.2512696408031708,0.2008117456137469,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,0,0.0,15,1.0,0.0,0.0009950248756218907,1107.8481275091717,291.9465992997098,72.80473026002028,1e-06,166.59376257859287,84.00663379963491,166.59376257859287,0.10829246472527376,0.0,0.0,0.9265004455178046,2,9.975304999898071,0,0,0,cuda,,,,,,0.2317560539925705,0.1881509356023578,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,0,0.0,20,1.0,0.0,0.0009925558312655087,1059.8846393876574,258.24337193285356,58.52608025192893,1e-06,162.08695460135675,74.55644334820423,162.08695460135675,0.1065596307027368,0.0,0.0,0.930742117892187,2,12.114824999798657,0,0,0,cuda,,,,,,0.22172234227095217,0.1814834145202027,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,0,0.0,25,1.0,0.0,0.0009900990099009901,1036.9914698937655,228.85440352472216,46.29948122485209,1e-06,138.25429367819345,58.54995975218057,138.25429367819345,0.1035225999235721,0.0,0.0,0.9158267759909732,2,9.479655999939496,0,0,0,cuda,,,,,,0.21693321053570574,0.17826221575480683,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,0,0.0,30,1.0,0.0,0.0009876543209876543,1011.6382115329352,207.4610496984696,37.92089410181177,1e-06,93.00166156644714,33.29088065003277,93.00166156644714,0.09696755162412556,0.0,0.0,0.7853460601633292,2,11.335039999949004,0,0,0,cuda,,,,,,0.21162944103187406,0.17466515245093553,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,0,0.0,35,1.0,0.0,0.0009852216748768474,992.2066177539882,193.85975001223915,34.94547318822183,1e-06,45.297729006439305,32.70925113646466,45.297729006439305,0.0871257698497088,0.0,0.0,0.18998269351007166,2,9.783724999806509,0,0,0,cuda,,,,,,0.20756445289390563,0.1718868524131207,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,0,0.0,40,1.0,0.0,0.0009828009828009828,963.1702161846215,186.6175067681931,33.50300286220143,1e-06,44.04433215131804,51.53683623961874,44.04433215131804,0.0782894089350599,0.0,0.0,0.7362666380672402,2,10.387461999926018,0,0,0,cuda,,,,,,0.201490189027982,0.1677002366461183,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,0,0.0,45,1.0,0.0,0.000980392156862745,943.5731027547945,180.25327070189016,29.526940828164445,1e-06,48.039123530531164,40.651953142129145,48.039123530531164,0.07393676144739603,0.0,0.0,0.7290203680818058,2,10.017998999956035,0,0,0,cuda,,,,,,0.19739057504176447,0.16485061696337436,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,0,0.0,50,1.0,0.0,0.00097799511002445,917.2758751713254,173.41424498389418,27.59456376995998,1e-06,36.93988245473144,36.19138243410536,36.93988245473144,0.07046925934716795,0.0,0.0,0.5734622666883575,2,10.243695999861302,0,0,0,cuda,,,,,,0.19188933209667594,0.16099593051908573,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,0,0.0,55,1.0,0.0,0.0009756097560975611,896.0468780802112,169.6249036071704,24.36532025602936,1e-06,26.589186587352373,22.32481895949258,26.589186587352373,0.06507679542675338,0.0,0.0,0.14337237562054791,2,9.396358999993026,0,0,0,cuda,,,,,,0.1874483365541568,0.15785809856630148,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,0,0.0,60,1.0,0.0,0.00097323600973236,866.7566650292838,164.45522540722038,23.599215500715484,1e-06,27.64899720423717,20.23200071926861,27.64899720423717,0.05876478201026493,0.0,0.0,0.2690182055036573,2,10.269845000038913,0,0,0,cuda,,,,,,0.18132097664919689,0.15349001688221242,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,0,0.0,65,1.0,0.0,0.000970873786407767,842.1977505968052,161.86933364181928,22.71530786478834,1e-06,28.33916424773441,20.897706383872407,28.33916424773441,0.052835263999972015,0.0,0.0,0.4309550268846178,2,9.565282000039588,0,0,0,cuda,,,,,,0.17618337975492826,0.1497924412021858,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,1,0.5,0,1.0,0.5,0.0002,2441.2185434603734,376.92013355584095,115.20588289720337,1e-06,117.91798500230954,62.6134617348988,146.40608605956504,0.02340681552868067,0.0,0.0,0.8871400229898467,2,9.915188999912061,0,0,0,cuda,,,,,,0.51069019526883,0.33805091001994075,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,1,0.5,5,1.0,0.5,0.001,1515.5484917391068,359.4094449179684,106.80491149413582,1e-06,143.35680406331218,76.01582492070403,178.55748733880915,0.11017302765727327,0.0,0.0,0.9072819719310623,2,9.554376999858505,0,0,0,cuda,,,,,,0.31704484518970255,0.24072441143341364,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,1,0.5,10,1.0,0.5,0.0009975062344139652,1200.7541802599262,326.1848665845049,90.40976829293885,1e-06,161.19703845816986,82.40851280856765,199.85454749102422,0.10879741629804246,0.0,0.0,0.9228814079999105,2,10.185592999960136,0,0,0,cuda,,,,,,0.25119151598676176,0.20076184403205263,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,1,0.5,15,1.0,0.5,0.0009950248756218907,1094.9155169469086,291.7548898821069,72.25765116022646,1e-06,167.13372661249667,82.48556299317606,205.9307484016363,0.10732448624562167,0.0,0.0,0.9264988242760338,2,9.81102000014289,0,0,0,cuda,,,,,,0.22905061926978812,0.18636386140537745,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,1,0.5,20,1.0,0.5,0.0009925558312655087,1057.98829444917,259.07245380348536,57.16305721406806,1e-06,160.09812033223403,75.76270887532381,195.82841189855918,0.10580877271141999,0.0,0.0,0.930161357977031,2,9.346388000039951,0,0,0,cuda,,,,,,0.22132563679387496,0.18121754765983714,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,1,0.5,25,1.0,0.5,0.0009900990099009901,1031.4309314399743,229.4288285844714,44.19025570798651,1e-06,137.14394241938098,58.45094486058856,164.49092815470033,0.10234336326157886,0.0,0.0,0.9224673419211211,2,11.90053599998464,0,0,0,cuda,,,,,,0.215769974873592,0.17747598586321922,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,1,0.5,30,1.0,0.5,0.0009876543209876543,1016.8653727164728,208.29451473923413,37.85257977563763,1e-06,91.75681400184985,28.519578519723368,101.68128925615105,0.09529011256239792,0.0,0.0,0.6559106584814444,2,9.368029999905048,0,0,0,cuda,,,,,,0.21272293590666663,0.17540934504353942,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,1,0.5,35,1.0,0.5,0.0009852216748768474,990.544092377545,194.22828337686232,33.137883455433496,1e-06,46.29669081022373,34.69672853532479,51.14451332247934,0.0857579309646465,0.0,0.0,0.10670936665149466,2,10.26766600011797,0,0,0,cuda,,,,,,0.20721666125050295,0.17164827814408748,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,1,0.5,40,1.0,0.5,0.0009828009828009828,976.355881469518,187.88142150723448,33.51708808852107,1e-06,40.01522639335028,47.32325813605634,57.89314889621885,0.07831729527848666,0.0,0.0,0.6286933157581076,2,10.252741999920545,0,0,0,cuda,,,,,,0.2042485614797774,0.16960664767479341,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,1,0.5,45,1.0,0.5,0.000980392156862745,956.3564950747596,181.07787357911852,28.71776092100379,1e-06,41.751252745943184,49.16231414171402,61.63334026578766,0.07456807677072524,0.0,0.0,0.707043059676068,2,9.49331600008918,0,0,0,cuda,,,,,,0.20006479408600752,0.16671166013030214,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,1,0.5,50,1.0,0.5,0.00097799511002445,942.5841196817637,176.33297878041554,24.324960257774876,1e-06,33.7958782015141,29.766612138181074,41.68767610667605,0.06941291634191474,0.0,0.0,0.37196055945355483,2,9.281643999884182,0,0,0,cuda,,,,,,0.197183684937625,0.16470629145593357,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,1,0.5,55,1.0,0.5,0.0009756097560975611,924.205981420464,171.58948777098524,23.297193721670336,1e-06,27.954494060833856,22.034681741409603,30.104191555569418,0.0628477097383696,0.0,0.0,0.00556329069461035,2,9.454385000026377,0,0,0,cuda,,,,,,0.19333907420316906,0.16201520454885615,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,1,0.5,60,1.0,0.5,0.00097323600973236,895.5297873600484,166.90860165634027,21.312034406192733,1e-06,28.96468137794804,21.43996190871524,32.366983482365185,0.057006698784990754,0.0,0.0,0.1509671647872988,2,10.111235000067609,0,0,0,cuda,,,,,,0.18734016387065863,0.15778137518732693,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,1,0.5,65,1.0,0.5,0.000970873786407767,872.5298925674206,164.19333144331756,19.795265806113328,1e-06,27.69087069350452,23.34135629922074,32.0121634050779,0.05260008953104773,0.0,0.0,0.1884288308083703,2,10.18687099985982,0,0,0,cuda,,,,,,0.18252870575918606,0.1543545665066982,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,2,1.0,0,1.0,1.0,0.0002,2109.8690455915475,376.6764842945042,116.09501287000879,1e-06,118.79579613874449,62.049604026644296,176.0922514899235,0.02340681514740811,0.0,0.0,0.8849189863532816,2,11.924378999992769,0,0,0,cuda,,,,,,0.4413736073614654,0.30621735066276845,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,2,1.0,5,1.0,1.0,0.001,1516.9119223748858,359.6040566157359,106.2797433992302,1e-06,143.21137939451853,75.74072349464812,214.21235629593457,0.10918586561844684,0.0,0.0,0.905360820548879,2,9.228052000025855,0,0,0,cuda,,,,,,0.31733006777228806,0.2408888064848614,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,2,1.0,10,1.0,1.0,0.0009975062344139652,1189.0627048920733,325.9386297629753,88.05725737081833,1e-06,161.95499244498504,83.60996184590091,240.9027422216464,0.10792402583513103,0.0,0.0,0.9162540777049679,2,10.24281499985591,0,0,0,cuda,,,,,,0.24874572027765404,0.1991964546812191,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,2,1.0,15,1.0,1.0,0.0009950248756218907,1093.8824875220043,292.1803878264664,71.50209178507596,1e-06,167.3206690081094,84.41407635505507,247.64599071283354,0.10647471925736957,0.0,0.0,0.9277182971508865,2,10.313716999917233,0,0,0,cuda,,,,,,0.2288345148984134,0.18622077433862683,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,2,1.0,20,1.0,1.0,0.0009925558312655087,1052.9277380541362,259.4189472590894,55.55574174708635,1e-06,160.77059117856754,74.16428949859613,231.37830483764412,0.10468621066237997,0.0,0.0,0.9304530121824021,2,10.330559000067296,0,0,0,cuda,,,,,,0.22026699477246647,0.18050721335254824,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,2,1.0,25,1.0,1.0,0.0009900990099009901,1035.1132143323784,230.54059575562292,44.13684556458181,1e-06,137.7215274619221,52.754136588612894,186.96401929124434,0.10089468216724419,0.0,0.0,0.9087842592864112,2,10.113869999941016,0,0,0,cuda,,,,,,0.2165402892620332,0.17799680879733867,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,2,1.0,30,1.0,1.0,0.0009876543209876543,1018.3424987563048,208.90090685354593,34.80472496212519,1e-06,94.74029446276091,31.175251213680774,120.32894063382196,0.09381798405258598,0.0,0.0,0.7671159225569854,2,9.732583999948474,0,0,0,cuda,,,,,,0.21303194297518135,0.17561940079886257,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,2,1.0,35,1.0,1.0,0.0009852216748768474,999.3096358924477,196.13879146534728,33.36271665769903,1e-06,48.37724587573932,34.63067754088454,59.54416755754689,0.08455700021766673,0.0,0.0,0.00175073592692502,2,10.271988000113197,0,0,0,cuda,,,,,,0.20905036726640014,0.17290459762983418,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,2,1.0,40,1.0,1.0,0.0009828009828009828,980.0366189475526,187.7578268925198,31.645276610989875,1e-06,38.340956530954855,49.58670009295166,77.60816631069989,0.07783291336999736,0.0,0.0,0.55074585471824,2,11.816921999979968,0,0,0,cuda,,,,,,0.20501855257558743,0.17013725816700834,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,2,1.0,45,1.0,1.0,0.000980392156862745,968.7401355405818,182.23296134440477,26.96040349769302,1e-06,35.98618314248879,42.442670644751196,69.42698691771706,0.07450544114967758,0.0,0.0,0.564284925234787,2,9.801536000168198,0,0,0,cuda,,,,,,0.20265538712593476,0.16850661402701048,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,2,1.0,50,1.0,1.0,0.00097799511002445,956.4586873216158,177.36128115401365,24.876625895860254,1e-06,30.28189910989492,27.650546620445937,44.43152203200813,0.06921899566503154,0.0,0.0,0.17473434955483189,2,9.455679999973654,0,0,0,cuda,,,,,,0.20008617217140745,0.16672650415542767,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,2,1.0,55,1.0,1.0,0.0009756097560975611,945.7312548804157,172.80180722884225,20.925472733648753,1e-06,29.955057363633614,20.09430236046684,34.97046777296115,0.061501275092426436,0.0,0.0,-0.06491897290013315,2,9.72650100015926,0,0,0,cuda,,,,,,0.19784204921780896,0.16516539000029248,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,2,1.0,60,1.0,1.0,0.00097323600973236,928.9570045728842,170.26456657591987,20.09739174979513,1e-06,31.172495065898428,23.591647092738633,39.62115682938329,0.05613343983372326,0.0,0.0,0.028246677991551998,2,9.244154000043636,0,0,0,cuda,,,,,,0.19433296348355975,0.1627125512107954,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,2,1.0,65,1.0,1.0,0.000970873786407767,900.327089934618,166.99409831205745,19.250810392260387,1e-06,29.89023847695823,22.667621280020462,36.11989342438419,0.05308554087367215,0.0,0.0,-0.07571554298146034,2,11.541481999984171,0,0,0,cuda,,,,,,0.18834373456494719,0.15849263902914407,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,3,5.0,0,1.0,5.0,0.0002,2483.688301742537,377.14060586412046,116.18256356119018,1e-06,117.17015341065095,61.423521949540486,414.1977342568847,0.023406820003459696,0.0,0.0,0.8824463137427451,2,9.55038400002195,0,0,0,cuda,,,,,,0.5195746473422583,0.3419211081541774,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,3,5.0,5,1.0,5.0,0.001,1525.9751704858263,360.24741620118715,106.26661338856691,1e-06,143.1161332662326,74.44958165594616,505.68148041105616,0.10482343660190223,0.0,0.0,0.907213563216051,2,9.499457000174516,0,0,0,cuda,,,,,,0.31922605203799226,0.24197979682469073,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,3,5.0,10,1.0,5.0,0.0009975062344139652,1195.874479353116,328.984747569777,87.08889957815137,1e-06,159.14013670019722,83.097879827208,565.461899771715,0.10356980163776944,0.0,0.0,0.9209635586695102,2,10.366694999902393,0,0,0,cuda,,,,,,0.2501707079908418,0.2001092381958724,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,3,5.0,15,1.0,5.0,0.0009950248756218907,1086.728436508528,297.4396707371773,69.45454058035163,1e-06,164.00578561718308,84.43530197188988,577.1610090297129,0.10174924830667804,0.0,0.0,0.9242132754166408,2,9.536451000030866,0,0,0,cuda,,,,,,0.22733792471445688,0.18522846897878398,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,3,5.0,20,1.0,5.0,0.0009925558312655087,1057.5162777944706,266.76692344587843,53.25243670409145,1e-06,157.18400619270204,76.78386549694706,532.5649791879302,0.09965893296821056,0.0,0.0,0.924043316795988,2,9.673886999962633,0,0,0,cuda,,,,,,0.22122689336993845,0.1811513442514106,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,3,5.0,25,1.0,5.0,0.0009900990099009901,1050.4647056678086,240.8760050381064,39.98835616109677,1e-06,134.1081998618925,57.87986756208085,414.0354032786185,0.09580419547343234,0.0,0.0,0.8977950165508997,2,9.703589999844553,0,0,0,cuda,,,,,,0.21975174123496707,0.1801610391738192,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,3,5.0,30,1.0,5.0,0.0009876543209876543,1049.4622418891468,223.26979507582968,30.94725386559921,1e-06,89.57624883154152,33.83982259082706,232.26015955085848,0.08885911404136577,0.0,0.0,0.57047652486612,2,9.172417000172572,0,0,0,cuda,,,,,,0.21954203103747322,0.1800200611787912,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,3,5.0,35,1.0,5.0,0.0009852216748768474,1047.1066119104034,212.9960345786133,27.817109769111433,1e-06,55.88462756729877,37.73910610401953,188.1685531429269,0.0799628991610869,0.0,0.0,-0.15749805214194168,2,9.544460000142863,0,0,0,cuda,,,,,,0.21904924552384183,0.17968859447487984,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,3,5.0,40,1.0,5.0,0.0009828009828009828,1034.050205300381,213.55762454330846,21.985331827831253,1e-06,59.94810317839741,43.74642974466042,229.04625942621792,0.07704533019365685,0.0,0.0,0.039071685318378256,2,9.375222000016947,0,0,0,cuda,,,,,,0.21631791331311312,0.1778465242889398,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,3,5.0,45,1.0,5.0,0.000980392156862745,1032.5016726153963,209.5145923162594,14.731064035323136,1e-06,67.20964995868935,41.229082081239085,201.9078285944041,0.07867874866940991,0.0,0.0,-0.22541731038471824,2,9.535701000004337,0,0,0,cuda,,,,,,0.21599396834661533,0.17762749978135328,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,3,5.0,50,1.0,5.0,0.00097799511002445,1039.1420310274534,214.03772064514658,5.908698631176757,1e-06,85.08619716234162,47.26356374132025,180.25764903311602,0.0786183881495663,0.0,0.0,-0.7607392281017592,2,9.31110900000931,0,0,0,cuda,,,,,,0.21738309671580328,0.17856589047625912,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,3,5.0,55,1.0,5.0,0.0009756097560975611,1051.9235387202225,222.2707276787148,2.7396798653403014,1e-06,113.05838805022192,69.94229194008368,454.928040742205,0.048368413273742236,0.0,0.0,0.9089933278958939,2,21.464164000008168,0,0,0,cuda,,,,,,0.22005692150585993,0.1803661104879056,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,3,5.0,60,1.0,5.0,0.00097323600973236,1033.6364750978819,212.44738379850384,0.5555934989735773,1e-06,84.72000597473922,67.52088406105172,273.5051404470121,0.038004243063580655,0.0,0.0,-0.8102476691739704,2,18.91541899999538,0,0,0,cuda,,,,,,0.21623136311117855,0.177788017699238,FPTO,2.0,64,FPTO
medical_resource_allocation,fpto,44,3,5.0,65,1.0,5.0,0.000970873786407767,1013.7675589736073,204.9820276372676,1.982557455996304,1e-06,66.07225090549596,67.82571748765123,304.98806636062886,0.03252318326683129,0.0,0.0,-0.5881205278377267,2,19.899374000033276,0,0,0,cuda,,,,,,0.21207488941796185,0.17496847040515803,FPTO,2.0,64,FPTO
