task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,loss_dec_normalized,loss_dec_normalized_pred_obj,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_cagrad_c,mo_cagrad_g0_norm,mo_cagrad_gw_norm,mo_cagrad_direction_norm,mo_cagrad_w_decision_regret,mo_cagrad_w_pred_fairness,mo_cagrad_w_pred_loss,mo_method,method_label,alpha_fair,hidden_dim,config_name
medical_resource_allocation,cagrad,33,0,0.0,0,1.0,0.0,0.0002,3462.3105400627783,398.35303771071176,123.23842651982125,28433.265888718557,66.7369161375722,25.040495029894256,18999.84330396611,0.02340684147595358,0.7184418087985165,0.7384021393143728,0.8666788313882403,2,17.671986999857836,0,0,0,cuda,0.7242973188625912,0.420053613109115,28433.265888718557,25.040495029894256,66.7369161375722,0.7384021393143728,0.7184418087985165,0.8666788313882403,0.9999978062490118,25.040495029894256,0.5,9499.921651983057,9499.921651983055,18999.84330396611,0.3333333333333333,0.3333333333333333,0.3333333333333333,cagrad,FDFL-CAGrad,2.0,64,CAGrad
medical_resource_allocation,cagrad,33,0,0.0,5,1.0,0.0,0.001,1838.1135614507648,391.2936226147287,118.5665943207681,8562.752702093674,90.9364568319193,46.456330265930795,5770.204179622717,0.0910492422534028,0.6739747969478471,0.6610919021856727,0.9001180887442641,2,28.714485000136847,0,0,0,cuda,0.3845237765124378,0.2777299913772795,8562.752702093674,46.456330265930795,90.9364568319193,0.6610919021856727,0.6739747969478471,0.9001180887442641,0.9999361335630419,46.456330265930795,0.5,2885.1020898128013,2885.1020898099155,5770.204179622717,0.33333333333299997,0.33333333333299997,0.33333333333299997,cagrad,FDFL-CAGrad,2.0,64,CAGrad
medical_resource_allocation,cagrad,33,0,0.0,10,1.0,0.0,0.0009975062344139652,1228.564464851168,378.22112786508234,111.16583927295626,1592.5442647288328,117.32998605239813,59.83702916479866,1127.7446156490541,0.06620314353927327,0.5434494145035844,0.4827768684624917,0.9203270115636096,2,22.205719000112367,0,0,0,cuda,0.25700928257158023,0.20446092653014664,1592.5442647288328,59.83702916479866,117.32998605239813,0.4827768684624917,0.5434494145035844,0.9203270115636096,0.996203742777511,59.83702916479866,0.5,563.872307824809,563.8723078242451,1127.7446156490541,0.33333333333299997,0.33333333333299997,0.33333333333299997,cagrad,FDFL-CAGrad,2.0,64,CAGrad
medical_resource_allocation,cagrad,33,0,0.0,15,1.0,0.0,0.0009950248756218907,1071.243525936873,367.9340858288802,106.57962362610913,913.0091304328738,128.447930005305,62.64591203525358,663.4564155054953,0.05470374710618861,0.36858726799747804,0.3063196560741273,0.9252930539301356,2,23.177858000053675,0,0,0,cuda,0.2240985621327073,0.18307231873736343,913.0091304328738,62.64591203525358,128.447930005305,0.3063196560741273,0.36858726799747804,0.9252930539301356,0.9842827686138447,62.64591203525358,0.5,331.7282077527476,331.7282077527476,663.4564155054953,0.3333333333333333,0.3333333333333333,0.3333333333333333,cagrad,FDFL-CAGrad,2.0,64,CAGrad
medical_resource_allocation,cagrad,33,0,0.0,20,1.0,0.0,0.0009925558312655087,988.58862794168,360.23479161888986,101.60420316829068,534.1816085980255,134.75244867320225,67.02037144364711,420.0159568140437,0.043528160505468455,0.3609997554738808,0.2821484155711622,0.9277117862321075,2,40.613677000010284,0,0,0,cuda,0.20680758828271467,0.17136749080025387,534.1816085980255,67.02037144364711,134.75244867320225,0.2821484155711622,0.3609997554738808,0.9277117862321075,0.9551016518463444,67.02037144364711,0.5,210.00797840702185,210.00797840702185,420.0159568140437,0.3333333333333333,0.3333333333333333,0.3333333333333333,cagrad,FDFL-CAGrad,2.0,64,CAGrad
medical_resource_allocation,cagrad,33,0,0.0,25,1.0,0.0,0.0009900990099009901,946.488566058706,354.3196096546836,98.90069287625256,476.87270103949106,139.12797636581826,68.51414905061225,239.40718129638122,0.034806680600192715,0.35346925226951176,0.2915364757911319,0.9292987982630828,2,24.047632000019803,0,0,0,cuda,0.19800047476907984,0.1652757899008724,476.87270103949106,68.51414905061225,139.12797636581826,0.2915364757911319,0.35346925226951176,0.9292987982630828,0.8436779183178185,68.51414905061225,0.5,192.96752441523228,68.51414905054372,239.40718129638122,0.0,0.9999999999989999,0.0,cagrad,FDFL-CAGrad,2.0,64,CAGrad
medical_resource_allocation,cagrad,33,0,0.0,30,1.0,0.0,0.0009876543209876543,920.3605783892453,349.65387752308743,97.69654882753306,426.92057025458286,142.58685870532094,69.27530007381499,222.93515227698353,0.031348067060365845,0.29898946503005186,0.24369549951828473,0.9347284935138268,2,24.60796900004425,0,0,0,cuda,0.19253463593189624,0.16144993204448244,426.92057025458286,69.27530007381499,142.58685870532094,0.24369549951828473,0.29898946503005186,0.9347284935138268,0.8030449644162752,69.27530007381499,0.5,175.33232537065078,69.2753000737457,222.93515227698353,0.0,0.9999999999989999,0.0,cagrad,FDFL-CAGrad,2.0,64,CAGrad
medical_resource_allocation,cagrad,33,0,0.0,35,1.0,0.0,0.0009852216748768474,896.7960091692858,345.435991369476,95.03488491815045,341.160468677464,146.80437365759198,71.91993065541364,198.2950160075382,0.02891391853341593,0.22290486797657647,0.1635215103045598,0.9324673666384866,2,38.19276900003388,0,0,0,cuda,0.18760505087339965,0.15796922616271242,341.160468677464,71.91993065541364,146.80437365759198,0.1635215103045598,0.22290486797657647,0.9324673666384866,0.7075748538851266,71.91993065541364,0.5,146.4987745667237,71.9199306553417,198.2950160075382,0.0,0.9999999999989999,0.0,cagrad,FDFL-CAGrad,2.0,64,CAGrad
medical_resource_allocation,cagrad,33,0,0.0,40,1.0,0.0,0.0009828009828009828,872.1828982383076,340.43668117130716,91.54056888201774,298.3032169332609,151.06666368938448,74.8096267601622,186.13533345073927,0.024611506449941884,0.14979159066694964,0.06964716577548447,0.9350009909959811,2,25.112959000125556,0,0,0,cuda,0.1824561163541258,0.15430265346057312,298.3032169332609,74.8096267601622,151.06666368938448,0.06964716577548447,0.14979159066694964,0.9350009909959811,0.6120508133479788,74.06561783563882,0.5,131.2946528196475,74.80962675986181,186.13533345073927,4.174777765218646e-12,0.999999999994825,0.0,cagrad,FDFL-CAGrad,2.0,64,CAGrad
medical_resource_allocation,cagrad,33,0,0.0,45,1.0,0.0,0.000980392156862745,862.1834035014836,337.07097468328953,90.67686888745075,281.5961395310006,153.7011094683372,75.3672795884754,177.1529214296549,0.023176872487911174,0.060051473471646084,-0.01961460505530588,0.9362679473809576,2,24.508143999810272,0,0,0,cuda,0.18036427417415457,0.15280390818363845,281.5961395310006,75.3672795884754,153.7011094683372,-0.01961460505530588,0.060051473471646084,0.9362679473809576,0.5361018766815703,72.43686032542341,0.5,122.31918612647002,75.3701715078752,177.1529214296549,1.990123405769614e-06,0.9999534674158813,4.454245971290225e-05,cagrad,FDFL-CAGrad,2.0,64,CAGrad
