alpha,method,dp_mean,dp_std,df_mean,df_std,pf_mean,pf_std
0.5,fdfl-scal,0.6049327089182093,0.05674299882806955,0.8552282537963546,0.04835772683087323,0.8685130032067729,0.01272992061944079
0.5,fplg,0.6050626667054337,0.05578958677950779,0.8558497375934884,0.04782267675274515,0.8682583061965184,0.012752650296697384
0.5,mgda,0.6052941170641514,0.05505244972227708,0.8566048028753335,0.04762189178727612,0.8677573918449862,0.01287787141546377
0.5,pcgrad,0.3291779784372205,0.023908880325736542,0.16135266526922976,0.03334760879515705,0.2753406466985711,0.06997749873679006
2.0,fdfl-scal,-0.33226495076874135,0.02738420760916265,-0.21082639718940274,0.06331646453355964,0.443905431046387,0.06080401951385269
2.0,fplg,-0.09985373809843381,0.022378099492795858,-0.10468402763270032,0.03341965737639102,0.49435358908111243,0.03027357888675862
2.0,mgda,-0.041902571364552284,0.01672084254720638,-0.3330460529205309,0.05000740762877791,0.675732913162858,0.02653126201824769
2.0,pcgrad,0.19746598390674436,0.021283316782708308,0.017757087667312793,0.05350222571025881,0.3631362970603629,0.08601181329015647
