task,method,seed,stage_idx,lambda,early_stop_enabled,early_stop_applied,early_stop_step,early_stop_metric,train_regret,train_fairness,train_pred_mse,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,nan_or_inf_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,train_regret_normalized,val_regret_normalized_true,test_regret_normalized_true,train_regret_normalized_true,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,train_regret_normalized_pred_obj,train_decision_ms_eval,val_decision_ms_eval,test_decision_ms_eval,cumulative_wallclock_sec
medical_resource_allocation,fpto,11,0,0.0,0,0,70,,49.74604782661709,1.7253539026367428,140.74815960936982,,,,50.26354313101069,1.7602536065767695,143.0737917211299,2.667811000000256,140,4.0,438.8595999971585,14.21829999981128,0,0,53.55314319823681,19.899943977463792,46.271500794115966,119.26342920407276,0.0,0.0,-0.40067126795572056,7.517258594125332,cpu,,0.050561990868589694,0.050105472323160115,,,,,0.053254652101874606,0.052748458763841106,6.895499999700405,0.0,7.322800000110874,2.667811000000256
medical_resource_allocation,fpto,11,1,0.5,0,0,70,,49.78431165718689,1.690752396587248,140.76549807286088,,,,50.292205004807215,1.7278978297061929,143.06965503825535,2.6320787999993627,140,4.0,416.6865000015605,14.738500000021304,0,0,53.50393170800877,19.888494569885427,46.407855593302166,118.71987991095514,0.0,0.0,-0.41180833638609343,7.5169660527091215,cpu,,0.05059082292679536,0.05014401261705995,,,,,0.05328663778325216,0.052791173907549525,7.973100000526756,0.0,6.765399999494548,5.299889799999619
medical_resource_allocation,fpto,11,2,1.0,0,0,70,,49.825923293193455,1.6563455107484133,140.7959202087393,,,,50.32407644043212,1.6956914247055868,143.08051015736353,2.639564399999472,140,4.0,428.3403000081307,12.773299999935261,0,0,53.45589393252659,19.877068607897787,46.56268069911829,118.1571781044432,0.0,0.0,-0.4227138191103178,7.516732420439774,cpu,,0.050622883604110436,0.05018592490491677,,,,,0.05332220750831825,0.05283763024873347,4.417099999955099,0.0,8.356199999980163,7.939454199999091
medical_resource_allocation,fpto,11,3,2.0,0,0,70,,49.918064600131515,1.587988073394284,140.89254932970843,,,,50.39672903563303,1.6316575315465809,143.13138136911286,2.6736260999996375,140,4.0,461.87739999368205,8.055100001001847,0,0,53.365680090280065,19.85428718252429,46.707308115441734,117.01093307336275,0.0,0.0,-0.44376145275896356,7.516323452627283,cpu,,0.050695967585586886,0.05027873195002508,,,,,0.05340329952739088,0.05294051385546036,4.458900000827271,0.0,3.5962000001745764,10.613080299998728
medical_resource_allocation,saa,11,0,0.0,0,0,0,,74.56911044608842,0.001,244.3740619189434,,,,74.85933249060952,0.001,252.12373871388183,1.9500000234984327e-05,0,4.0,0.0,8.726399999432033,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.582968134739673,cpu,,0.07530382161785358,0.07510788621121374,,,,,0.0814362851045903,0.08120718632093972,4.29329999951733,0.0,4.4330999999147025,1.9500000234984327e-05
medical_resource_allocation,wdro,11,0,0.0,0,0,70,,49.74604782661709,1.7253539026367428,140.74815960936982,,,,50.26354313101069,1.7602536065767695,143.0737917211299,4.722572499999842,140,4.0,395.77319999716565,10.668099999747938,0,0,53.55314319823681,19.899943977463792,46.271500794115966,119.26342920407276,0.0,0.0,0.0,7.517258594125332,cpu,,0.050561990868589694,0.050105472323160115,,,,,0.053254652101874606,0.052748458763841106,4.422099999828788,0.0,6.24599999991915,4.722572499999842
medical_resource_allocation,fdfl,11,0,0.0,0,0,70,,75.20819532462895,0.001418758409147808,391.889621522693,,,,75.5870944497243,0.001529525828474416,402.2501009801297,3.1869714000004024,140,4.0,882.6496000019688,9.08889999936946,0,0,0.006005840903280971,0.006004573758097821,0.006005787753525647,0.006007224137500982,0.0,-0.9098296079403636,0.0,6.582965145366686,cpu,,0.0760359047787115,0.07575158859749113,,,,,0.08229313798227297,0.08196020427294132,4.556599999887112,0.0,4.532299999482348,3.1869714000004024
medical_resource_allocation,fdfl,11,1,0.5,0,0,70,,75.24690852465528,0.0013400899795461066,391.90489779364606,,,,75.62798657815972,0.0014437046144404398,402.2663433170507,3.235754700000143,140,4.0,920.6867000011698,8.86379999883502,0,0,0.018518682602043812,0.01790877620449587,0.01851788933152342,0.019134031451889563,0.0,-0.9095970608449034,0.0,6.582953566762149,cpu,,0.07607703971062744,0.07579058150762585,,,,,0.0823413238770472,0.08200585277659254,4.4328999993012985,0.0,4.430899999533722,6.422726100000546
medical_resource_allocation,fdfl,11,2,1.0,0,0,70,,75.28298749381929,0.001271911493767541,391.9190619798017,,,,75.66611526163717,0.0013680337092975164,402.2814052449661,3.1461927000000287,140,4.0,844.7337000015978,10.64829999995709,0,0,0.04058350968728888,0.03763487453803335,0.0406016235098386,0.043478409883171934,0.0,-0.9094503643397875,0.0,6.582943827314026,cpu,,0.07611539478919391,0.07582692115408773,,,,,0.08238625728786377,0.0820483986060044,5.124600000272039,0.0,5.52369999968505,9.568918800000574
medical_resource_allocation,fdfl,11,3,2.0,0,0,70,,75.34656113417464,0.001166077756848051,391.9438453053247,,,,75.73334103536865,0.001246833597093847,402.3077645657958,3.2444145999998,140,4.0,923.4302000004391,9.289000000535452,0,0,0.07950196314003491,0.06616292244884278,0.07965279615013235,0.0923125327597177,0.0,-0.9091582326212286,0.0,6.582929151558843,cpu,,0.07618301972659008,0.07589095412588098,,,,,0.08246548975971757,0.08212337544439399,4.461100000298757,0.0,4.827900000236696,12.813333400000374
