task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,loss_dec_normalized,loss_dec_normalized_pred_obj,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_cagrad_c,mo_cagrad_g0_norm,mo_cagrad_gw_norm,mo_cagrad_direction_norm,mo_cagrad_w_decision_regret,mo_cagrad_w_pred_fairness,mo_cagrad_w_pred_loss,mo_method,method_label,alpha_fair,hidden_dim,config_name
medical_resource_allocation,cagrad,44,0,0.0,0,1.0,0.0,0.0005,1729.7584821014152,396.6919959966566,125.29029639863116,1170.443510828402,20.59587006702206,7.972960530998301,794.4011907784515,0.3972005953892257,0.6825349549590195,0.8729818321006909,0.8802764143705033,2,21.485984000037206,0,0,0,cuda,0.29323516702276087,0.2267454323082137,1170.443510828402,7.972960530998301,20.59587006702206,0.8729818321006909,0.6825349549590195,0.8802764143705033,0.9998819870854931,7.972960530998301,0.5,397.20059538942434,397.20059538902706,794.4011907784515,0.33333333333299997,0.33333333333299997,0.33333333333299997,cagrad,FDFL-CAGrad,2.0,64,CAGrad
medical_resource_allocation,cagrad,44,0,0.0,5,0.4082482904638631,0.0,0.0004987531172069826,1093.8570756843774,367.2083449549119,106.32054578212811,463.9495197034798,72.92622660096701,47.56722536704805,212.84446902683308,0.10615684240739805,0.5215282962439224,0.5084798738731379,0.928513257335679,2,32.2287999999844,0,0,0,cuda,0.18543476768945322,0.1564276438853625,463.9495197034798,47.56722536704805,72.92622660096701,0.5084798738731379,0.5215282962439224,0.928513257335679,0.937782723224528,47.56722536704805,0.5,178.57641039925363,47.598619550404614,212.84446902683308,1.1153863261548164e-05,0.998535615924214,0.001453230211524413,cagrad,FDFL-CAGrad,2.0,64,CAGrad
medical_resource_allocation,cagrad,44,0,0.0,10,0.30151134457776363,0.0,0.0004975124378109454,905.6366353460126,333.5598522649379,86.81561159150213,303.7267104345048,107.71042485897308,66.96253955715883,152.60580291053017,0.07592328503011454,0.02311548229184887,-0.12528967523398993,0.916363528046881,2,26.20353099996464,0,0,0,cuda,0.15352693036370912,0.13309349467489398,303.7267104345048,66.96253955715883,107.71042485897308,-0.12528967523398993,0.02311548229184887,0.916363528046881,0.5955597675339176,63.23708749012688,0.5,114.48927937524147,66.96253955709186,152.60580291053017,0.0,0.9999999999989999,0.0,cagrad,FDFL-CAGrad,2.0,64,CAGrad
medical_resource_allocation,cagrad,44,0,0.0,15,0.25,0.0,0.0004962779156327543,821.7089508516456,302.7078223969042,73.45832371828716,206.880019167852,127.08895284701619,74.32031945232586,159.96578749034262,0.07938748758825936,-0.21541684206967737,-0.40334845248415024,0.8910124407098347,2,25.59328600000299,0,0,0,cuda,0.13929919346564176,0.12226743796939471,206.880019167852,74.32031945232586,127.08895284701619,-0.40334845248415024,-0.21541684206967737,0.8910124407098347,0.6231579672555896,57.33141106447341,0.5,79.98289374517131,79.98289374517131,159.96578749034262,0.3333333333333333,0.3333333333333333,0.3333333333333333,cagrad,FDFL-CAGrad,2.0,64,CAGrad
medical_resource_allocation,cagrad,44,0,0.0,20,0.2182178902359924,0.0,0.0004950495049504951,795.3291953401831,268.901703778138,58.51503453682711,210.56061478434881,137.1922397247139,75.08441039445185,126.38999059153281,0.06256930227303602,-0.30842222073791387,-0.5009959651220414,0.8688084395378026,2,27.265594000027704,0,0,0,cuda,0.1348271980434683,0.11880857127492275,210.56061478434881,75.08441039445185,137.1922397247139,-0.5009959651220414,-0.30842222073791387,0.8688084395378026,0.046945126735467226,53.37662572839653,0.5,76.76375689616988,75.07953863462308,126.38999059153281,2.7798126421424392e-05,0.9999688534845803,3.348387998310925e-06,cagrad,FDFL-CAGrad,2.0,64,CAGrad
medical_resource_allocation,cagrad,44,0,0.0,25,0.19611613513818404,0.0,0.0004938271604938272,782.822364144039,234.1582265932478,44.584146510713495,312.4079962670137,135.99569229756656,66.58635464847339,134.55274303253591,0.0664457990284128,-0.23186979815582096,-0.3903295870565936,0.8360488310947198,2,26.403896999909193,0,0,0,cuda,0.132706992955489,0.11715915393903095,312.4079962670137,66.58635464847339,135.99569229756656,-0.3903295870565936,-0.23186979815582096,0.8360488310947198,0.43827226236739225,56.95458311313778,0.5,105.2653115192293,66.5863546484068,134.55274303253591,0.0,0.9999999999989999,0.0,cagrad,FDFL-CAGrad,2.0,64,CAGrad
medical_resource_allocation,cagrad,44,0,0.0,30,0.1796053020267749,0.0,0.0004926108374384237,770.4305850702349,204.39925379665675,34.202881425419946,145.07279386786112,123.76185039607519,49.30156828606939,129.56535540562805,0.06382529822937345,-0.14891384873445682,-0.35924191755605084,0.7754919845346833,2,26.172949000056178,0,0,0,cuda,0.13060629193623358,0.11551880868499519,145.07279386786112,49.30156828606939,123.76185039607519,-0.35924191755605084,-0.14891384873445682,0.7754919845346833,0.5604983427256698,39.82522550191755,0.5,64.78267770281404,64.78267770281404,129.56535540562805,0.3333333333333333,0.3333333333333333,0.3333333333333333,cagrad,FDFL-CAGrad,2.0,64,CAGrad
medical_resource_allocation,cagrad,44,0,0.0,35,0.16666666666666666,0.0,0.0004914004914004914,762.5175691004679,182.70876884187055,28.601311409915045,107.46794308668382,107.15751289688984,32.06327041008094,68.62210700425686,0.033720937102828905,-0.1456461895275578,-0.42401783554675576,0.6527944787137212,2,25.64933300004668,0,0,0,cuda,0.1292648476921045,0.11446814089386118,107.46794308668382,32.06327041008094,107.15751289688984,-0.42401783554675576,-0.1456461895275578,0.6527944787137212,0.1820563236877684,25.16332111888721,0.5,49.74295303935486,32.06327041004888,68.62210700425686,0.0,0.9999999999989999,0.0,cagrad,FDFL-CAGrad,2.0,64,CAGrad
medical_resource_allocation,cagrad,44,0,0.0,40,0.15617376188860607,0.0,0.0004901960784313725,755.5087813962473,168.210267550298,26.055385598976805,92.81836451326927,93.83055481423862,23.235816546130632,55.74453274384427,0.027325751345021673,-0.08626153945724685,-0.2593673237509641,0.45217620540769937,2,28.349638999998206,0,0,0,cuda,0.12807669162619095,0.11353544717031662,92.81836451326927,23.235816546130632,93.83055481423862,-0.2593673237509641,-0.08626153945724685,0.45217620540769937,0.3624747110446409,20.863379533745626,0.5,43.85547300867935,23.235816546107394,55.74453274384427,0.0,0.9999999999989999,0.0,cagrad,FDFL-CAGrad,2.0,64,CAGrad
medical_resource_allocation,cagrad,44,0,0.0,45,0.14744195615489714,0.0,0.000488997555012225,754.0064900365132,156.34129225478873,24.8639178491726,330.8117820412421,79.8197916366938,21.17808679752134,120.1316544670152,0.05874408531394387,0.04248822889251749,0.048108041119280485,0.1449732846109481,2,26.623919000030583,0,0,0,cuda,0.127822017541718,0.11333527414221624,330.8117820412421,21.17808679752134,79.8197916366938,0.048108041119280485,0.04248822889251749,0.1449732846109481,0.9386327863964871,21.17808679752134,0.5,115.30837756725674,21.178086797500164,120.1316544670152,0.0,0.9999999999989999,0.0,cagrad,FDFL-CAGrad,2.0,64,CAGrad
