task,method,seed,stage_idx,lambda,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,nan_or_inf_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,val_regret_normalized_true,test_regret_normalized_true,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,cumulative_wallclock_sec,method_label,alpha_fair,unfairness_level,group_bias,group_ratio,config_name
md_knapsack,wdro,11,0,0.0,,,,3.6955148422589277,0.7487673261085055,4.9385414779896015,0.19241727600001468,0,160.0,0.0,719.4899189998978,0,0,0.5074996806631815,0.5072516222538296,0.5074793387269647,0.5078340503124229,0.0,0.0,0.0,7.396711586779338,cpu,,0.07432736198461984,,0.13654475353308482,,,0.19241727600001468,WDRO,0.5,medium,0.3,0.6,WDRO
