task,method,seed,stage_idx,lambda,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,nan_or_inf_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,val_regret_normalized_true,test_regret_normalized_true,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,val_decision_ms_eval,test_decision_ms_eval,test_decision_ms,test_decision_alloc_gap,test_decision_selection_gap,test_decision_welfare_gap,cumulative_wallclock_sec,method_label,alpha_fair,unfairness_level,group_bias,group_ratio,config_name
md_knapsack,fpto,44,3,5.0,,,,0.4243077259707813,0.07235504679385503,1.4252554086190705,0.2550170219997199,0,400.0,0.0,1302.6310979998925,0,0,20.236134221029374,9.497338251398395,19.53703957704557,45.70822266013051,0.0,0.0,0.04292710128723666,16.540472223046162,cpu,,0.02786347252209561,,0.053578236691833175,,,0.0,1302.6310979998925,1302.6310979998925,0.29250408635794606,0.2070833333333333,0.04899524388249232,1.026799822999692,FPTO,0.5,medium,0.4,0.6,FPTO
md_knapsack,fpto,55,0,0.0,,,,0.17655133164691011,0.0357748521747334,0.6510750958681808,0.25677184200003467,0,400.0,0.0,1310.3877660000762,0,0,1.8763692896238229,1.1675410924106462,1.7830935729782942,3.3872364280562537,0.0,0.0,0.2978601387262862,16.850785254335584,cpu,,0.011708152554047193,,0.02284998008904695,,,0.0,1310.3877660000762,1310.3877660000762,0.1498565569253033,0.11374999999999999,0.04139117621585886,0.25677184200003467,FPTO,0.5,medium,0.4,0.6,FPTO
md_knapsack,fpto,55,1,0.5,,,,0.19178412127555666,0.022026840151670488,0.6839246188445738,0.258527015999789,0,400.0,0.0,1215.3846910000539,0,0,2.1890573047609068,1.1095823172986239,2.0136578307636883,3.882024973547451,0.0,0.0,0.2180301181713383,16.849914306015293,cpu,,0.012697592061438535,,0.02471314492052084,,,0.0,1215.3846910000539,1215.3846910000539,0.14206217216886374,0.12291666666666665,0.07136190996454783,0.5152988579998237,FPTO,0.5,medium,0.4,0.6,FPTO
md_knapsack,fpto,55,2,1.0,,,,0.2115851633053427,0.02719291356706582,0.7837165303334106,0.2593608629999835,0,400.0,0.0,1311.664913000186,0,0,2.7283029904415708,1.321318125887339,2.5121905880906583,5.236973094740225,0.0,0.0,0.1775535805323354,16.857943825374818,cpu,,0.013929807664162686,,0.027136622506213362,,,0.0,1311.664913000186,1311.664913000186,0.15892291507251705,0.13541666666666663,0.05061186640826465,0.7746597209998072,FPTO,0.5,medium,0.4,0.6,FPTO
md_knapsack,fpto,55,3,5.0,,,,0.4226392452070622,0.021342272094755137,1.3711785153088407,0.27221345999987534,0,400.0,0.0,1218.9421690000017,0,0,11.053302758333896,6.269349407333917,10.631512678607677,19.589978325673574,0.0,0.0,0.10582103446130485,16.85992076677436,cpu,,0.02838884594593782,,0.05434024073771806,,,0.0,1218.9421690000017,1218.9421690000017,0.2208038054795889,0.13666666666666666,0.014368108487168185,1.0468731809996825,FPTO,0.5,medium,0.4,0.6,FPTO
md_knapsack,fpto,11,0,0.0,,,,0.13440661884543711,0.1277253524963659,0.6246414273194089,0.25873070900024686,0,400.0,0.0,1195.3790150000714,0,0,1.743273334266664,0.9214832325767207,1.658833093788527,3.8552254428166113,0.0,0.0,0.29854921889698327,16.323488364748766,cpu,,0.009116131385195025,,0.01789222793841395,,,0.0,1195.3790150000714,1195.3790150000714,0.04500298153921106,0.0915,0.3287125758761493,0.25873070900024686,FPTO,0.5,high,0.6,0.75,FPTO
md_knapsack,fpto,11,1,0.5,,,,0.15266071586530647,0.05899845759575569,0.677225901426717,0.2518942210003843,0,400.0,0.0,1280.9214069998234,0,0,2.3515176263306516,1.3346283937579944,2.2352094219924448,5.581408196628673,0.0,0.0,0.29172849703151726,16.318045169836147,cpu,,0.010326046647019296,,0.020277797818487445,,,0.0,1280.9214069998234,1280.9214069998234,0.02704928538791679,0.08300000000000002,0.31647151779181926,0.5106249300006311,FPTO,0.5,high,0.6,0.75,FPTO
md_knapsack,fpto,11,2,1.0,,,,0.1732971541201457,0.03773863743429876,0.774879269707534,0.2531445839999833,0,400.0,0.0,1262.8152270003739,0,0,2.9180593440573444,1.333938404899444,2.8700036244739566,5.729869141963853,0.0,0.0,0.21224822041706912,16.309931992292796,cpu,,0.011734017978178284,,0.023025421739620147,,,0.0,1262.8152270003739,1262.8152270003739,0.020099359409598894,0.04600000000000001,0.3082944990968842,0.7637695140006144,FPTO,0.5,high,0.6,0.75,FPTO
md_knapsack,fpto,11,3,5.0,,,,0.2600129536958796,0.11637053527705908,1.2208907170958996,0.25575433699987116,0,400.0,0.0,1283.1215910000537,0,0,11.083937445688347,6.485195423807694,10.364411579725974,20.892357097796722,0.0,0.0,0.12857538150342102,16.29175339012899,cpu,,0.017727216316576148,,0.03453089780097504,,,0.0,1283.1215910000537,1283.1215910000537,0.05071476082879206,0.191,0.3235234867515192,1.0195238510004856,FPTO,0.5,high,0.6,0.75,FPTO
md_knapsack,fpto,22,0,0.0,,,,0.15061401184815199,0.0011254218036836192,0.6566315286649511,0.25602726199986137,0,400.0,0.0,1198.9894309999727,0,0,2.065906256032038,1.034050940765663,1.9187425809942684,4.504487348617109,0.0,0.0,0.27998675643933046,16.33857873769226,cpu,,0.010362426519075828,,0.020344925563432027,,,0.0,1198.9894309999727,1198.9894309999727,0.050317429753607146,0.09400000000000003,0.3724383578134018,0.25602726199986137,FPTO,0.5,high,0.6,0.75,FPTO
md_knapsack,fpto,22,1,0.5,,,,0.16955621072375027,0.05070522211255946,0.7313205105030002,0.26873460200022237,0,400.0,0.0,1189.699501999712,0,0,2.421784249013867,1.2655875795693377,2.40615284500366,6.017350645613499,0.0,0.0,0.1383356823219161,16.329212491168214,cpu,,0.011600755329887455,,0.022749809571384064,,,0.0,1189.699501999712,1189.699501999712,0.059867177953892015,0.09450000000000003,0.38536007630648633,0.5247618640000837,FPTO,0.5,high,0.6,0.75,FPTO
md_knapsack,fpto,22,2,1.0,,,,0.22205365167254285,0.1009833373919431,0.8887638879765037,0.2533329819998471,0,400.0,0.0,1293.3616109999093,0,0,3.9132934664517776,1.6060816008318557,3.5051270684242133,10.410019751319853,0.0,0.0,0.10935306313060075,16.3204101830175,cpu,,0.01525861775864711,,0.029792863332967868,,,0.0,1293.3616109999093,1293.3616109999093,0.013503685748332828,0.006000000000000005,0.3132354517733841,0.7780948459999308,FPTO,0.5,high,0.6,0.75,FPTO
md_knapsack,fpto,22,3,5.0,,,,0.3507340874198478,0.105655333434702,1.473862518004703,0.2557607150001786,0,400.0,0.0,1232.5227370001812,0,0,17.784782747919785,6.931880140308756,16.926856201803396,35.95716169868608,0.0,0.0,0.0751704878632605,16.30935129577585,cpu,,0.024230292607049418,,0.046739971882110674,,,0.0,1232.5227370001812,1232.5227370001812,0.020349628122458663,0.094,0.29445084871312144,1.0338555610001094,FPTO,0.5,high,0.6,0.75,FPTO
md_knapsack,fpto,33,0,0.0,,,,0.1506608931564867,0.14887274630198272,0.6174335076426484,0.2768319980000342,0,400.0,0.0,1253.2287629996972,0,0,2.1888903510629385,0.9783904970568633,1.9495577663434358,7.315186018084756,0.0,0.0,0.48642048916324165,16.38554730623001,cpu,,0.010162722342480697,,0.020009463234909167,,,0.0,1253.2287629996972,1253.2287629996972,0.06131252637379181,0.11150000000000002,0.3539436089732523,0.2768319980000342,FPTO,0.5,high,0.6,0.75,FPTO
