task,method,seed,stage_idx,lambda,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,nan_or_inf_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,val_regret_normalized_true,test_regret_normalized_true,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,cumulative_wallclock_sec,method_label,alpha_fair,hidden_dim,config_name,lam
medical_resource_allocation,mgda,11,0,0.0,,,,78.33659808241282,106.92491883649824,397.5687436951974,5.021254916999965,140,2.0,1914.000415000373,11.89655700000003,0,0,0.0061754802045594,0.006174697580274,0.0061751371786381,0.0061764743609672,0.6000345754204002,0.8444151481570422,0.8826630085512359,6.582966699494603,cuda,,0.0758386657021142,,,,0.0820621496350864,5.021254916999965,FDFL-MGDA,0.5,64,MGDA,0.0
medical_resource_allocation,mgda,22,0,0.0,,,,78.27306235596325,107.12427705121208,397.9590478951962,6.153295557999968,140,2.0,2071.5763549997064,13.528977000078156,0,0,0.0058116601842851,0.0058109998177359,0.005811719722586,0.0058122926239718,0.5292907204498228,0.783701095013936,0.8864226279725518,6.654703060380685,cuda,,0.0757771559501426,,,,0.0819901352125146,6.153295557999968,FDFL-MGDA,0.5,64,MGDA,0.0
medical_resource_allocation,mgda,33,0,0.0,,,,77.75169472424602,106.7502468539916,395.9483331989056,5.025804947000097,140,2.0,1895.1501829997144,11.59017899999526,0,0,0.0075561830787781,0.0075555612881017,0.0075561568251789,0.007556914407253,0.6096422697408471,0.8648388425153036,0.8632280997580006,6.570181616943612,cuda,,0.0752724132564643,,,,0.0813995541341414,5.025804947000097,FDFL-MGDA,0.5,64,MGDA,0.0
medical_resource_allocation,mgda,44,0,0.0,,,,80.41768606416167,107.28171736322268,397.7562733636573,6.457385914999918,140,2.0,2143.1971509998675,12.330883999993604,0,0,0.0082607905442814,0.0082591139625786,0.0082607747424371,0.0082626592525724,0.6722397559989844,0.9065462813851064,0.8803676100452862,6.592452600740362,cuda,,0.0778533936786661,,,,0.0844262649181589,6.457385914999918,FDFL-MGDA,0.5,64,MGDA,0.0
medical_resource_allocation,mgda,55,0,0.0,,,,76.10963999011324,105.999965577949,394.1982133073764,4.865254094999955,140,2.0,1857.941523000136,11.349903999985145,0,0,0.0062910661256947,0.0062903690049053,0.0062908749911924,0.0062921266129205,0.6059574837635583,0.8643249321709292,0.8579999406570064,6.581661747036889,cuda,,0.0736827189999502,,,,0.0795437162960001,4.865254094999955,FDFL-MGDA,0.5,64,MGDA,0.0
medical_resource_allocation,mgda,11,0,0.0,,,,794.3252404925197,32.9737198519592,210.43554572416863,6.5659890370000085,140,2.0,2091.1214080002765,11.5271129999428,0,0,84.75379405799183,33.49606548565031,56.791963662854485,309.3451280529872,-0.0830618782128195,-0.2577296402846993,0.8755142050392504,7.169588727260364,cuda,,0.1350081727214426,,,,0.1189490754042145,6.5659890370000085,FDFL-MGDA,2.0,64,MGDA,0.0
medical_resource_allocation,mgda,22,0,0.0,,,,793.9240407244733,34.92550882452625,220.27844092827647,5.106899892999991,140,2.0,1860.3810590000196,12.004362999959994,0,0,81.73177309499782,6.22739411528028,57.74409192925245,289.06911613421124,-0.0538123646667368,-0.2173028930809372,0.8824953741208494,7.204403066766655,cuda,,0.1349399824577836,,,,0.1188961394818099,5.106899892999991,FDFL-MGDA,2.0,64,MGDA,0.0
medical_resource_allocation,mgda,33,0,0.0,,,,777.8479566428086,36.11253595939495,218.47526218854432,5.847417672999995,140,2.0,2063.854518000767,12.101199999960954,0,0,84.04632441932752,33.76744265923349,57.4741992253046,344.23521557640487,-0.1264554941498187,-0.2957929093683299,0.8785604584773877,7.146791543993035,cuda,,0.1322075969993584,,,,0.1167697490722926,5.847417672999995,FDFL-MGDA,2.0,64,MGDA,0.0
medical_resource_allocation,mgda,44,0,0.0,,,,801.6046422899317,33.65545170088012,211.5727591900912,5.398071112999901,140,2.0,1951.6821969996272,11.634570999945026,0,0,85.41871305679376,31.79285229973756,61.037295564857615,397.2005953890271,-0.0279187005717419,-0.2112075800757099,0.8786311963946141,7.150399478452586,cuda,,0.1362454225091548,,,,0.1199084456668577,5.398071112999901,FDFL-MGDA,2.0,64,MGDA,0.0
medical_resource_allocation,mgda,55,0,0.0,,,,819.2353162006639,32.573572824791896,215.6173586153611,5.124049357999979,140,2.0,1912.2245120005343,11.612322000019049,0,0,78.43195179338629,9.112132737694518,57.81203303665384,280.4776813392613,-0.0095748697538396,-0.1801916441308506,0.876622871101743,7.129303599776377,cuda,,0.1392420351650231,,,,0.1222234001792722,5.124049357999979,FDFL-MGDA,2.0,64,MGDA,0.0
medical_resource_allocation,pcgrad,11,0,0.0,,,,61.57237089119894,32.6288671930071,189.50572780741183,5.040421687999924,140,2.0,1894.3862160003848,11.685253999985434,0,0,81.35790732580863,26.21080272300048,67.81518996920391,183.4218893849713,0.3947306054312998,0.5820934545366128,0.7293787461783096,7.258064797261372,cuda,,0.05960900226471,,,,0.0633874658607582,5.040421687999924,FDFL-PCGrad,0.5,64,PCGrad,0.0
medical_resource_allocation,pcgrad,22,0,0.0,,,,59.09793380369683,29.94774375732588,186.29524890542328,4.900462884000035,140,2.0,1886.820419000628,12.751460000004045,0,0,81.2557426865485,25.92507190168732,70.3821270874698,186.99346608742312,0.3924437237384545,0.5919805893922322,0.7398303351877863,7.333199474918465,cuda,,0.0572134679720086,,,,0.0606854956327589,4.900462884000035,FDFL-PCGrad,0.5,64,PCGrad,0.0
medical_resource_allocation,pcgrad,33,0,0.0,,,,58.96686262188428,30.00541468637203,181.51685769994785,6.150878428000056,140,2.0,2078.491113000041,11.817983000014465,0,0,84.13132109336671,29.7405403533232,69.88977085969563,181.7986733840517,0.3690015875845096,0.5506552803456859,0.654867733850473,7.274646868370304,cuda,,0.0570865762791857,,,,0.0605427548734192,6.150878428000056,FDFL-PCGrad,0.5,64,PCGrad,0.0
medical_resource_allocation,pcgrad,44,0,0.0,,,,59.42178313888735,31.534898876954276,186.62833180324608,4.888161607000029,140,2.0,1928.0113810008288,12.134339999988695,0,0,83.77333408540721,27.878428560925705,71.8549979179065,180.88929485833685,0.4095565220611712,0.5783322085557819,0.6573375750291517,7.263015343766476,cuda,,0.0575269906685588,,,,0.061038342848,4.888161607000029,FDFL-PCGrad,0.5,64,PCGrad,0.0
medical_resource_allocation,pcgrad,55,0,0.0,,,,58.36016521532167,29.41836303554604,177.07091267963747,6.835837038000022,140,2.0,2143.3521450003354,11.62263100002292,0,0,86.02325864293294,30.97269788248499,70.3826682118341,180.3786532940489,0.3466917144257904,0.5059489086446418,0.5941441322090496,7.32272540840836,cuda,,0.0564992247356551,,,,0.0598825419298945,6.835837038000022,FDFL-PCGrad,0.5,64,PCGrad,0.0
medical_resource_allocation,pcgrad,11,0,0.0,,,,761.2468873292491,26.808582463557656,127.02265981486818,4.82905357300001,140,2.0,1910.6020000002677,11.35802099997818,0,0,308.0158558466324,109.60614402809692,263.1534690483284,1211.856173559427,0.046825967826013,-0.1464082037239235,0.2235726453611539,7.77460681977274,cuda,,0.1293859819744399,,,,0.1145631201728234,4.82905357300001,FDFL-PCGrad,2.0,64,PCGrad,0.0
medical_resource_allocation,pcgrad,22,0,0.0,,,,761.8322573987971,25.36994129350937,126.56255594167904,7.008084292000035,140,2.0,2084.130181000205,12.743219000071804,0,0,314.4435606748588,174.74889783182277,251.65718671413663,1688.3349518832367,0.0277331488041927,-0.14173798973821,0.2138242245371462,7.828857794586654,cuda,,0.1294854749018037,,,,0.1146411156044844,7.008084292000035,FDFL-PCGrad,2.0,64,PCGrad,0.0
medical_resource_allocation,pcgrad,33,0,0.0,,,,763.2558412207418,30.63559281533254,127.24515973892484,4.907301748000009,140,2.0,1899.30866900022,11.36448299996573,0,0,332.23225694886474,126.6691050714358,272.7519695388495,1715.0658883099627,0.0318093216565457,-0.1562663862727734,0.3270345247071643,7.767578014218402,cuda,,0.1297274355505644,,,,0.1148307383429549,4.907301748000009,FDFL-PCGrad,2.0,64,PCGrad,0.0
medical_resource_allocation,pcgrad,44,0,0.0,,,,762.172415520622,28.72069571959166,127.85625870464436,5.932416972000056,140,2.0,1987.778696999726,12.215504999971929,0,0,321.3440475546925,121.82133886897194,257.19170427428185,1647.67058852767,0.0376720385621085,-0.1504626735476006,0.2739982413260745,7.767262551068788,cuda,,0.1295432901695591,,,,0.1146864323811024,5.932416972000056,FDFL-PCGrad,2.0,64,PCGrad,0.0
medical_resource_allocation,pcgrad,55,0,0.0,,,,761.7012808737545,29.210354271483357,127.9430540857441,4.987095058000023,140,2.0,1902.3472740001357,11.212502000034874,0,0,294.6867988738302,135.89667885778127,254.77644232189613,1147.0502588446907,0.0540850247015464,-0.1519350807106865,0.2816841148137898,7.766253733750984,cuda,,0.1294632133640683,,,,0.1146236653236952,4.987095058000023,FDFL-PCGrad,2.0,64,PCGrad,0.0
medical_resource_allocation,fplg,11,0,0.0,,,,74.65696772379431,105.4647334355257,392.8124598246041,4.489493326999991,140,2.0,1669.8607889996993,13.102725999942775,0,0,5.931127088092318,0.227651018993319,0.2651772155401076,25.17532000425765,0.4446969115870002,0.6252484952756401,0.8822225817281292,6.588563550749574,cuda,,0.0722763683404003,,,,0.0779072192125854,4.489493326999991,FDFL-Scal,0.5,64,FPLG,0.0
medical_resource_allocation,fplg,11,1,0.5,,,,68.41152363559809,100.59220013593014,380.1000444174296,4.819045253000013,140,2.0,1877.387137000028,11.548835000098734,0,0,10.402076703664902,0.3291986021761535,0.3763702487411792,52.31014459496244,0.4411293589677029,0.6128815036533272,0.8828011453839005,6.629226911251072,cuda,,0.0662300737863827,,,,0.0709276149585817,9.308538580000004,FDFL-Scal,0.5,64,FPLG,0.5
medical_resource_allocation,fplg,11,2,1.0,,,,62.888223221906856,58.51829682232122,291.49961055944914,4.3076512479999565,140,2.0,1719.3139490004796,11.597161000054257,0,0,30.13437577172847,0.366748697149623,0.4517047443828964,178.18028951367745,-0.0012723362678883,0.0793247458518186,0.8993749623253102,6.878191132315823,cuda,,0.0608828957891252,,,,0.0648299296393757,13.61618982799996,FDFL-Scal,0.5,64,FPLG,1.0
medical_resource_allocation,fplg,11,3,5.0,,,,59.811026025910905,31.37614755184881,187.8908123283872,4.151035583999942,140,2.0,1634.6339889997807,11.45655400000578,0,0,45.13687069137697,0.5473165881439315,0.5511237808992623,456.27884926121874,0.199703143043364,0.171578545472251,-0.1285463288268595,7.303986172453651,cuda,,0.0579038217016712,,,,0.0614627498078387,17.767225411999902,FDFL-Scal,0.5,64,FPLG,5.0
