task,method,seed,stage_idx,lambda,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,nan_or_inf_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,val_regret_normalized_true,test_regret_normalized_true,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,cumulative_wallclock_sec,method_label,alpha_fair,unfairness_level,group_bias,group_ratio,config_name
md_knapsack,fplg,22,1,0.5,,,,72.40483580530216,2.143707764888436,5.388959535080463,15.069044864000034,2880,160.0,14902.883005999456,671.411197999987,0,0,3.1743395994778765,0.4447693331913342,3.661217770736572,5.468750436794821,0.10666968662009788,0.07826233304186585,0.5477323981878089,7.486946348159362,cpu,,0.1638123690958187,,0.40501080435801107,,,30.523368836999907,FDFL-Scal,2.0,high,0.5,0.75,FPLG
md_knapsack,fplg,22,2,1.0,,,,71.67452740413908,2.1242743613091095,5.36421036301856,15.32335302499996,2880,160.0,15154.58422099914,789.6756879999884,0,0,3.9305169546703254,0.5719917237805382,4.605387554400622,6.923458884661791,0.13012302032709372,0.07650978875120067,0.5487218499194286,7.489083555147664,cpu,,0.16237594897859126,,0.40071471192453023,,,45.84672186199987,FDFL-Scal,2.0,high,0.5,0.75,FPLG
md_knapsack,fplg,22,3,5.0,,,,70.63041238230498,2.091459070869063,5.327483337516686,15.445102130000123,2880,160.0,15273.392034999006,722.4279459999252,0,0,7.169900714767325,1.6022305664400212,8.020743016319312,12.576686063895016,0.10389530870405887,0.04082925928851887,0.5515697360438281,7.496450247933108,cpu,,0.1603328935046137,,0.3946588387804463,,,61.29182399199999,FDFL-Scal,2.0,high,0.5,0.75,FPLG
md_knapsack,fplg,33,0,0.0,,,,72.22483167093698,2.124327042934047,5.3402606647612,15.872852594999813,2880,160.0,15704.666202000453,720.6729839999753,0,0,3.0637481664961568,0.40970702923348834,3.479281123925051,5.598499523486244,0.10040012245256684,0.0855101031249418,0.5735014073293492,7.242520750272593,cpu,,0.1631023737853768,,0.4028058190858575,,,15.872852594999813,FDFL-Scal,2.0,high,0.5,0.75,FPLG
md_knapsack,fplg,33,1,0.5,,,,71.55413422910844,2.1065478175627472,5.315216248778655,15.771153716999834,2880,160.0,15604.26855899982,772.2029470000962,0,0,3.492361207194994,0.540735567504229,3.8521673154646328,6.34073737550506,0.07607094117534682,0.06218953502181723,0.6152457401916773,7.245692236518434,cpu,,0.16179459782858271,,0.39888557714763967,,,31.644006311999647,FDFL-Scal,2.0,high,0.5,0.75,FPLG
md_knapsack,fplg,33,2,1.0,,,,70.68538851102021,2.079549770574206,5.2770569720555285,15.96788616699996,2880,160.0,15799.955735999674,759.8578770000586,0,0,4.618977275926393,0.7406118714526113,5.08331577339651,10.395391580018348,0.13677727752640395,0.10018931508992564,0.6050258924575849,7.253643441332214,cpu,,0.16006603762127475,,0.3937975371007304,,,47.61189247899961,FDFL-Scal,2.0,high,0.5,0.75,FPLG
md_knapsack,fplg,33,3,5.0,,,,69.25285126799086,2.0277019763295865,5.216693703991981,15.922986370999979,2880,160.0,15757.844308000813,1164.1007580001315,0,0,8.424433121784249,2.194743759942947,9.241451830684142,13.662461841751108,0.08113049762738025,0.07805111520632106,0.6048070856412606,7.270079238006532,cpu,,0.1571128657866402,,0.38516151118584896,,,63.534878849999586,FDFL-Scal,2.0,high,0.5,0.75,FPLG
md_knapsack,fplg,44,0,0.0,,,,72.5798760111024,2.1659361773388595,5.415888124188602,16.648359560000245,2880,160.0,16465.213584001503,1251.5500879999308,0,0,3.0268196469078523,0.40418747031190877,3.5666012552298754,5.058321815176013,0.13788549012835669,0.062087106315101726,0.5310885657075877,7.273588609027359,cpu,,0.16388226224252084,,0.40487593389047705,,,16.648359560000245,FDFL-Scal,2.0,high,0.5,0.75,FPLG
md_knapsack,fplg,44,1,0.5,,,,72.03062038944344,2.1502522238022044,5.3918529872075105,16.29432355400013,2880,160.0,16128.784420999636,781.4992690000508,0,0,3.351497069689998,0.5104830261277703,3.7196141082653624,6.845292836066336,0.09284422586719202,0.04701502943905282,0.5853457875044885,7.273886551233944,cpu,,0.1627949635227317,,0.4016352894036491,,,32.942683114000374,FDFL-Scal,2.0,high,0.5,0.75,FPLG
md_knapsack,fplg,44,2,1.0,,,,71.4678666609947,2.1317451044521425,5.365127640126412,16.14412180399995,2880,160.0,15975.066752999737,744.2091979996803,0,0,3.846340134311697,0.5752130326635182,4.339904605622657,7.318861494991451,0.11820743457896069,0.054873439151452943,0.5716144861257888,7.276424404543512,cpu,,0.16166379954340665,,0.39828643081409015,,,49.086804918000325,FDFL-Scal,2.0,high,0.5,0.75,FPLG
md_knapsack,fplg,44,3,5.0,,,,70.48815991931323,2.09705553298977,5.325095800297858,16.686756459000208,2880,160.0,16522.807763001765,810.936128999856,0,0,6.468995382236912,1.8282351428821864,7.204852318004516,11.835019317902674,0.10258530102246136,0.034136580218630266,0.6189101713003942,7.284318362714436,cpu,,0.1596607145174868,,0.39239199526785035,,,65.77356137700053,FDFL-Scal,2.0,high,0.5,0.75,FPLG
md_knapsack,fplg,55,0,0.0,,,,71.22067336477899,2.1512288220705225,5.399572626160206,16.5751001550002,2880,160.0,16407.046145001004,786.2238709999474,0,0,3.3444114947798838,0.44678805150575573,3.849082188836871,6.625654351929296,0.11305235196663428,0.0838773002112739,0.6618083944649301,7.331592875443263,cpu,,0.1605092431365128,,0.39488612305141546,,,16.5751001550002,FDFL-Scal,2.0,high,0.5,0.75,FPLG
md_knapsack,fplg,55,1,0.5,,,,70.34858622046812,2.1222866082036753,5.361596250608832,16.453257299000143,2880,160.0,16280.707583001913,1141.5206179999586,0,0,3.959014393799528,0.6813754856075059,4.710385743022712,7.439767607929431,0.11766177027613652,0.11532957185653454,0.636889190691651,7.333479374523358,cpu,,0.1588403317083738,,0.3899536216923184,,,33.02835745400034,FDFL-Scal,2.0,high,0.5,0.75,FPLG
md_knapsack,fplg,55,2,1.0,,,,69.31642453206499,2.0898146023614386,5.32199199447458,16.480857658999867,2880,160.0,16286.816671999532,1194.6557280002708,0,0,4.608200741704243,0.7992253858187591,5.253611406171977,8.014393740083502,0.11880866285500229,0.10491162249770454,0.6456304092812182,7.33949412173833,cpu,,0.15683913947937608,,0.38407292243049224,,,49.50921511300021,FDFL-Scal,2.0,high,0.5,0.75,FPLG
md_knapsack,fplg,55,3,5.0,,,,67.76650309886396,2.0273767406049727,5.257355921789897,16.151608295000187,2880,160.0,15965.351096001086,750.1792290004232,0,0,8.55020233378067,2.209859381871826,9.433901200272551,15.172168402578226,0.07261470414090329,0.05581123194933475,0.678690549239507,7.3583641461821685,cpu,,0.1536873350138664,,0.3750348652285362,,,65.6608234080004,FDFL-Scal,2.0,high,0.5,0.75,FPLG
md_knapsack,pcgrad,11,0,0.0,,,,67.52394154554057,2.0267638261367273,5.228923715891312,22.709134580999944,3840,160.0,22025.21187000093,916.0530170001948,0,0,55.640054588917266,30.326625661857186,54.895531868116294,91.3185003428033,0.12544808755443976,0.0794708582240028,0.6458113560028539,7.441351366758651,cpu,,0.15371372924021703,,0.375109158087194,,,22.709134580999944,FDFL-PCGrad,2.0,high,0.5,0.75,PCGrad
md_knapsack,pcgrad,22,0,0.0,,,,67.82670179870095,2.0936341401633802,5.359911185601158,23.903969787999813,3840,160.0,23201.646211000934,724.2265489999227,0,0,46.31160228960971,34.3378347057677,42.83838890151449,70.17216543363222,0.10667588526878083,0.056212903282910884,0.5470005447368529,7.521373596360308,cpu,,0.15504091643223453,,0.37876400052579023,,,23.903969787999813,FDFL-PCGrad,2.0,high,0.5,0.75,PCGrad
md_knapsack,pcgrad,33,0,0.0,,,,67.8574520243839,2.0420409600555693,5.232837047032536,22.455544518999886,3840,160.0,21769.817769999918,1223.5232299999552,0,0,55.88481592240485,31.69854014925598,54.85816197169775,89.12698144151346,0.16600864637237495,0.09585322374599928,0.5915671632255449,7.290364549419221,cpu,,0.1548814335697642,,0.3785482810070707,,,22.455544518999886,FDFL-PCGrad,2.0,high,0.5,0.75,PCGrad
md_knapsack,pcgrad,44,0,0.0,,,,67.23112553746455,2.089878558074146,5.354837248426004,22.872918993999974,3840,160.0,22195.952201002456,785.8252840001114,0,0,50.92729680571894,33.06346869600682,48.59666774804488,73.96866679969517,0.11362679603391804,0.09302453483878917,0.5490644050726873,7.3195007103132275,cpu,,0.15347115287016705,,0.374031955697882,,,22.872918993999974,FDFL-PCGrad,2.0,high,0.5,0.75,PCGrad
md_knapsack,pcgrad,55,0,0.0,,,,65.21454721704683,1.9931077141180746,5.2684312299557226,23.856157453999913,3840,160.0,23128.37578200015,795.1204510000025,0,0,59.09771797012204,38.27990495788103,57.21405340415174,93.8302404103424,0.14684690126036043,0.13446504294116773,0.6922079385652854,7.393380070728657,cpu,,0.14868219508084182,,0.36080123310587375,,,23.856157453999913,FDFL-PCGrad,2.0,high,0.5,0.75,PCGrad
md_knapsack,mgda,11,0,0.0,,,,73.35985797945366,2.173642078994578,5.365085073204788,22.092203215000154,3840,160.0,21355.34898199967,788.0055749997155,0,0,0.41733350323021307,0.2626008372987864,0.4219119703340095,0.6016985041486662,0.18354125883858835,0.13964226937000673,0.6506776026987158,7.396564383011076,cpu,,0.1652248879852315,,0.4092937618761656,,,22.092203215000154,FDFL-MGDA,2.0,high,0.5,0.75,MGDA
md_knapsack,mgda,22,0,0.0,,,,73.39783448611914,2.165369143042404,5.421944522755671,23.908118882000053,3840,160.0,23108.072885997444,813.6060100000577,0,0,0.3622374164117782,0.2442412545702687,0.3614272974348578,0.5110965445893874,0.13734882987571898,0.10496634085045442,0.5375841322766474,7.487074650733551,cpu,,0.1657314837974335,,0.4108127222397694,,,23.908118882000053,FDFL-MGDA,2.0,high,0.5,0.75,MGDA
md_knapsack,mgda,33,0,0.0,,,,72.68172535155149,2.1338890912359343,5.3577493240801095,23.097440263999943,3840,160.0,22299.904600999525,1129.2936780000673,0,0,0.3987869948092567,0.22859830150660632,0.38460614400466675,0.6926856086717148,0.14058586794614208,0.0789477086621006,0.5706656207979037,7.241518191152433,cpu,,0.16396076968762135,,0.4053791456606216,,,23.097440263999943,FDFL-MGDA,2.0,high,0.5,0.75,MGDA
md_knapsack,mgda,44,0,0.0,,,,73.02363626685892,2.1755424074006813,5.433229978500606,22.57743813199977,3840,160.0,21819.73252100215,825.6966680000914,0,0,0.3667771086581939,0.2675581234143733,0.35861608144026236,0.5081242838839363,0.15119219497317937,0.10774956921592756,0.5311314385788183,7.274226290148893,cpu,,0.16474042533362637,,0.4074446306763413,,,22.57743813199977,FDFL-MGDA,2.0,high,0.5,0.75,MGDA
md_knapsack,mgda,55,0,0.0,,,,71.83834343267351,2.165102825056154,5.423730437200394,24.38829732899967,3840,160.0,23564.009581999017,781.6513500001747,0,0,0.44527166459050865,0.29045911647434663,0.43169100583137365,0.6060610746649301,0.14388202120934188,0.11358090848244676,0.6603737996540728,7.331827272368229,cpu,,0.16163413450387426,,0.3983016271877588,,,24.38829732899967,FDFL-MGDA,2.0,high,0.5,0.75,MGDA
md_knapsack,cagrad,11,0,0.0,,,,70.75803194141645,2.1448616765582162,5.331571894106374,22.96760976600035,3840,160.0,22173.93835799976,1234.964575000049,0,0,18.782521402025033,11.176797851248047,18.05826347962053,26.83197877598797,0.12741872027006168,0.10213682940850263,0.6493465712756652,7.398199491468447,cpu,,0.16052738569119837,,0.3948793818939814,,,22.96760976600035,FDFL-CAGrad,2.0,high,0.5,0.75,CAGrad
md_knapsack,cagrad,22,0,0.0,,,,71.39693799970044,2.138795419746191,5.385498330825214,23.585681783999917,3840,160.0,22766.193121000924,796.8365949996041,0,0,16.990872713303776,8.691701804833313,16.206229275970575,24.961941126485854,0.17395221346562992,0.1064755957632606,0.5421300424405423,7.487994609699361,cpu,,0.1620721918877781,,0.3995917519031549,,,23.585681783999917,FDFL-CAGrad,2.0,high,0.5,0.75,CAGrad
md_knapsack,cagrad,33,0,0.0,,,,70.71422399544954,2.113104727411659,5.324723323821147,24.0534824639999,3840,160.0,23223.744989999886,806.9741320000503,0,0,17.855950029765403,10.828165976936207,16.35749869752585,30.295038097514855,0.1251241254638027,0.06806246466786944,0.5805264529964388,7.24684935940084,cpu,,0.1603435261216498,,0.3944432580520364,,,24.0534824639999,FDFL-CAGrad,2.0,high,0.5,0.75,CAGrad
md_knapsack,cagrad,44,0,0.0,,,,71.34351089519845,2.155315731061192,5.415220235415427,23.168193054000312,3840,160.0,22385.866695000914,856.0849399996187,0,0,15.483327440814957,10.763172597676926,15.01634972370689,28.114563623770938,0.11908152932607366,0.09709886423743884,0.5356865739214122,7.281512772569533,cpu,,0.1613926064867822,,0.3974653633769015,,,23.168193054000312,FDFL-CAGrad,2.0,high,0.5,0.75,CAGrad
