task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,loss_dec_normalized,loss_dec_normalized_pred_obj,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_cagrad_c,mo_cagrad_g0_norm,mo_cagrad_gw_norm,mo_cagrad_direction_norm,mo_cagrad_w_decision_regret,mo_cagrad_w_pred_fairness,mo_cagrad_w_pred_loss,mo_method,method_label,alpha_fair,hidden_dim,config_name
medical_resource_allocation,cagrad,11,0,0.0,0,1.0,0.0,0.0002,119.23002158763177,400.3086114968543,123.51719737381464,0.04364869397508156,61.397710754741176,26.460069308141744,56.80246755950594,0.023406809968280387,0.7263703583395159,0.8120282949494102,0.8568591743736382,2,17.966646999866498,0,0,0,cuda,0.11864968156203795,0.13462261155396596,0.04364869397508156,26.460069308141744,61.397710754741176,0.8120282949494102,0.7263703583395159,0.8568591743736382,0.7761100724643328,0.04364869397508156,0.5,28.40123377975299,28.401233779752985,56.80246755950594,0.3333333333333333,0.3333333333333333,0.3333333333333333,cagrad,FDFL-CAGrad,0.5,64,CAGrad
medical_resource_allocation,cagrad,11,0,0.0,5,1.0,0.0,0.001,98.38292965604569,390.39244205508663,118.87596573880005,0.03238512990665522,98.41103455214176,44.89756788912397,46.70556776885507,0.10244626418224839,0.7510338345381643,0.8205137235897271,0.8943767703866726,2,22.841454999934285,0,0,0,cuda,0.09790406073398801,0.10852954377961993,0.03238512990665522,44.89756788912397,98.41103455214176,0.8205137235897271,0.7510338345381643,0.8943767703866726,0.7913305491229101,0.03238512990665522,0.5,46.67994462541033,0.032385129909089906,46.70556776885507,0.999999999998933,6.702781364945973e-14,0.0,cagrad,FDFL-CAGrad,0.5,64,CAGrad
medical_resource_allocation,cagrad,11,0,0.0,10,1.0,0.0,0.0009975062344139652,77.54999626544361,363.01504362958605,104.36048434798168,0.014571492111892796,145.84251593270758,75.64832978028663,72.42134780454114,0.10345705260977064,0.646566074662337,0.717659945156518,0.9151682114301226,2,22.323463000020638,0,0,0,cuda,0.07717252953166122,0.08362617282350279,0.014571492111892796,75.64832978028663,145.84251593270758,0.717659945156518,0.646566074662337,0.9151682114301226,0.6841669835442169,0.014571492111892796,0.5,72.41137925059229,0.014571492111878226,72.42134780454114,0.9999999999989999,0.0,0.0,cagrad,FDFL-CAGrad,0.5,64,CAGrad
medical_resource_allocation,cagrad,11,0,0.0,15,1.0,0.0,0.0009950248756218907,71.02507765457756,330.1576851943913,87.57981719376626,0.006856852043633033,161.39933384459465,77.26180349533107,156.34379325863173,0.1090121975183494,0.4613353601069737,0.5066215886700592,0.9212876082234646,2,22.426862999964214,0,0,0,cuda,0.07067937029971001,0.0760548814272039,0.006856852043633033,77.26180349533107,161.39933384459465,0.5066215886700592,0.4613353601069737,0.9212876082234646,0.484439119347434,0.006856852043633033,0.5,78.17189662931588,78.17189662931588,156.34379325863173,0.3333333333333333,0.3333333333333333,0.3333333333333333,cagrad,FDFL-CAGrad,0.5,64,CAGrad
medical_resource_allocation,cagrad,11,0,0.0,20,1.0,0.0,0.0009925558312655087,68.05112105123533,293.9488166660203,69.61866412574354,0.004703106153627501,163.61477805726253,76.89755033890687,78.80278042989869,0.10644394693024849,0.24219397294337003,0.25739754448298124,0.9221277068261122,2,23.84250799991605,0,0,0,cuda,0.0677198891282122,0.07263899372999216,0.004703106153627501,76.89755033890687,163.61477805726253,0.25739754448298124,0.24219397294337003,0.9221277068261122,0.2514233036929975,0.004703106153627501,0.5,78.8015980908875,0.004703106153622797,78.80278042989869,0.9999999999989999,0.0,0.0,cagrad,FDFL-CAGrad,0.5,64,CAGrad
medical_resource_allocation,cagrad,11,0,0.0,25,1.0,0.0,0.0009900990099009901,67.25805766421479,261.46281819875014,54.76090403164757,0.003970721630401817,150.10505350827802,64.16733607438175,140.04704267190888,0.10725249038028922,0.1716958550219546,0.16755269701890235,0.9074265726710578,2,25.88309499992647,0,0,0,cuda,0.0669306858967145,0.07173174048815162,0.003970721630401817,64.16733607438175,150.10505350827802,0.16755269701890235,0.1716958550219546,0.9074265726710578,0.17388345967896773,0.003970721630401817,0.5,70.02352133595446,70.02352133595446,140.04704267190888,0.3333333333333333,0.3333333333333333,0.3333333333333333,cagrad,FDFL-CAGrad,0.5,64,CAGrad
medical_resource_allocation,cagrad,11,0,0.0,30,1.0,0.0,0.0009876543209876543,66.00838090965442,233.716824741119,43.398548754160544,0.003427439826431626,117.32060929015519,40.44956670863969,100.92985721841251,0.10531960360703196,0.1769717141213108,0.22099385502647953,0.7923061107458976,2,23.17595399995298,0,0,0,cuda,0.06568709181688713,0.07030523847157781,0.003427439826431626,40.44956670863969,117.32060929015519,0.22099385502647953,0.1769717141213108,0.7923061107458976,0.19620862294634095,0.003427439826431626,0.5,50.46492860920626,50.46492860920626,100.92985721841251,0.3333333333333333,0.3333333333333333,0.3333333333333333,cagrad,FDFL-CAGrad,0.5,64,CAGrad
medical_resource_allocation,cagrad,11,0,0.0,35,1.0,0.0,0.0009852216748768474,64.21091568392137,213.8678067556865,37.65630428354762,0.002842242731038684,73.02289145515354,29.66524777638315,27.646843904249703,0.09212631433990813,0.32785705791879216,0.3892953847003659,0.1537120637691463,2,24.101094999878114,0,0,0,cuda,0.06389837557065786,0.06826008405829978,0.002842242731038684,29.66524777638315,73.02289145515354,0.3892953847003659,0.32785705791879216,0.1537120637691463,0.4280293679671341,0.002842242731038684,0.5,27.645627460227345,0.0028422427310358417,27.646843904249703,0.9999999999989999,0.0,0.0,cagrad,FDFL-CAGrad,0.5,64,CAGrad
medical_resource_allocation,cagrad,11,0,0.0,40,1.0,0.0,0.0009828009828009828,62.51077320185129,204.0475553822008,36.84842028036448,0.0023402813793192267,45.77102317512875,52.123836663508996,25.59108191182742,0.07474676680358681,0.5996041085766558,0.22883445953485643,0.2266599573854419,2,24.85857000010583,0,0,0,cuda,0.0622065083595172,0.06633284290627707,0.0023402813793192267,52.123836663508996,45.77102317512875,0.22883445953485643,0.5996041085766558,0.2266599573854419,0.5129597464269415,0.0023402813793192267,0.5,25.589881520539635,0.002340281379316886,25.59108191182742,0.9999999999989999,0.0,0.0,cagrad,FDFL-CAGrad,0.5,64,CAGrad
medical_resource_allocation,cagrad,11,0,0.0,45,1.0,0.0,0.000980392156862745,60.65536873399981,196.68389537739625,34.21846469011642,0.0019725407428775317,45.31688267968123,56.75556224342672,30.59761085319074,0.06908766270871203,0.47724020051994154,0.09839124687154989,0.6124998302988887,2,23.15076000013505,0,0,0,cuda,0.060360134884548396,0.0642375202728676,0.0019725407428775317,56.75556224342672,45.31688267968123,0.09839124687154989,0.47724020051994154,0.6124998302988887,0.2965283684446277,0.0019725407428775317,0.5,30.597025996894978,0.001972540742875559,30.59761085319074,0.9999999999989999,0.0,0.0,cagrad,FDFL-CAGrad,0.5,64,CAGrad
