task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,loss_dec_normalized,loss_dec_normalized_pred_obj,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_pcgrad_n_projections,mo_pcgrad_conflict_fraction,mo_method,method_label,alpha_fair,hidden_dim,config_name
medical_resource_allocation,pcgrad,55,0,0.0,0,1.0,0.0,0.0005,1605.3343870204508,393.18897296106513,123.9734841427273,822.9693757896305,22.794526733729565,9.112132737703053,845.1595902504167,0.4225797951252084,0.6353600775561502,0.8147355710128457,0.8579731446472745,2,24.838326999997662,0,0,0,cuda,0.272142326212755,0.21392443330058772,822.9693757896305,9.112132737703053,22.794526733729565,0.8147355710128457,0.6353600775561502,0.8579731446472745,0.9996645562312,9.112132737703053,0.0,0.0,pcgrad,FDFL-PCGrad,2.0,64,PCGrad
medical_resource_allocation,pcgrad,55,0,0.0,5,0.4082482904638631,0.0,0.0004987531172069826,884.8811800374533,331.03726297230537,88.4740977391049,270.41718002054694,108.45646112481808,65.96628469945675,335.61752768645994,0.16739028812292267,0.07401374182348425,-0.07278717088273393,0.9047178321811584,2,27.284205999990263,0,0,0,cuda,0.15000838747635475,0.13044112469957014,270.41718002054694,65.96628469945675,108.45646112481808,-0.07278717088273393,0.07401374182348425,0.9047178321811584,0.8253793767224432,62.87251912013099,2.0,0.3333333333333333,pcgrad,FDFL-PCGrad,2.0,64,PCGrad
medical_resource_allocation,pcgrad,55,0,0.0,10,0.30151134457776363,0.0,0.0004975124378109454,786.2230918259456,273.32043705635965,62.29968723162318,228.47542697624257,137.04027734627272,77.0739848266569,318.5527536623836,0.15848395704596202,-0.33579474726567476,-0.5033474453666411,0.8709268257448055,2,27.608989999976075,0,0,0,cuda,0.13328349710917367,0.11760825728880613,228.47542697624257,77.0739848266569,137.04027734627272,-0.5033474453666411,-0.33579474726567476,0.8709268257448055,0.5602197250183164,55.493753357225174,4.0,0.6666666666666666,pcgrad,FDFL-PCGrad,2.0,64,PCGrad
medical_resource_allocation,pcgrad,55,0,0.0,15,0.25,0.0,0.0004962779156327543,806.8727547610351,200.6926662010138,31.17554630910386,352.98926387399945,112.28043656856896,38.62591915236712,392.1018313571715,0.1945914795817228,0.037999379406374836,-0.0682663858875252,0.7627658903750542,2,26.007028999970316,0,0,0,cuda,0.13678410567527735,0.12032549099903563,352.98926387399945,38.62591915236712,112.28043656856896,-0.0682663858875252,0.037999379406374836,0.7627658903750542,0.9069348487424831,38.62591915236712,2.0,0.3333333333333333,pcgrad,FDFL-PCGrad,2.0,64,PCGrad
medical_resource_allocation,pcgrad,55,0,0.0,20,0.2182178902359924,0.0,0.0004950495049504951,758.4365958900271,167.05916149879764,25.299177403333186,116.07199338266561,89.21277345971205,20.154524484087904,156.7346749489925,0.07759142324207552,-0.07950594696101716,-0.3044292872705497,0.4077388632600659,2,32.356886000002305,0,0,0,cuda,0.12857302575663682,0.11392530463009848,116.07199338266561,20.154524484087904,89.21277345971205,-0.3044292872705497,-0.07950594696101716,0.4077388632600659,0.6745575264353136,18.014278783818497,4.0,0.6666666666666666,pcgrad,FDFL-PCGrad,2.0,64,PCGrad
medical_resource_allocation,pcgrad,55,0,0.0,25,0.19611613513818404,0.0,0.0004938271604938272,747.2953924902758,149.13236062125787,23.65240430241832,106.92718372997399,71.80090207286335,18.928080581655585,136.00786526202984,0.06716437790717524,0.05580233913861541,-0.20169891109776195,0.06192813249344799,2,26.357970000049136,0,0,0,cuda,0.12668432703160346,0.11243994790037579,106.92718372997399,18.928080581655585,71.80090207286335,-0.20169891109776195,0.05580233913861541,0.06192813249344799,0.7836589591926186,17.679024907285054,2.0,0.3333333333333333,pcgrad,FDFL-PCGrad,2.0,64,PCGrad
medical_resource_allocation,pcgrad,55,0,0.0,30,0.1796053020267749,0.0,0.0004926108374384237,743.2606197028208,138.93400632259352,22.78906698951993,149.69292544546218,55.37388915733436,22.639324824876454,162.95490063953477,0.08027335006873634,0.012576850822002418,-0.048816183381927315,-0.0535397558915955,2,27.594548000024588,0,0,0,cuda,0.126000337165694,0.11190079878915056,149.69292544546218,22.639324824876454,55.37388915733436,-0.048816183381927315,0.012576850822002418,-0.0535397558915955,0.9199046906880196,20.55964232143876,4.0,0.6666666666666666,pcgrad,FDFL-PCGrad,2.0,64,PCGrad
medical_resource_allocation,pcgrad,55,0,0.0,35,0.16666666666666666,0.0,0.0004914004914004914,743.2087588356972,133.07138279772948,21.836254862078967,226.8455377659894,49.12198125661728,20.585621112244684,231.87922385288442,0.11394556454687195,0.032155355998390346,-0.2671800523330366,0.015644706674069878,2,27.293761999999333,0,0,0,cuda,0.1259915455163451,0.11189386458365391,226.8455377659894,20.585621112244684,49.12198125661728,-0.2671800523330366,0.032155355998390346,0.015644706674069878,0.9152681271132055,19.0907874284373,2.0,0.3333333333333333,pcgrad,FDFL-PCGrad,2.0,64,PCGrad
medical_resource_allocation,pcgrad,55,0,0.0,40,0.15617376188860607,0.0,0.0004901960784313725,743.8680070813916,129.70064231592679,20.958798974055597,246.32654927505556,39.944458129666046,25.24205867396282,260.0176711629595,0.12745964272694096,0.19952427963196584,-0.031490562589499095,0.16319565078358808,2,27.37475899994024,0,0,0,cuda,0.12610330375972761,0.1119820031951827,246.32654927505556,25.24205867396282,39.944458129666046,-0.031490562589499095,0.19952427963196584,0.16319565078358808,0.9770573141704991,22.84784210536697,2.0,0.3333333333333333,pcgrad,FDFL-PCGrad,2.0,64,PCGrad
medical_resource_allocation,pcgrad,55,0,0.0,45,0.14744195615489714,0.0,0.000488997555012225,741.6102618518544,126.9396272995906,19.858181336917756,246.4593607321893,36.225424717607154,20.095115040928107,244.89970712818592,0.11975535800889289,-0.009630149827359335,-0.2976310463315511,0.08232795682141522,2,26.15359100002479,0,0,0,cuda,0.12572056229244838,0.11168007985607686,246.4593607321893,20.095115040928107,36.225424717607154,-0.2976310463315511,-0.009630149827359335,0.08232795682141522,0.9173642914485084,18.158518012142718,4.0,0.6666666666666666,pcgrad,FDFL-PCGrad,2.0,64,PCGrad
