task,method,seed,stage_idx,lambda,early_stop_enabled,early_stop_applied,early_stop_step,early_stop_metric,train_regret,train_fairness,train_pred_mse,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,nan_or_inf_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,train_regret_normalized,val_regret_normalized_true,test_regret_normalized_true,train_regret_normalized_true,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,train_regret_normalized_pred_obj,train_decision_ms_eval,val_decision_ms_eval,test_decision_ms_eval,cumulative_wallclock_sec
medical_resource_allocation,fpto,22,0,0.0,0,0,70,,49.24186488839382,0.00522792501715319,138.02466314744325,,,,49.23482740637621,0.004940035880565907,137.71154253758803,2.697798000000148,140,4.0,424.00980000002164,11.06539999909728,0,0,53.915380195361614,20.30325474237973,44.13762510585115,123.60526150707057,0.0,0.0,0.2074156615817719,7.610838621452159,cpu,,0.049580484422528354,0.04954437650891364,,,,,0.05216694692175321,0.0521269749837808,6.6582999997990555,0.0,4.407099999298225,2.697798000000148
medical_resource_allocation,fpto,22,1,0.5,0,0,70,,49.241962153627014,0.0052272210943881126,138.0246101358703,,,,49.23499881680277,0.00493994873438941,137.71145624949358,2.71604490000027,140,4.0,407.670199995664,11.599399999795423,0,0,53.915764428088956,20.303200320129275,44.13750115402899,123.60741444710337,0.0,0.0,0.20737522071341002,7.610839233896055,cpu,,0.04958065703635543,0.04954447437168438,,,,,0.0521671380148373,0.05212708331505793,4.368699999758974,0.0,7.23070000003645,5.413842900000418
medical_resource_allocation,fpto,22,2,1.0,0,0,70,,49.24204425788173,0.005226493049139358,138.0245836806212,,,,49.2351385897357,0.004939779655995347,137.71141931588474,2.7128156999997373,140,4.0,417.67479999816715,12.476500000047963,0,0,53.9160843962847,20.303145901732346,44.13809201815296,123.6093598033262,0.0,0.0,0.2073248555296958,7.610841686992162,cpu,,0.04958079779057533,0.04954455698033696,,,,,0.052167293837619894,0.05212717476048162,4.542700000456534,0.0,7.933799999591429,8.126658600000155
medical_resource_allocation,fpto,22,3,2.0,0,0,70,,49.24217460935404,0.005225035325726823,138.02441645900834,,,,49.23545684329872,0.004939607211173369,137.71138096720543,2.7137972000000445,140,4.0,413.90509999837377,12.327599999480299,0,0,53.91675726381405,20.303037076499198,44.139985973137044,123.61258849724582,0.0,0.0,0.207218799542932,7.610838915453982,cpu,,0.04958111827846277,0.04954468813260825,,,,,0.052167648635782805,0.052127319942340176,4.279099999621394,0.0,8.048499999858905,10.8404558000002
medical_resource_allocation,saa,22,0,0.0,0,0,0,,74.52430041946445,0.008700370760180487,248.7187729635283,,,,74.90155957119816,0.010066792331685392,247.7758701710033,2.390000008745119e-05,0,4.0,0.0,8.576699999139237,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.654704964148793,cpu,,0.07542741191902562,0.07498213171685936,,,,,0.08158084383139819,0.08106019817328321,4.223199999614735,0.0,4.353499999524502,2.390000008745119e-05
medical_resource_allocation,wdro,22,0,0.0,0,0,70,,49.24186488839382,0.00522792501715319,138.02466314744325,,,,49.23482740637621,0.004940035880565907,137.71154253758803,4.882541899999524,140,4.0,406.2923999981649,8.989199999632547,0,0,53.915380195361614,20.30325474237973,44.13762510585115,123.60526150707057,0.0,0.0,0.0,7.610838621452159,cpu,,0.049580484422528354,0.04954437650891364,,,,,0.05216694692175321,0.0521269749837808,4.550099999505619,0.0,4.439100000126928,4.882541899999524
medical_resource_allocation,fdfl,22,0,0.0,0,0,70,,75.05098063721368,0.01357648278433643,398.77106056646124,,,,75.55553846042358,0.015287852497870125,396.112800203206,3.2894492000004902,140,4.0,896.0239999987607,16.01950000076613,0,0,0.005576599611588495,0.005575570407509977,0.005576540377956156,0.005577592056921959,0.0,0.5484858239436523,0.0,6.654701062767506,cpu,,0.07608598211898338,0.07551204753274299,,,,,0.08235179967664683,0.08167986108549903,7.844400000067253,0.0,8.175100000698876,3.2894492000004902
medical_resource_allocation,fdfl,22,1,0.5,0,0,70,,75.05075001931493,0.013576471606425722,398.77113656044884,,,,75.55530355167923,0.015287841984714334,396.11287415873454,3.287905399999545,140,4.0,913.4964999975637,9.450300000935385,0,0,0.005737830287908858,0.005736784474510712,0.005737777446765612,0.005738815389784895,0.0,0.5484929520764266,0.0,6.654700908877236,cpu,,0.07608574556104354,0.07551181549807023,,,,,0.08235152255254069,0.08167958959773229,4.473700000744429,0.0,4.976600000190956,6.577354600000035
medical_resource_allocation,fdfl,22,2,1.0,0,0,70,,75.05051939795919,0.013576460427906945,398.771212543628,,,,75.55506863507355,0.015287831471500923,396.1129481001751,3.246922500000437,140,4.0,882.1836000006442,12.140600000748236,0,0,0.005908416238046404,0.005907437817887251,0.0059083737272793806,0.005909388462552001,0.0,0.5485022278796152,0.0,6.65470075512134,cpu,,0.07608550899518716,0.07551158345991925,,,,,0.08235124541930236,0.08167931810603218,7.902000000285625,0.0,4.238600000462611,9.824277100000472
medical_resource_allocation,fdfl,22,3,2.0,0,0,70,,75.05005812981119,0.013576438070339814,398.7713644750868,,,,75.55459878344709,0.015287810444230998,396.1130959517003,3.3007313000007343,140,4.0,918.5852000018713,12.427199999365257,0,0,0.006274563440821048,0.0062737571031680865,0.006274521481471212,0.006275493195288903,0.0,0.5485204712949361,0.0,6.654700448094894,cpu,,0.07608503584493005,0.07551111935802449,,,,,0.08235069113152704,0.08167877509309654,4.401399999551359,0.0,8.025799999813898,13.125008400001207
medical_resource_allocation,fdfl-0.1,22,0,0.0,0,0,70,,74.76301426379746,0.013574630741504778,398.561269522704,,,,75.25914749127139,0.015285446232325084,395.90439233121333,3.2935493999993923,140,4.0,888.6456999971415,11.243399999329995,0,0,0.18254584977419785,0.1824827650065621,0.18255128874322069,0.18259144950906436,0.5314529271893186,0.5542588530916374,-0.18194384942612643,6.65459966129736,cpu,,0.07578751031349219,0.0752223120716922,,,,,0.08200225722896178,0.08134096773053169,4.390600000078848,0.0,6.852799999251147,3.2935493999993923
medical_resource_allocation,fdfl-0.1,22,1,0.5,0,0,70,,74.76278100343882,0.013574619196713322,398.56134358848743,,,,75.25891008387782,0.015285435445285267,395.9044643866238,3.256085500000154,140,4.0,841.4065999995728,15.81149999947229,0,0,0.1826244205346045,0.1825605002453895,0.182631048126501,0.18266708409564644,0.5314529804313283,0.5542686443577102,-0.18192798869965254,6.654599541595859,cpu,,0.07578727123936116,0.0752220773783259,,,,,0.0820019773380434,0.0813406933040498,7.77749999997468,0.0,8.03399999949761,6.549634899999546
medical_resource_allocation,fdfl-0.1,22,2,1.0,0,0,70,,74.76254930820221,0.013574607698234042,398.5614181228146,,,,75.2586741465044,0.015285424695953398,395.904536899293,3.236797500000648,140,4.0,869.0124000004289,12.299000000894011,0,0,0.1827026206069791,0.1826368777275829,0.18270894419275718,0.1827468451268043,0.5314534940168816,0.5542725945085452,-0.18191859875220406,6.654599421969413,cpu,,0.07578703364557067,0.07522184425969679,,,,,0.08200169918034549,0.08134042071904284,8.029600000554638,0.0,4.269400000339374,9.786432400000194
medical_resource_allocation,fdfl-0.1,22,3,2.0,0,0,70,,74.76208428654627,0.013574584636457332,398.5615666130199,,,,75.2582007128874,0.01528540315372684,395.90468136332584,3.1966793000001417,140,4.0,834.2159999983778,11.43939999928989,0,0,0.18286119492213385,0.18279583848702485,0.1828682156623888,0.1829070659896628,0.5314554793768194,0.554291797313881,-0.18188532657783743,6.654599183218353,cpu,,0.07578655688817536,0.07522137638123486,,,,,0.08200114102755549,0.08133987363038837,3.5588999999163207,0.0,7.880499999373569,12.983111700000336
medical_resource_allocation,fdfl-0.5,22,0,0.0,0,0,70,,74.53207201547673,0.013576978427829234,398.17454031957124,,,,75.01672602126564,0.015287231063904172,395.52066682261545,3.244361800000661,140,4.0,851.4584999938961,10.510599999179249,0,0,0.4314673059487547,0.42944200894940215,0.4314637363092887,0.4335654035690308,0.5299106448192359,0.558585614297048,-0.1744116719446215,6.654567501072668,cpu,,0.07554338690430258,0.07498995105676007,,,,,0.0817165303748901,0.08106933664388934,4.125899999962712,0.0,6.3846999992165365,3.244361800000661
medical_resource_allocation,fdfl-0.5,22,1,0.5,0,0,70,,74.53183623228199,0.013576966371098731,398.1746143450962,,,,75.01648581597067,0.015287219861990886,395.5207387589698,3.2644725000000108,140,4.0,879.7960999991119,8.814699999675213,0,0,0.4314602381581707,0.429431345077154,0.43145528575684433,0.4335628695262525,0.52991144205845,0.558590610486373,-0.17439825711331688,6.654567368004856,cpu,,0.07554314501262727,0.07498971382505894,,,,,0.08171624733493821,0.08106905938868299,4.411500000060187,0.0,4.403199999615026,6.508834300000672
medical_resource_allocation,fdfl-0.5,22,2,1.0,0,0,70,,74.53160036026759,0.01357695432521877,398.1746881674753,,,,75.01624550832491,0.015287208670314856,395.52081048771,3.2604742999992595,140,4.0,870.7413000020097,11.041199999453966,0,0,0.431453496227395,0.4294208700331736,0.43144884507134673,0.43355175116022215,0.5299126438877456,0.5585949350738889,-0.174386029716734,6.65456723493943,cpu,,0.07554290301788259,0.07498947650399249,,,,,0.08171596417453203,0.08106878202917672,4.438699999809614,0.0,6.602499999644351,9.769308599999931
medical_resource_allocation,fdfl-0.5,22,3,2.0,0,0,70,,74.53112779696619,0.01357693019596784,398.17483573356014,,,,75.01576393187997,0.01528718625323322,395.52095383439666,3.31418020000001,140,4.0,898.3938999981547,11.831400000119174,0,0,0.4314407885604661,0.4294004864850434,0.43143283468907545,0.43355042038149316,0.5299133752565258,0.5586081841509675,-0.17435680112366927,6.654566969322048,cpu,,0.07554241806049197,0.07498900103755388,,,,,0.08171539672161518,0.08106822634721807,4.359200000180863,0.0,7.4721999999383115,13.083488799999941
