task,method,seed,stage_idx,lambda,train_regret,train_fairness,train_pred_mse,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,nan_or_inf_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,train_regret_normalized,val_regret_normalized_true,test_regret_normalized_true,train_regret_normalized_true,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,train_regret_normalized_pred_obj,train_decision_ms_eval,val_decision_ms_eval,test_decision_ms_eval,cumulative_wallclock_sec
medical_resource_allocation,fpto,11,0,0.0,1177.6350763261435,0.5921325341623255,287.53228091079495,,,,1159.5520050220393,0.6313936626395626,286.99345602906965,2.378102900001977,140,4.0,426.01379996631294,10.405799999716692,0,0,48.39591643312566,20.013496820611348,36.88494939877047,116.58876091014149,0.0,0.0,-0.6427260577187605,6.900089806804138,cpu,,0.19708425389635456,0.19963712961756255,,,,,0.1646369111070259,0.1664145971217194,4.2864999995799735,0.0,6.119300000136718,2.378102900001977
medical_resource_allocation,fpto,11,1,0.5,1178.1592150660626,0.5807248226884723,288.5802441459197,,,,1160.0194636959295,0.6197430316961302,288.0422136539528,2.4075783000007505,140,4.0,443.73270000505727,15.735799992398825,0,0,48.150261832271525,20.00140707318488,36.77038906748503,115.79958470193468,0.0,0.0,-0.642041247713309,6.897448541301562,cpu,,0.19716370591193647,0.19972598358910462,,,,,0.1646923515458126,0.16647633403054557,4.968599998392165,0.0,10.76719999400666,4.785681200002728
medical_resource_allocation,fpto,11,2,1.0,1178.7217719954479,0.5695190433624984,289.6195092636604,,,,1160.5258608998547,0.6082881926615554,289.0823248659472,2.416586500003177,140,4.0,425.08409995934926,8.718299992324319,0,0,47.906452178188964,19.989342321308044,36.65692310939984,114.9988759130755,0.0,0.0,-0.6413222103657663,6.894838389489276,cpu,,0.19724977614826786,0.19982135035669385,,,,,0.16475240177772257,0.16654258594188973,3.788199996051844,0.0,4.9300999962724745,7.202267700005905
medical_resource_allocation,fpto,11,3,5.0,1184.4285129302843,0.488058955843915,297.4879025171872,,,,1165.796062845644,0.5249443408822824,296.96635254102006,2.415193199994974,140,4.0,429.6142999592121,14.736000004631933,0,0,46.05142896943007,19.893729583463735,35.77783678011681,108.83137102888305,0.0,0.0,-0.6355646560981247,6.875147515887845,cpu,,0.19814553055503054,0.20078877855461744,,,,,0.16537684738784722,0.1672140697353166,4.968799999915063,0.0,9.76720000471687,9.617460900000879
medical_resource_allocation,fpto,22,0,0.0,1113.5296043764838,0.5305412351772993,295.68427790815934,,,,1100.5750176127567,0.5520920183614306,296.20649965899366,2.4530354000016814,140,4.0,460.620599995309,11.826299996755552,0,0,46.90110348270571,20.240701887503654,35.98343483875708,113.85844260149166,0.0,0.0,-0.5525129210335703,6.952142934388434,cpu,,0.1870601795035961,0.1887697287816988,,,,,0.15758272641393867,0.158794192189902,5.724700000428129,0.0,6.101599996327423,2.4530354000016814
medical_resource_allocation,fpto,22,1,0.5,1115.267706937666,0.5205445692406041,296.6109781725296,,,,1102.2908195530981,0.5420718681960636,297.13184791608825,2.398270500001672,140,4.0,429.6638999658171,14.12999999593012,0,0,46.68156141075885,20.251278858440205,35.890581185379254,113.00946663459108,0.0,0.0,-0.5517120218891285,6.949901800473143,cpu,,0.18735180725619496,0.18906437846840635,,,,,0.15778963413475486,0.1590026426592089,3.7214999974821694,0.0,10.408499998447951,4.851305900003354
medical_resource_allocation,fpto,22,2,1.0,1117.0338916375586,0.510827027380928,297.52059802865386,,,,1104.0335667835616,0.5323344413988979,298.04011710867894,2.4296127000052365,140,4.0,427.660800065496,11.10230000631418,0,0,46.46578320605723,20.26187884646049,35.798936518595156,112.17317849595945,0.0,0.0,-0.5509384759038429,6.947695197436107,cpu,,0.18764801478820584,0.18936378874494209,,,,,0.15799968715618934,0.1592143552182342,4.376200005935971,0.0,6.72610000037821,7.28091860000859
medical_resource_allocation,fpto,22,3,5.0,1132.292714272452,0.439653896502252,304.3744745048895,,,,1119.1063452668295,0.4607944195649085,304.8873859491084,2.349780600001395,140,4.0,394.45640001940774,11.080399999627843,0,0,44.82700527731467,20.347503032582313,35.092212588039544,105.83667990994101,0.0,0.0,-0.5445022783989542,6.931113612399605,cpu,,0.19020987254762856,0.1919505217774507,,,,,0.15981204402252758,0.16103900142701547,4.948499998135958,0.0,6.131900001491886,9.630699200009985
medical_resource_allocation,fpto,33,0,0.0,1165.7872239934677,1.053603464343321,248.8598105481965,,,,1146.9584373889084,1.0625162567906887,249.76366454914233,2.4131746999992174,140,4.0,440.1200000284007,10.530000006838236,0,0,56.14007797925653,22.03033246087981,42.88814641790771,120.99518107140136,0.0,0.0,-0.6740588315069539,6.989155539504016,cpu,,0.19494377734151325,0.1976286371062771,,,,,0.16314054354525384,0.16501662617536392,5.410700003267266,0.0,5.11930000357097,2.4131746999992174
medical_resource_allocation,fpto,33,1,0.5,1165.228878770361,1.03315764203425,250.15545537909463,,,,1146.3828855184775,1.0422947401904983,251.0485975806038,2.4473673999964376,140,4.0,414.9971000442747,10.087599999678787,0,0,55.82920311852653,22.04702040993683,42.69804488614393,120.39847279830438,0.0,0.0,-0.6735261808361339,6.985434816859835,cpu,,0.19484595317280737,0.19753398432298497,,,,,0.16307202836935694,0.16495062930064489,3.733900004590396,0.0,6.353699995088391,4.860542099995655
medical_resource_allocation,fpto,33,2,1.0,1164.731768575839,1.0130795486769064,251.44966402709022,,,,1145.869220141728,1.0224305871394392,252.3325157475429,2.423827300000994,140,4.0,432.1098000218626,9.756100000231527,0,0,55.52049814807192,22.06373798602601,42.51577454819939,119.79450035611418,0.0,0.0,-0.6729941533888024,6.98175608856871,cpu,,0.19475864759523034,0.1974497123321679,,,,,0.16301087084595198,0.16489186167794254,5.003099999157712,0.0,4.753000001073815,7.284369399996649
medical_resource_allocation,fpto,33,3,5.0,1162.6420769468887,0.8648103321100464,261.7582286397294,,,,1143.6433215259758,0.8756698312060537,262.5653781869311,2.3906252999950084,140,4.0,433.7155999892275,15.902799998002592,0,0,53.11737078945075,22.198537110693607,41.12277035206769,115.50601408972727,0.0,0.0,-0.6684679135488005,6.953490132497286,cpu,,0.194380320822447,0.1970954599436513,,,,,0.16274574976971928,0.16464473096650856,4.96220000059111,0.0,10.940599997411482,9.674994699991657
medical_resource_allocation,fpto,44,0,0.0,1142.137182993707,0.9870685140108478,266.9544317391237,,,,1128.2493173642442,1.00090852707507,267.9347829730204,2.4446489999972982,140,4.0,443.9429999983986,9.067400002095383,0,0,52.610812421247516,20.595870075598146,39.77280671176278,119.48897915803288,0.0,0.0,-0.6107683995202754,6.948102715537436,cpu,,0.1917638656642891,0.193619393160131,,,,,0.16090760190769832,0.16221200348255052,4.065200002514757,0.0,5.0021999995806254,2.4446489999972982
