task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,loss_dec_normalized,loss_dec_normalized_pred_obj,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_mgda_lambda_decision_regret,mo_mgda_lambda_pred_fairness,mo_mgda_lambda_pred_loss,mo_mgda_min_norm,mo_method,method_label,alpha_fair,hidden_dim,config_name
medical_resource_allocation,mgda,33,0,0.0,0,1.0,0.0,0.0002,96.64302340877214,398.35303771071176,123.23842651982125,0.030565426718681468,66.7369161375722,25.040495029894256,0.030565426718662175,0.023345632196180778,0.7833679204580796,0.8606774823076571,0.8666788313882403,2,21.479065999983504,0,0,0,cuda,0.09617262330373409,0.10640596399643382,0.030565426718681468,25.040495029894256,66.7369161375722,0.8606774823076571,0.7833679204580796,0.8666788313882403,0.9999999978592344,0.030565426718681468,0.9999999999989997,0.0,2.1578640787314546e-16,0.030565426718662175,mgda,FDFL-MGDA,0.5,64,MGDA
medical_resource_allocation,mgda,33,0,0.0,5,1.0,0.0,0.001,80.62655050349156,390.83698925114356,118.01090165515039,0.019676078854080813,92.90307376237831,48.53796789185428,0.019676078854061137,0.09663721443718698,0.7815916504262844,0.8256373140686746,0.9049394338104456,2,24.75215799995567,0,0,0,cuda,0.08023410895429375,0.08723318589589518,0.019676078854080813,48.53796789185428,92.90307376237831,0.8256373140686746,0.7815916504262844,0.9049394338104456,0.9999999948340182,0.019676078854080813,0.9999999999989999,0.0,0.0,0.019676078854061137,mgda,FDFL-MGDA,0.5,64,MGDA
medical_resource_allocation,mgda,33,0,0.0,10,1.0,0.0,0.0009975062344139652,68.92724020515368,376.2459614210887,108.81656308761073,0.008854649961910344,122.46717688606768,64.32129501016594,0.008854649961903658,0.07863566623867094,0.5959681765005371,0.6233233625148235,0.9258813525921026,2,23.49565800000164,0,0,0,cuda,0.06859174386109432,0.07364304901637556,0.008854649961910344,64.32129501016594,122.46717688606768,0.6233233625148235,0.5959681765005371,0.9258813525921026,0.9999999744913667,0.008854649961910344,0.9999999999989999,2.7156935080129777e-17,1.4826464708724445e-17,0.008854649961903658,mgda,FDFL-MGDA,0.5,64,MGDA
medical_resource_allocation,mgda,33,0,0.0,15,1.0,0.0,0.0009950248756218907,63.99412245331064,364.07709243733086,102.32248296571893,0.005590283050778898,134.74774531017644,68.80353921250425,0.00559028305077454,0.06619445156495851,0.39054730136529225,0.4084807992750997,0.9299862776688343,2,26.10002100004749,0,0,0,cuda,0.06368263755908782,0.06801394496527519,0.005590283050778898,68.80353921250425,134.74774531017644,0.4084807992750997,0.39054730136529225,0.9299862776688343,0.9999999360025918,0.005590283050778898,0.9999999999989999,0.0,2.3418766925663476e-17,0.00559028305077454,mgda,FDFL-MGDA,0.5,64,MGDA
medical_resource_allocation,mgda,33,0,0.0,20,1.0,0.0,0.0009925558312655087,60.54645892813653,355.28597812868696,96.11172892934059,0.0035171354879508314,141.3211325180262,73.14015740024782,0.0035171354879473143,0.05658106630145988,0.21535544438118961,0.25259753792311745,0.9331849840681146,2,25.79195099997378,0,0,0,cuda,0.060251755186108404,0.06411478342057526,0.0035171354879508314,73.14015740024782,141.3211325180262,0.25259753792311745,0.21535544438118961,0.9331849840681146,0.9999998383216893,0.0035171354879508314,0.9999999999989999,0.0,0.0,0.0035171354879473143,mgda,FDFL-MGDA,0.5,64,MGDA
medical_resource_allocation,mgda,33,0,0.0,25,1.0,0.0,0.0009900990099009901,59.09298546731327,349.74912882885394,92.93378721794986,0.0031298159165946606,146.22162446520716,74.55820815802288,0.003129815916593043,0.04917261322593724,0.251890504195853,0.28215343384542346,0.929769289800199,2,29.591328999913458,0,0,0,cuda,0.058805356359796,0.0624794847241777,0.0031298159165946606,74.55820815802288,146.22162446520716,0.28215343384542346,0.251890504195853,0.929769289800199,0.9999997958297966,0.0031298159165946606,0.9999999999989999,6.810483709096665e-17,2.1607329727772596e-18,0.003129815916593043,mgda,FDFL-MGDA,0.5,64,MGDA
medical_resource_allocation,mgda,33,0,0.0,30,1.0,0.0,0.0009876543209876543,57.8069392103406,346.39631476170814,91.56142432609717,0.0025667628085521846,148.1433301919002,75.84748422116417,0.0025667628085496237,0.04507410572564696,0.07452703351971593,0.1672322695015899,0.932183641989999,2,25.202371999967,0,0,0,cuda,0.05752556980241701,0.061036743235948786,0.0025667628085521846,75.84748422116417,148.1433301919002,0.1672322695015899,0.07452703351971593,0.932183641989999,0.9999996964302773,0.0025667628085521846,0.9999999999989999,0.0,5.421010862422101e-19,0.0025667628085496237,mgda,FDFL-MGDA,0.5,64,MGDA
medical_resource_allocation,mgda,33,0,0.0,35,1.0,0.0,0.0009852216748768474,57.31179449683441,344.33631798332954,89.24343326871193,0.0022720128785933373,149.46412828972686,79.17624223688665,0.0022720128785911503,0.041968402909180885,0.0708710675009859,0.135521060187009,0.9332505843760401,2,24.519140999927913,0,0,0,cuda,0.05703283515553567,0.06048231293922395,0.0022720128785933373,79.17624223688665,149.46412828972686,0.135521060187009,0.0708710675009859,0.9332505843760401,0.9999996125565401,0.0022720128785933373,0.999999999999,7.925052012740124e-18,0.0,0.0022720128785911503,mgda,FDFL-MGDA,0.5,64,MGDA
medical_resource_allocation,mgda,33,0,0.0,40,1.0,0.0,0.0009828009828009828,56.34559289387596,341.8300932758996,86.70588908554981,0.002026390852420284,152.97089433031653,81.53329725210017,0.002025049109484436,0.03954519586937945,-0.03637124840444152,0.028923924823403387,0.9302477332123515,2,22.855574999994133,0,0,0,cuda,0.056071336440788794,0.05940209107472614,0.002026390852420284,81.53329725210017,152.97089433031653,0.028923924823403387,-0.03637124840444152,0.9302477332123515,0.9993373784552055,0.002026390852420284,0.9999995180175243,0.0,4.819814757677078e-07,0.002025049109484436,mgda,FDFL-MGDA,0.5,64,MGDA
medical_resource_allocation,mgda,33,0,0.0,45,1.0,0.0,0.000980392156862745,56.29982359089752,341.4890933399154,86.64719928210424,0.0019504808859462943,152.137474289372,80.86842941560607,0.0019504808859445188,0.037931800980671636,0.0943059432831913,0.16021818006037625,0.9369058083929762,2,22.27268000001459,0,0,0,cuda,0.056025789915245996,0.05935097518206114,0.0019504808859462943,80.86842941560607,152.137474289372,0.16021818006037625,0.0943059432831913,0.9369058083929762,0.9999994742897025,0.0019504808859462943,0.9999999999989999,0.0,1.220215004130591e-17,0.0019504808859445188,mgda,FDFL-MGDA,0.5,64,MGDA
